mes,ano,id_autor_parlametria,direitos-humanos,licenciamento-ambiental,migracao-e-refugio,pandemia,reforma-administrativa,reforma-tributaria,socioambiental,transparencia-e-integridade
1,2019,1178953,0,0,0,0,0,0,0,0
1,2019,1178954,0,0,0,0,0,0,0,0
1,2019,1178956,0,0,0,0,0,0,0,0
1,2019,1178959,0,0,0,0,0,0,0,0
1,2019,1178961,0,0,0,0,0,0,0,0
1,2019,1178962,0,0,0,0,0,0,0,0
1,2019,1178963,0,0,0,0,0,0,0,0
1,2019,1178964,0,0,0,0,0,0,0,0
1,2019,1178966,0,0,0,0,0,0,0,0
1,2019,1178969,0,0,0,0,0,0,0,0
1,2019,1178970,0,0,0,0,0,0,0,0
1,2019,1178972,0,0,0,0,0,0,0,0
1,2019,1178975,0,0,0,0,0,0,0,0
1,2019,1178977,0,0,0,0,0,0,0,0
1,2019,1178981,0,0,0,0,0,0,0,0
1,2019,1178984,0,0,0,0,0,0,0,0
1,2019,1178985,0,0,0,0,0,0,0,0
1,2019,1178986,0,0,0,0,0,0,0,0
1,2019,1178987,0,0,0,0,0,0,0,0
1,2019,1178989,0,0,0,0,0,0,0,0
1,2019,1178990,0,0,0,0,0,0,0,0
1,2019,1178992,0,0,0,0,0,0,0,0
1,2019,1178993,0,0,0,0,0,0,0,0
1,2019,1178994,0,0,0,0,0,0,0,0
1,2019,1178997,0,0,0,0,0,0,0,0
1,2019,1179001,0,0,0,0,0,0,0,0
1,2019,1179587,0,0,0,0,0,0,0,0
1,2019,1188097,0,0,0,0,0,0,0,0
1,2019,1191923,0,0,0,0,0,0,0,0
1,2019,1193726,0,0,0,0,0,0,0,0
1,2019,1194260,0,0,0,0,0,0,0,0
1,2019,1195866,0,0,0,0,0,0,0,0
1,2019,1196358,0,0,0,0,0,0,0,0
1,2019,1197438,0,0,0,0,0,0,0,0
1,2019,1198197,0,0,0,0,0,0,0,0
1,2019,1198783,0,0,0,0,0,0,0,0
1,2019,1204351,0,0,0,0,0,0,0,0
1,2019,1204352,0,0,0,0,0,0,0,0
1,2019,1204353,0,0,0,0,0,0,0,0
1,2019,1204354,0,0,0,0,0,0,0,0
1,2019,1204355,0,0,0,0,0,0,0,0
1,2019,1204356,0,0,0,0,0,0,0,0
1,2019,1204357,0,0,0,0,0,0,0,0
1,2019,1204358,0,0,0,0,0,0,0,0
1,2019,1204359,0,0,0,0,0,0,0,0
1,2019,1204360,0,0,0,0,0,0,0,0
1,2019,1204361,0,0,0,0,0,0,0,0
1,2019,1204362,0,0,0,0,0,0,0,0
1,2019,1204363,0,0,0,0,0,0,0,0
1,2019,1204364,0,0,0,0,0,0,0,0
1,2019,1204365,0,0,0,0,0,0,0,0
1,2019,1204366,0,0,0,0,0,0,0,0
1,2019,1204367,0,0,0,0,0,0,0,0
1,2019,1204368,0,0,0,0,0,0,0,0
1,2019,1204369,0,0,0,0,0,0,0,0
1,2019,1204370,0,0,0,0,0,0,0,0
1,2019,1204371,0,0,0,0,0,0,0,0
1,2019,1204372,0,0,0,0,0,0,0,0
1,2019,1204373,0,0,0,0,0,0,0,0
1,2019,1204374,0,0,0,0,0,0,0,0
1,2019,1204375,0,0,0,0,0,0,0,0
1,2019,1204376,0,0,0,0,0,0,0,0
1,2019,1204377,0,0,0,0,0,0,0,0
1,2019,1204378,0,0,0,0,0,0,0,0
1,2019,1204379,0,0,0,0,0,0,0,0
1,2019,1204380,0,0,0,0,0,0,0,0
1,2019,1204381,0,0,0,0,0,0,0,0
1,2019,1204382,0,0,0,0,0,0,0,0
1,2019,1204383,0,0,0,0,0,0,0,0
1,2019,1204384,0,0,0,0,0,0,0,0
1,2019,1204385,0,0,0,0,0,0,0,0
1,2019,1204386,0,0,0,0,0,0,0,0
1,2019,1204387,0,0,0,0,0,0,0,0
1,2019,1204388,0,0,0,0,0,0,0,0
1,2019,1204389,0,0,0,0,0,0,0,0
1,2019,1204390,0,0,0,0,0,0,0,0
1,2019,1204391,0,0,0,0,0,0,0,0
1,2019,1204392,0,0,0,0,0,0,0,0
1,2019,1204393,0,0,0,0,0,0,0,0
1,2019,1204394,0,0,0,0,0,0,0,0
1,2019,1204395,0,0,0,0,0,0,0,0
1,2019,1204396,0,0,0,0,0,0,0,0
1,2019,1204397,0,0,0,0,0,0,0,0
1,2019,1204398,0,0,0,0,0,0,0,0
1,2019,1204399,0,0,0,0,0,0,0,0
1,2019,1204400,0,0,0,0,0,0,0,0
1,2019,1204403,0,0,0,0,0,0,0,0
1,2019,1204404,0,0,0,0,0,0,0,0
1,2019,1204405,0,0,0,0,0,0,0,0
1,2019,1204406,0,0,0,0,0,0,0,0
1,2019,1204407,0,0,0,0,0,0,0,0
1,2019,1204408,0,0,0,0,0,0,0,0
1,2019,1204409,0,0,0,0,0,0,0,0
1,2019,1204410,0,0,0,0,0,0,0,0
1,2019,1204411,0,0,0,0,0,0,0,0
1,2019,1204412,0,0,0,0,0,0,0,0
1,2019,1204414,0,0,0,0,0,0,0,0
1,2019,1204415,0,0,0,0,0,0,0,0
1,2019,1204416,0,0,0,0,0,0,0,0
1,2019,1204418,0,0,0,0,0,0,0,0
1,2019,1204419,0,0,0,0,0,0,0,0
1,2019,1204420,0,0,0,0,0,0,0,0
1,2019,1204421,0,0,0,0,0,0,0,0
1,2019,1204422,0,0,0,0,0,0,0,0
1,2019,1204425,0,0,0,0,0,0,0,0
1,2019,1204426,0,0,0,0,0,0,0,0
1,2019,1204427,0,0,0,0,0,0,0,0
1,2019,1204428,0,0,0,0,0,0,0,0
1,2019,1204429,0,0,0,0,0,0,0,0
1,2019,1204430,0,0,0,0,0,0,0,0
1,2019,1204431,0,0,0,0,0,0,0,0
1,2019,1204432,0,0,0,0,0,0,0,0
1,2019,1204433,0,0,0,0,0,0,0,0
1,2019,1204434,0,0,0,0,0,0,0,0
1,2019,1204435,0,0,0,0,0,0,0,0
1,2019,1204436,0,0,0,0,0,0,0,0
1,2019,1204437,0,0,0,0,0,0,0,0
1,2019,1204439,0,0,0,0,0,0,0,0
1,2019,1204440,0,0,0,0,0,0,0,0
1,2019,1204441,0,0,0,0,0,0,0,0
1,2019,1204442,0,0,0,0,0,0,0,0
1,2019,1204444,0,0,0,0,0,0,0,0
1,2019,1204446,0,0,0,0,0,0,0,0
1,2019,1204447,0,0,0,0,0,0,0,0
1,2019,1204448,0,0,0,0,0,0,0,0
1,2019,1204449,0,0,0,0,0,0,0,0
1,2019,1204450,0,0,0,0,0,0,0,0
1,2019,1204451,0,0,0,0,0,0,0,0
1,2019,1204452,0,0,0,0,0,0,0,0
1,2019,1204453,0,0,0,0,0,0,0,0
1,2019,1204454,0,0,0,0,0,0,0,0
1,2019,1204455,0,0,0,0,0,0,0,0
1,2019,1204456,0,0,0,0,0,0,0,0
1,2019,1204457,0,0,0,0,0,0,0,0
1,2019,1204458,0,0,0,0,0,0,0,0
1,2019,1204459,0,0,0,0,0,0,0,0
1,2019,1204460,0,0,0,0,0,0,0,0
1,2019,1204461,0,0,0,0,0,0,0,0
1,2019,1204462,0,0,0,0,0,0,0,0
1,2019,1204463,0,0,0,0,0,0,0,0
1,2019,1204464,0,0,0,0,0,0,0,0
1,2019,1204465,0,0,0,0,0,0,0,0
1,2019,1204466,0,0,0,0,0,0,0,0
1,2019,1204467,0,0,0,0,0,0,0,0
1,2019,1204468,0,0,0,0,0,0,0,0
1,2019,1204469,0,0,0,0,0,0,0,0
1,2019,1204471,0,0,0,0,0,0,0,0
1,2019,1204472,0,0,0,0,0,0,0,0
1,2019,1204473,0,0,0,0,0,0,0,0
1,2019,1204474,0,0,0,0,0,0,0,0
1,2019,1204475,0,0,0,0,0,0,0,0
1,2019,1204476,0,0,0,0,0,0,0,0
1,2019,1204477,0,0,0,0,0,0,0,0
1,2019,1204478,0,0,0,0,0,0,0,0
1,2019,1204479,0,0,0,0,0,0,0,0
1,2019,1204480,0,0,0,0,0,0,0,0
1,2019,1204481,0,0,0,0,0,0,0,0
1,2019,1204482,0,0,0,0,0,0,0,0
1,2019,1204483,0,0,0,0,0,0,0,0
1,2019,1204484,0,0,0,0,0,0,0,0
1,2019,1204485,0,0,0,0,0,0,0,0
1,2019,1204486,0,0,0,0,0,0,0,0
1,2019,1204487,0,0,0,0,0,0,0,0
1,2019,1204488,0,0,0,0,0,0,0,0
1,2019,1204489,0,0,0,0,0,0,0,0
1,2019,1204490,0,0,0,0,0,0,0,0
1,2019,1204491,0,0,0,0,0,0,0,0
1,2019,1204492,0,0,0,0,0,0,0,0
1,2019,1204494,0,0,0,0,0,0,0,0
1,2019,1204495,0,0,0,0,0,0,0,0
1,2019,1204496,0,0,0,0,0,0,0,0
1,2019,1204497,0,0,0,0,0,0,0,0
1,2019,1204498,0,0,0,0,0,0,0,0
1,2019,1204499,0,0,0,0,0,0,0,0
1,2019,1204500,0,0,0,0,0,0,0,0
1,2019,1204501,0,0,0,0,0,0,0,0
1,2019,1204502,0,0,0,0,0,0,0,0
1,2019,1204503,0,0,0,0,0,0,0,0
1,2019,1204504,0,0,0,0,0,0,0,0
1,2019,1204505,0,0,0,0,0,0,0,0
1,2019,1204506,0,0,0,0,0,0,0,0
1,2019,1204507,0,0,0,0,0,0,0,0
1,2019,1204508,0,0,0,0,0,0,0,0
1,2019,1204509,0,0,0,0,0,0,0,0
1,2019,1204510,0,0,0,0,0,0,0,0
1,2019,1204511,0,0,0,0,0,0,0,0
1,2019,1204512,0,0,0,0,0,0,0,0
1,2019,1204513,0,0,0,0,0,0,0,0
1,2019,1204514,0,0,0,0,0,0,0,0
1,2019,1204515,0,0,0,0,0,0,0,0
1,2019,1204516,0,0,0,0,0,0,0,0
1,2019,1204517,0,0,0,0,0,0,0,0
1,2019,1204518,0,0,0,0,0,0,0,0
1,2019,1204519,0,0,0,0,0,0,0,0
1,2019,1204520,0,0,0,0,0,0,0,0
1,2019,1204521,0,0,0,0,0,0,0,0
1,2019,1204522,0,0,0,0,0,0,0,0
1,2019,1204523,0,0,0,0,0,0,0,0
1,2019,1204524,0,0,0,0,0,0,0,0
1,2019,1204525,0,0,0,0,0,0,0,0
1,2019,1204526,0,0,0,0,0,0,0,0
1,2019,1204527,0,0,0,0,0,0,0,0
1,2019,1204528,0,0,0,0,0,0,0,0
1,2019,1204529,0,0,0,0,0,0,0,0
1,2019,1204530,0,0,0,0,0,0,0,0
1,2019,1204531,0,0,0,0,0,0,0,0
1,2019,1204532,0,0,0,0,0,0,0,0
1,2019,1204533,0,0,0,0,0,0,0,0
1,2019,1204534,0,0,0,0,0,0,0,0
1,2019,1204535,0,0,0,0,0,0,0,0
1,2019,1204536,0,0,0,0,0,0,0,0
1,2019,1204537,0,0,0,0,0,0,0,0
1,2019,1204538,0,0,0,0,0,0,0,0
1,2019,1204539,0,0,0,0,0,0,0,0
1,2019,1204540,0,0,0,0,0,0,0,0
1,2019,1204541,0,0,0,0,0,0,0,0
1,2019,1204542,0,0,0,0,0,0,0,0
1,2019,1204543,0,0,0,0,0,0,0,0
1,2019,1204544,0,0,0,0,0,0,0,0
1,2019,1204545,0,0,0,0,0,0,0,0
1,2019,1204546,0,0,0,0,0,0,0,0
1,2019,1204547,0,0,0,0,0,0,0,0
1,2019,1204548,0,0,0,0,0,0,0,0
1,2019,1204549,0,0,0,0,0,0,0,0
1,2019,1204550,0,0,0,0,0,0,0,0
1,2019,1204551,0,0,0,0,0,0,0,0
1,2019,1204552,0,0,0,0,0,0,0,0
1,2019,1204553,0,0,0,0,0,0,0,0
1,2019,1204554,0,0,0,0,0,0,0,0
1,2019,1204555,0,0,0,0,0,0,0,0
1,2019,1204556,0,0,0,0,0,0,0,0
1,2019,1204557,0,0,0,0,0,0,0,0
1,2019,1204558,0,0,0,0,0,0,0,0
1,2019,1204559,0,0,0,0,0,0,0,0
1,2019,1204561,0,0,0,0,0,0,0,0
1,2019,1204562,0,0,0,0,0,0,0,0
1,2019,1204563,0,0,0,0,0,0,0,0
1,2019,1204564,0,0,0,0,0,0,0,0
1,2019,1204565,0,0,0,0,0,0,0,0
1,2019,1204566,0,0,0,0,0,0,0,0
1,2019,1204567,0,0,0,0,0,0,0,0
1,2019,1204569,0,0,0,0,0,0,0,0
1,2019,1204570,0,0,0,0,0,0,0,0
1,2019,1204571,0,0,0,0,0,0,0,0
1,2019,1204572,0,0,0,0,0,0,0,0
1,2019,1204573,0,0,0,0,0,0,0,0
1,2019,1204575,0,0,0,0,0,0,0,0
1,2019,1204576,0,0,0,0,0,0,0,0
1,2019,1205476,0,0,0,0,0,0,0,0
1,2019,1205535,0,0,0,0,0,0,0,0
1,2019,1205548,0,0,0,0,0,0,0,0
1,2019,1205550,0,0,0,0,0,0,0,0
1,2019,1205863,0,0,0,0,0,0,0,0
1,2019,1205865,0,0,0,0,0,0,0,0
1,2019,1206231,0,0,0,0,0,0,0,0
1,2019,1207176,0,0,0,0,0,0,0,0
1,2019,1207309,0,0,0,0,0,0,0,0
1,2019,1209189,0,0,0,0,0,0,0,0
1,2019,162881,0,0,0,0,0,0,0,0
1,2019,166179,0,0,0,0,0,0,0,0
1,2019,166828,0,0,0,0,0,0,0,0
1,2019,167138,0,0,0,0,0,0,0,0
1,2019,168720,0,0,0,0,0,0,0,0
1,2019,169871,0,0,0,0,0,0,0,0
1,2019,172442,0,0,0,0,0,0,0,0
1,2019,173433,0,0,0,0,0,0,0,0
1,2019,173460,0,0,0,0,0,0,0,0
1,2019,173466,0,0,0,0,0,0,0,0
1,2019,173482,0,0,0,0,0,0,0,0
1,2019,173486,0,0,0,0,0,0,0,0
1,2019,173531,0,0,0,0,0,0,0,0
1,2019,173586,0,0,0,0,0,0,0,0
1,2019,173588,0,0,0,0,0,0,0,0
1,2019,173604,0,0,0,0,0,0,0,0
1,2019,173696,0,0,0,0,0,0,0,0
1,2019,173701,0,0,0,0,0,0,0,0
1,2019,173764,0,0,0,0,0,0,0,0
1,2019,173788,0,0,0,0,0,0,0,0
1,2019,173801,0,0,0,0,0,0,0,0
1,2019,173940,0,0,0,0,0,0,0,0
1,2019,173943,0,0,0,0,0,0,0,0
1,2019,174043,0,0,0,0,0,0,0,0
1,2019,174044,0,0,0,0,0,0,0,0
1,2019,174052,0,0,0,0,0,0,0,0
1,2019,174057,0,0,0,0,0,0,0,0
1,2019,174060,0,0,0,0,0,0,0,0
1,2019,174075,0,0,0,0,0,0,0,0
1,2019,174079,0,0,0,0,0,0,0,0
1,2019,174090,0,0,0,0,0,0,0,0
1,2019,174156,0,0,0,0,0,0,0,0
1,2019,174158,0,0,0,0,0,0,0,0
1,2019,174159,0,0,0,0,0,0,0,0
1,2019,174160,0,0,0,0,0,0,0,0
1,2019,174161,0,0,0,0,0,0,0,0
1,2019,174165,0,0,0,0,0,0,0,0
1,2019,174200,0,0,0,0,0,0,0,0
1,2019,174253,0,0,0,0,0,0,0,0
1,2019,174262,0,0,0,0,0,0,0,0
1,2019,174270,0,0,0,0,0,0,0,0
1,2019,174273,0,0,0,0,0,0,0,0
1,2019,174283,0,0,0,0,0,0,0,0
1,2019,174299,0,0,0,0,0,0,0,0
1,2019,174305,0,0,0,0,0,0,0,0
1,2019,174317,0,0,0,0,0,0,0,0
1,2019,174319,0,0,0,0,0,0,0,0
1,2019,174356,0,0,0,0,0,0,0,0
1,2019,174366,0,0,0,0,0,0,0,0
1,2019,174371,0,0,0,0,0,0,0,0
1,2019,174376,0,0,0,0,0,0,0,0
1,2019,174398,0,0,0,0,0,0,0,0
1,2019,174400,0,0,0,0,0,0,0,0
1,2019,174419,0,0,0,0,0,0,0,0
1,2019,174439,0,0,0,0,0,0,0,0
1,2019,174459,0,0,0,0,0,0,0,0
1,2019,174467,0,0,0,0,0,0,0,0
1,2019,174471,0,0,0,0,0,0,0,0
1,2019,174478,0,0,0,0,0,0,0,0
1,2019,174537,0,0,0,0,0,0,0,0
1,2019,174554,0,0,0,0,0,0,0,0
1,2019,174571,0,0,0,0,0,0,0,0
1,2019,174574,0,0,0,0,0,0,0,0
1,2019,174585,0,0,0,0,0,0,0,0
1,2019,174646,0,0,0,0,0,0,0,0
1,2019,174655,0,0,0,0,0,0,0,0
1,2019,174693,0,0,0,0,0,0,0,0
1,2019,174749,0,0,0,0,0,0,0,0
1,2019,174784,0,0,0,0,0,0,0,0
1,2019,174848,0,0,0,0,0,0,0,0
1,2019,174856,0,0,0,0,0,0,0,0
1,2019,175431,0,0,0,0,0,0,0,0
1,2019,176874,0,0,0,0,0,0,0,0
1,2019,181055,0,0,0,0,0,0,0,0
1,2019,181297,0,0,0,0,0,0,0,0
1,2019,190201,0,0,0,0,0,0,0,0
1,2019,190842,0,0,0,0,0,0,0,0
1,2019,192102,0,0,0,0,0,0,0,0
1,2019,192346,0,0,0,0,0,0,0,0
1,2019,192699,0,0,0,0,0,0,0,0
1,2019,193083,0,0,0,0,0,0,0,0
1,2019,198057,0,0,0,0,0,0,0,0
1,2019,21023,0,0,0,0,0,0,0,0
1,2019,21173,0,0,0,0,0,0,0,0
1,2019,21186,0,0,0,0,0,0,0,0
1,2019,21249,0,0,0,0,0,0,0,0
1,2019,2151,0,0,0,0,0,0,0,0
1,2019,222,0,0,0,0,0,0,0,0
1,2019,22331,0,0,0,0,0,0,0,0
1,2019,2285,0,0,0,0,0,0,0,0
1,2019,23361,0,0,0,0,0,0,0,0
1,2019,23396,0,0,0,0,0,0,0,0
1,2019,2345,0,0,0,0,0,0,0,0
1,2019,235,0,0,0,0,0,0,0,0
1,2019,2374,0,0,0,0,0,0,0,0
1,2019,23777,0,0,0,0,0,0,0,0
1,2019,23806,0,0,0,0,0,0,0,0
1,2019,23830,0,0,0,0,0,0,0,0
1,2019,24525,0,0,0,0,0,0,0,0
1,2019,24531,0,0,0,0,0,0,0,0
1,2019,24545,0,0,0,0,0,0,0,0
1,2019,24560,0,0,0,0,0,0,0,0
1,2019,2470,0,0,0,0,0,0,0,0
1,2019,2475,0,0,0,0,0,0,0,0
1,2019,24770,0,0,0,0,0,0,0,0
1,2019,24981,0,0,0,0,0,0,0,0
1,2019,24994,0,0,0,0,0,0,0,0
1,2019,25008,0,0,0,0,0,0,0,0
1,2019,25012,0,0,0,0,0,0,0,0
1,2019,25236,0,0,0,0,0,0,0,0
1,2019,25322,0,0,0,0,0,0,0,0
1,2019,25350,0,0,0,0,0,0,0,0
1,2019,25352,0,0,0,0,0,0,0,0
1,2019,25376,0,0,0,0,0,0,0,0
1,2019,25385,0,0,0,0,0,0,0,0
1,2019,25411,0,0,0,0,0,0,0,0
1,2019,25422,0,0,0,0,0,0,0,0
1,2019,25502,0,0,0,0,0,0,0,0
1,2019,25523,0,0,0,0,0,0,0,0
1,2019,25525,0,0,0,0,0,0,0,0
