id_parlamentar,id_parlamentar_parlametria,partido_disciplina,partido_atual,casa,mes,ano,votos_validos,num_seguiu,disciplina,bancada_suficiente
112437,1112437,MDB,MDB,camara,11,2020,1,1,NA,TRUE
112437,1112437,MDB,MDB,camara,12,2019,17,17,1,TRUE
112437,1112437,MDB,MDB,camara,12,2020,36,35,0.9722222222222222,TRUE
115746,1115746,PHS,PL,camara,2,2019,0,0,NA,NA
115746,1115746,PL,PL,camara,2,2020,11,11,1,TRUE
115746,1115746,PL,PL,camara,2,2021,11,11,1,TRUE
115746,1115746,PL,PL,camara,3,2019,0,0,NA,TRUE
115746,1115746,PL,PL,camara,3,2021,52,52,1,TRUE
115746,1115746,PL,PL,camara,4,2019,1,1,NA,TRUE
115746,1115746,PL,PL,camara,4,2020,25,25,1,TRUE
115746,1115746,PL,PL,camara,4,2021,29,29,1,TRUE
115746,1115746,PL,PL,camara,5,2019,46,45,0.9782608695652174,TRUE
115746,1115746,PL,PL,camara,5,2020,28,28,1,TRUE
115746,1115746,PL,PL,camara,5,2021,101,100,0.9900990099009901,TRUE
115746,1115746,PL,PL,camara,6,2019,7,6,NA,TRUE
115746,1115746,PL,PL,camara,6,2020,46,46,1,TRUE
115746,1115746,PL,PL,camara,6,2021,55,54,0.9818181818181818,TRUE
115746,1115746,PL,PL,camara,7,2019,28,27,0.9642857142857143,TRUE
115746,1115746,PL,PL,camara,7,2020,25,25,1,TRUE
115746,1115746,PL,PL,camara,7,2021,17,17,1,TRUE
115746,1115746,PL,PL,camara,8,2019,46,45,0.9782608695652174,TRUE
115746,1115746,PL,PL,camara,8,2020,13,13,1,TRUE
115746,1115746,PL,PL,camara,8,2021,74,74,1,TRUE
115746,1115746,PL,PL,camara,9,2019,26,26,1,TRUE
115746,1115746,PL,PL,camara,9,2020,11,11,1,TRUE
115746,1115746,PL,PL,camara,10,2019,13,13,1,TRUE
115746,1115746,PL,PL,camara,11,2019,19,18,0.9473684210526315,TRUE
115746,1115746,PL,PL,camara,11,2020,1,1,NA,TRUE
115746,1115746,PL,PL,camara,12,2019,21,20,0.9523809523809523,TRUE
115746,1115746,PL,PL,camara,12,2020,70,68,0.9714285714285714,TRUE
116379,1116379,PSD,PSD,camara,2,2019,15,12,0.8,TRUE
116379,1116379,PSD,PSD,camara,2,2020,17,17,1,TRUE
116379,1116379,PSD,PSD,camara,2,2021,22,22,1,TRUE
116379,1116379,PSD,PSD,camara,3,2019,12,11,0.9166666666666666,TRUE
116379,1116379,PSD,PSD,camara,3,2021,48,46,0.9583333333333334,TRUE
116379,1116379,PSD,PSD,camara,4,2019,2,2,NA,TRUE
116379,1116379,PSD,PSD,camara,4,2020,21,20,0.9523809523809523,TRUE
116379,1116379,PSD,PSD,camara,4,2021,27,27,1,TRUE
116379,1116379,PSD,PSD,camara,5,2019,36,35,0.9722222222222222,TRUE
116379,1116379,PSD,PSD,camara,5,2020,25,24,0.96,TRUE
116379,1116379,PSD,PSD,camara,5,2021,89,88,0.9887640449438202,TRUE
116379,1116379,PSD,PSD,camara,6,2019,5,5,NA,TRUE
116379,1116379,PSD,PSD,camara,6,2020,42,42,1,TRUE
116379,1116379,PSD,PSD,camara,6,2021,40,40,1,TRUE
116379,1116379,PSD,PSD,camara,7,2019,28,28,1,TRUE
116379,1116379,PSD,PSD,camara,7,2020,41,40,0.975609756097561,TRUE
116379,1116379,PSD,PSD,camara,7,2021,12,11,0.9166666666666666,TRUE
116379,1116379,PSD,PSD,camara,8,2019,44,43,0.9772727272727273,TRUE
116379,1116379,PSD,PSD,camara,8,2020,13,13,1,TRUE
116379,1116379,PSD,PSD,camara,8,2021,58,53,0.9137931034482759,TRUE
116379,1116379,PSD,PSD,camara,9,2019,26,26,1,TRUE
116379,1116379,PSD,PSD,camara,9,2020,5,5,NA,TRUE
116379,1116379,PSD,PSD,camara,10,2019,12,12,1,TRUE
116379,1116379,PSD,PSD,camara,11,2019,18,17,0.9444444444444444,TRUE
116379,1116379,PSD,PSD,camara,12,2019,18,17,0.9444444444444444,TRUE
121948,1121948,PP,PP,camara,2,2019,16,13,0.8125,TRUE
121948,1121948,PP,PP,camara,2,2020,14,14,1,TRUE
121948,1121948,PP,PP,camara,2,2021,26,26,1,TRUE
121948,1121948,PP,PP,camara,3,2019,12,12,1,TRUE
121948,1121948,PP,PP,camara,3,2021,52,52,1,TRUE
121948,1121948,PP,PP,camara,4,2019,2,2,NA,TRUE
121948,1121948,PP,PP,camara,4,2020,28,28,1,TRUE
121948,1121948,PP,PP,camara,4,2021,33,33,1,TRUE
121948,1121948,PP,PP,camara,5,2019,40,40,1,TRUE
121948,1121948,PP,PP,camara,5,2020,26,26,1,TRUE
121948,1121948,PP,PP,camara,5,2021,100,100,1,TRUE
121948,1121948,PP,PP,camara,6,2019,6,5,NA,TRUE
121948,1121948,PP,PP,camara,6,2020,48,48,1,TRUE
121948,1121948,PP,PP,camara,6,2021,52,51,0.9807692307692307,TRUE
121948,1121948,PP,PP,camara,7,2019,28,28,1,TRUE
121948,1121948,PP,PP,camara,7,2020,38,37,0.9736842105263158,TRUE
121948,1121948,PP,PP,camara,7,2021,14,14,1,TRUE
121948,1121948,PP,PP,camara,8,2019,48,48,1,TRUE
121948,1121948,PP,PP,camara,8,2020,14,14,1,TRUE
121948,1121948,PP,PP,camara,8,2021,63,63,1,TRUE
121948,1121948,PP,PP,camara,9,2019,26,26,1,TRUE
121948,1121948,PP,PP,camara,9,2020,11,11,1,TRUE
121948,1121948,PP,PP,camara,10,2019,12,12,1,TRUE
121948,1121948,PP,PP,camara,11,2019,17,17,1,TRUE
121948,1121948,PP,PP,camara,11,2020,1,1,NA,TRUE
121948,1121948,PP,PP,camara,12,2019,25,25,1,TRUE
121948,1121948,PP,PP,camara,12,2020,82,81,0.9878048780487805,TRUE
122158,1122158,DEM,DEM,camara,2,2019,0,0,NA,TRUE
122158,1122158,DEM,DEM,camara,2,2020,13,13,1,TRUE
122158,1122158,DEM,DEM,camara,2,2021,6,6,NA,TRUE
122158,1122158,DEM,DEM,camara,3,2019,0,0,NA,TRUE
122158,1122158,DEM,DEM,camara,3,2021,1,1,NA,TRUE
122158,1122158,DEM,DEM,camara,4,2019,1,1,NA,TRUE
122158,1122158,DEM,DEM,camara,4,2020,25,25,1,TRUE
122158,1122158,DEM,DEM,camara,5,2019,15,15,1,TRUE
122158,1122158,DEM,DEM,camara,5,2020,24,19,0.7916666666666666,TRUE
122158,1122158,DEM,DEM,camara,6,2019,5,5,NA,TRUE
122158,1122158,DEM,DEM,camara,6,2020,43,33,0.7674418604651163,TRUE
122158,1122158,DEM,DEM,camara,7,2019,28,24,0.8571428571428571,TRUE
122158,1122158,DEM,DEM,camara,7,2020,38,35,0.9210526315789473,TRUE
122158,1122158,DEM,DEM,camara,8,2019,43,35,0.813953488372093,TRUE
122158,1122158,DEM,DEM,camara,8,2020,10,10,1,TRUE
122158,1122158,DEM,DEM,camara,8,2021,2,2,NA,TRUE
122158,1122158,DEM,DEM,camara,9,2019,26,25,0.9615384615384616,TRUE
122158,1122158,DEM,DEM,camara,9,2020,10,9,0.9,TRUE
122158,1122158,DEM,DEM,camara,10,2019,12,12,1,TRUE
122158,1122158,DEM,DEM,camara,11,2019,18,18,1,TRUE
122158,1122158,DEM,DEM,camara,11,2020,0,0,NA,TRUE
122158,1122158,DEM,DEM,camara,12,2019,18,18,1,TRUE
122158,1122158,DEM,DEM,camara,12,2020,53,53,1,TRUE
122195,1122195,PSC,PSC,camara,3,2021,2,2,NA,TRUE
122195,1122195,PSC,PSC,camara,4,2021,27,27,1,TRUE
122195,1122195,PSC,PSC,camara,5,2021,58,55,0.9482758620689655,TRUE
122195,1122195,PSC,PSC,camara,6,2021,38,37,0.9736842105263158,TRUE
122195,1122195,PSC,PSC,camara,7,2021,12,12,1,TRUE
122195,1122195,PSC,PSC,camara,8,2021,10,10,1,TRUE
122466,1122466,REPUBLICANOS,REPUBLICANOS,camara,8,2020,7,7,NA,TRUE
122466,1122466,REPUBLICANOS,REPUBLICANOS,camara,9,2020,9,9,NA,TRUE
122466,1122466,REPUBLICANOS,REPUBLICANOS,camara,10,2019,0,0,NA,TRUE
122466,1122466,REPUBLICANOS,REPUBLICANOS,camara,11,2019,0,0,NA,TRUE
122466,1122466,REPUBLICANOS,REPUBLICANOS,camara,11,2020,1,1,NA,TRUE
122466,1122466,REPUBLICANOS,REPUBLICANOS,camara,12,2019,0,0,NA,TRUE
122466,1122466,REPUBLICANOS,REPUBLICANOS,camara,12,2020,15,15,1,TRUE
122974,1122974,PTB,PTB,camara,2,2019,0,0,NA,TRUE
122974,1122974,PTB,PTB,camara,2,2020,12,12,1,TRUE
122974,1122974,PTB,PTB,camara,2,2021,17,16,0.9411764705882353,TRUE
122974,1122974,PTB,PTB,camara,3,2019,0,0,NA,TRUE
122974,1122974,PTB,PTB,camara,3,2021,42,41,0.9761904761904762,TRUE
122974,1122974,PTB,PTB,camara,4,2019,0,0,NA,TRUE
122974,1122974,PTB,PTB,camara,4,2020,26,23,0.8846153846153846,TRUE
122974,1122974,PTB,PTB,camara,4,2021,27,20,0.7407407407407407,TRUE
122974,1122974,PTB,PTB,camara,5,2019,37,37,1,TRUE
122974,1122974,PTB,PTB,camara,5,2020,19,19,1,TRUE
122974,1122974,PTB,PTB,camara,5,2021,77,77,1,TRUE
122974,1122974,PTB,PTB,camara,6,2019,4,3,NA,TRUE
122974,1122974,PTB,PTB,camara,6,2020,41,40,0.975609756097561,TRUE
122974,1122974,PTB,PTB,camara,6,2021,46,41,0.8913043478260869,TRUE
122974,1122974,PTB,PTB,camara,7,2019,19,19,1,TRUE
122974,1122974,PTB,PTB,camara,7,2020,30,29,0.9666666666666667,TRUE
122974,1122974,PTB,PTB,camara,7,2021,14,14,1,TRUE
122974,1122974,PTB,PTB,camara,8,2019,34,34,1,TRUE
122974,1122974,PTB,PTB,camara,8,2020,7,7,NA,TRUE
122974,1122974,PTB,PTB,camara,8,2021,61,57,0.9344262295081968,TRUE
122974,1122974,PTB,PTB,camara,9,2019,23,23,1,TRUE
122974,1122974,PTB,PTB,camara,9,2020,11,11,1,TRUE
122974,1122974,PTB,PTB,camara,10,2019,11,11,1,TRUE
122974,1122974,PTB,PTB,camara,11,2019,17,16,0.9411764705882353,TRUE
122974,1122974,PTB,PTB,camara,11,2020,0,0,NA,TRUE
122974,1122974,PTB,PTB,camara,12,2019,15,14,0.9333333333333333,TRUE
122974,1122974,PTB,PTB,camara,12,2020,50,47,0.94,TRUE
128760,1128760,PL,PL,camara,4,2020,18,17,0.9444444444444444,TRUE
128760,1128760,PL,PL,camara,5,2020,27,23,0.8518518518518519,TRUE
128760,1128760,PL,PL,camara,6,2020,15,15,1,TRUE
128760,1128760,PL,PL,camara,7,2020,37,35,0.9459459459459459,TRUE
128760,1128760,PL,PL,camara,8,2020,13,12,0.9230769230769231,TRUE
128760,1128760,PL,PL,camara,9,2020,8,8,NA,TRUE
129618,1129618,PL,PL,camara,2,2021,13,12,0.9230769230769231,TRUE
129618,1129618,PL,PL,camara,3,2021,35,35,1,TRUE
129618,1129618,PL,PL,camara,4,2021,15,15,1,TRUE
129618,1129618,PL,PL,camara,12,2020,1,1,NA,TRUE
132504,1132504,PT,PT,camara,2,2019,16,16,1,TRUE
132504,1132504,PT,PT,camara,2,2020,3,3,NA,TRUE
132504,1132504,PT,PT,camara,2,2021,21,20,0.9523809523809523,TRUE
132504,1132504,PT,PT,camara,3,2019,13,12,0.9230769230769231,TRUE
132504,1132504,PT,PT,camara,3,2021,51,49,0.9607843137254902,TRUE
132504,1132504,PT,PT,camara,4,2019,1,1,NA,TRUE
132504,1132504,PT,PT,camara,4,2020,26,25,0.9615384615384616,TRUE
132504,1132504,PT,PT,camara,4,2021,34,32,0.9411764705882353,TRUE
132504,1132504,PT,PT,camara,5,2019,28,25,0.8928571428571429,TRUE
132504,1132504,PT,PT,camara,5,2020,27,27,1,TRUE
132504,1132504,PT,PT,camara,5,2021,100,99,0.99,TRUE
132504,1132504,PT,PT,camara,6,2019,5,5,NA,TRUE
132504,1132504,PT,PT,camara,6,2020,37,37,1,TRUE
132504,1132504,PT,PT,camara,6,2021,53,52,0.9811320754716981,TRUE
132504,1132504,PT,PT,camara,7,2019,28,22,0.7857142857142857,TRUE
132504,1132504,PT,PT,camara,7,2020,41,41,1,TRUE
132504,1132504,PT,PT,camara,7,2021,16,16,1,TRUE
132504,1132504,PT,PT,camara,8,2019,41,40,0.975609756097561,TRUE
132504,1132504,PT,PT,camara,8,2020,13,13,1,TRUE
132504,1132504,PT,PT,camara,8,2021,77,77,1,TRUE
132504,1132504,PT,PT,camara,9,2019,29,29,1,TRUE
132504,1132504,PT,PT,camara,9,2020,11,11,1,TRUE
132504,1132504,PT,PT,camara,10,2019,13,13,1,TRUE
132504,1132504,PT,PT,camara,11,2019,6,6,NA,TRUE
132504,1132504,PT,PT,camara,11,2020,1,1,NA,TRUE
132504,1132504,PT,PT,camara,12,2020,55,54,0.9818181818181818,TRUE
133439,1133439,PDT,PDT,camara,2,2019,10,9,0.9,TRUE
133439,1133439,PDT,PDT,camara,2,2020,14,14,1,TRUE
133439,1133439,PDT,PDT,camara,2,2021,25,25,1,TRUE
133439,1133439,PDT,PDT,camara,3,2019,7,7,NA,TRUE
133439,1133439,PDT,PDT,camara,3,2021,50,49,0.98,TRUE
133439,1133439,PDT,PDT,camara,4,2019,1,1,NA,TRUE
133439,1133439,PDT,PDT,camara,4,2020,26,25,0.9615384615384616,TRUE
133439,1133439,PDT,PDT,camara,4,2021,34,34,1,TRUE
133439,1133439,PDT,PDT,camara,5,2019,18,17,0.9444444444444444,TRUE
133439,1133439,PDT,PDT,camara,5,2020,27,26,0.9629629629629629,TRUE
133439,1133439,PDT,PDT,camara,5,2021,82,82,1,TRUE
133439,1133439,PDT,PDT,camara,6,2019,3,3,NA,TRUE
133439,1133439,PDT,PDT,camara,6,2020,49,48,0.9795918367346939,TRUE
133439,1133439,PDT,PDT,camara,6,2021,52,50,0.9615384615384616,TRUE
133439,1133439,PDT,PDT,camara,7,2019,26,26,1,TRUE
133439,1133439,PDT,PDT,camara,7,2020,44,43,0.9772727272727273,TRUE
133439,1133439,PDT,PDT,camara,7,2021,14,14,1,TRUE
133439,1133439,PDT,PDT,camara,8,2019,35,30,0.8571428571428571,TRUE
133439,1133439,PDT,PDT,camara,8,2020,14,14,1,TRUE
133439,1133439,PDT,PDT,camara,8,2021,68,67,0.9852941176470589,TRUE
133439,1133439,PDT,PDT,camara,9,2019,23,23,1,TRUE
133439,1133439,PDT,PDT,camara,9,2020,11,11,1,TRUE
133439,1133439,PDT,PDT,camara,10,2019,13,12,0.9230769230769231,TRUE
133439,1133439,PDT,PDT,camara,11,2019,16,16,1,TRUE
133439,1133439,PDT,PDT,camara,11,2020,1,1,NA,TRUE
133439,1133439,PDT,PDT,camara,12,2019,21,16,0.7619047619047619,TRUE
133439,1133439,PDT,PDT,camara,12,2020,76,74,0.9736842105263158,TRUE
133810,1133810,PTB,PTB,camara,2,2019,0,0,NA,TRUE
133810,1133810,PTB,PTB,camara,2,2020,14,13,0.9285714285714286,TRUE
133810,1133810,PTB,PTB,camara,2,2021,17,17,1,TRUE
133810,1133810,PTB,PTB,camara,3,2019,0,0,NA,TRUE
133810,1133810,PTB,PTB,camara,3,2021,38,33,0.868421052631579,TRUE
133810,1133810,PTB,PTB,camara,4,2019,1,1,NA,TRUE
133810,1133810,PTB,PTB,camara,4,2020,25,23,0.92,TRUE
133810,1133810,PTB,PTB,camara,4,2021,26,26,1,TRUE
133810,1133810,PTB,PTB,camara,5,2019,45,41,0.9111111111111111,TRUE
133810,1133810,PTB,PTB,camara,5,2020,22,21,0.9545454545454546,TRUE
133810,1133810,PTB,PTB,camara,5,2021,65,61,0.9384615384615385,TRUE
133810,1133810,PTB,PTB,camara,6,2019,3,2,NA,TRUE
133810,1133810,PTB,PTB,camara,6,2020,47,47,1,TRUE
133810,1133810,PTB,PTB,camara,6,2021,45,44,0.9777777777777777,TRUE
133810,1133810,PTB,PTB,camara,7,2019,27,24,0.8888888888888888,TRUE
133810,1133810,PTB,PTB,camara,7,2020,33,32,0.9696969696969697,TRUE
133810,1133810,PTB,PTB,camara,7,2021,13,12,0.9230769230769231,TRUE
133810,1133810,PTB,PTB,camara,8,2019,39,38,0.9743589743589743,TRUE
133810,1133810,PTB,PTB,camara,8,2020,10,10,1,TRUE
133810,1133810,PTB,PTB,camara,8,2021,54,53,0.9814814814814815,TRUE
133810,1133810,PTB,PTB,camara,9,2019,27,19,0.7037037037037037,TRUE
133810,1133810,PTB,PTB,camara,9,2020,10,9,0.9,TRUE
133810,1133810,PTB,PTB,camara,10,2019,13,13,1,TRUE
133810,1133810,PTB,PTB,camara,11,2019,18,18,1,TRUE
133810,1133810,PTB,PTB,camara,12,2019,25,24,0.96,TRUE
133810,1133810,PTB,PTB,camara,12,2020,61,58,0.9508196721311475,TRUE
133968,1133968,PDT,PDT,camara,2,2019,8,6,NA,TRUE
133968,1133968,PDT,PDT,camara,2,2020,9,8,NA,TRUE
133968,1133968,PDT,PDT,camara,2,2021,25,25,1,TRUE
133968,1133968,PDT,PDT,camara,3,2019,9,9,NA,TRUE
133968,1133968,PDT,PDT,camara,3,2021,45,45,1,TRUE
133968,1133968,PDT,PDT,camara,4,2019,1,1,NA,TRUE
133968,1133968,PDT,PDT,camara,4,2020,16,16,1,TRUE
133968,1133968,PDT,PDT,camara,4,2021,31,31,1,TRUE
133968,1133968,PDT,PDT,camara,5,2019,12,9,0.75,TRUE
133968,1133968,PDT,PDT,camara,5,2020,24,19,0.7916666666666666,TRUE
133968,1133968,PDT,PDT,camara,5,2021,93,91,0.978494623655914,TRUE
133968,1133968,PDT,PDT,camara,6,2019,5,5,NA,TRUE
133968,1133968,PDT,PDT,camara,6,2020,31,30,0.967741935483871,TRUE
133968,1133968,PDT,PDT,camara,6,2021,51,47,0.9215686274509803,TRUE
133968,1133968,PDT,PDT,camara,7,2019,26,26,1,TRUE
133968,1133968,PDT,PDT,camara,7,2020,32,31,0.96875,TRUE
133968,1133968,PDT,PDT,camara,7,2021,17,17,1,TRUE
133968,1133968,PDT,PDT,camara,8,2019,31,28,0.9032258064516129,TRUE
133968,1133968,PDT,PDT,camara,8,2020,10,10,1,TRUE
133968,1133968,PDT,PDT,camara,8,2021,69,69,1,TRUE
133968,1133968,PDT,PDT,camara,9,2019,15,13,0.8666666666666667,TRUE
133968,1133968,PDT,PDT,camara,9,2020,7,7,NA,TRUE
133968,1133968,PDT,PDT,camara,10,2019,12,11,0.9166666666666666,TRUE
133968,1133968,PDT,PDT,camara,11,2019,15,14,0.9333333333333333,TRUE
133968,1133968,PDT,PDT,camara,11,2020,1,1,NA,TRUE
133968,1133968,PDT,PDT,camara,12,2019,21,18,0.8571428571428571,TRUE
133968,1133968,PDT,PDT,camara,12,2020,74,71,0.9594594594594594,TRUE
134812,1134812,PSOL,PSOL,camara,2,2019,17,17,1,TRUE
134812,1134812,PSOL,PSOL,camara,2,2020,11,10,0.9090909090909091,TRUE
134812,1134812,PSOL,PSOL,camara,3,2019,17,13,0.7647058823529411,TRUE
134812,1134812,PSOL,PSOL,camara,4,2019,2,2,NA,TRUE
134812,1134812,PSOL,PSOL,camara,4,2020,25,25,1,TRUE
134812,1134812,PSOL,PSOL,camara,5,2019,36,36,1,TRUE
134812,1134812,PSOL,PSOL,camara,5,2020,28,28,1,TRUE
134812,1134812,PSOL,PSOL,camara,6,2019,2,2,NA,TRUE
134812,1134812,PSOL,PSOL,camara,6,2020,43,43,1,TRUE
134812,1134812,PSOL,PSOL,camara,7,2019,26,26,1,TRUE
134812,1134812,PSOL,PSOL,camara,7,2020,35,35,1,TRUE
134812,1134812,PSOL,PSOL,camara,8,2019,35,29,0.8285714285714286,TRUE
134812,1134812,PSOL,PSOL,camara,8,2020,8,7,NA,TRUE
134812,1134812,PSOL,PSOL,camara,9,2019,21,19,0.9047619047619048,TRUE
134812,1134812,PSOL,PSOL,camara,9,2020,11,11,1,TRUE
134812,1134812,PSOL,PSOL,camara,10,2019,12,11,0.9166666666666666,TRUE
134812,1134812,PSOL,PSOL,camara,11,2019,20,20,1,TRUE
134812,1134812,PSOL,PSOL,camara,12,2019,20,19,0.95,TRUE
134812,1134812,PSOL,PSOL,camara,12,2020,44,43,0.9772727272727273,TRUE
135054,1135054,PL,PL,camara,2,2019,2,2,NA,TRUE
135054,1135054,PL,PL,camara,2,2020,19,18,0.9473684210526315,TRUE
135054,1135054,PL,PL,camara,2,2021,20,20,1,TRUE
135054,1135054,PL,PL,camara,3,2019,0,0,NA,TRUE
135054,1135054,PL,PL,camara,3,2021,41,41,1,TRUE
135054,1135054,PL,PL,camara,4,2019,2,2,NA,TRUE
135054,1135054,PL,PL,camara,4,2020,23,23,1,TRUE
135054,1135054,PL,PL,camara,4,2021,27,27,1,TRUE
135054,1135054,PL,PL,camara,5,2019,45,45,1,TRUE
135054,1135054,PL,PL,camara,5,2020,28,26,0.9285714285714286,TRUE
135054,1135054,PL,PL,camara,5,2021,82,80,0.975609756097561,TRUE
135054,1135054,PL,PL,camara,6,2019,6,4,NA,TRUE
135054,1135054,PL,PL,camara,6,2020,47,47,1,TRUE
135054,1135054,PL,PL,camara,6,2021,51,51,1,TRUE
135054,1135054,PL,PL,camara,7,2019,29,29,1,TRUE
135054,1135054,PL,PL,camara,7,2020,30,28,0.9333333333333333,TRUE
135054,1135054,PL,PL,camara,7,2021,9,9,NA,TRUE
135054,1135054,PL,PL,camara,8,2019,48,48,1,TRUE
135054,1135054,PL,PL,camara,8,2020,10,10,1,TRUE
135054,1135054,PL,PL,camara,8,2021,70,68,0.9714285714285714,TRUE
135054,1135054,PL,PL,camara,9,2019,23,23,1,TRUE
135054,1135054,PL,PL,camara,9,2020,9,9,NA,TRUE
135054,1135054,PL,PL,camara,10,2019,15,15,1,TRUE
135054,1135054,PL,PL,camara,11,2019,20,19,0.95,TRUE
135054,1135054,PL,PL,camara,11,2020,1,1,NA,TRUE
135054,1135054,PL,PL,camara,12,2019,13,13,1,TRUE
135054,1135054,PL,PL,camara,12,2020,60,58,0.9666666666666667,TRUE
136811,1136811,PP,PP,camara,2,2019,14,12,0.8571428571428571,TRUE
136811,1136811,PP,PP,camara,2,2020,16,15,0.9375,TRUE
136811,1136811,PP,PP,camara,2,2021,14,8,0.5714285714285714,TRUE
136811,1136811,PP,PP,camara,3,2019,13,13,1,TRUE
136811,1136811,PP,PP,camara,3,2021,47,42,0.8936170212765957,TRUE
136811,1136811,PP,PP,camara,4,2019,1,1,NA,TRUE
136811,1136811,PP,PP,camara,4,2020,27,25,0.9259259259259259,TRUE
136811,1136811,PP,PP,camara,4,2021,26,25,0.9615384615384616,TRUE
136811,1136811,PP,PP,camara,5,2019,40,39,0.975,TRUE
136811,1136811,PP,PP,camara,5,2020,27,26,0.9629629629629629,TRUE
136811,1136811,PP,PP,camara,5,2021,79,78,0.9873417721518988,TRUE
136811,1136811,PP,PP,camara,6,2019,6,6,NA,TRUE
136811,1136811,PP,PP,camara,6,2020,47,46,0.9787234042553191,TRUE
136811,1136811,PP,PP,camara,6,2021,18,18,1,TRUE
136811,1136811,PP,PP,camara,7,2019,27,26,0.9629629629629629,TRUE
136811,1136811,PP,PP,camara,7,2020,38,37,0.9736842105263158,TRUE
136811,1136811,PP,PP,camara,8,2019,45,45,1,TRUE
136811,1136811,PP,PP,camara,8,2020,12,11,0.9166666666666666,TRUE
136811,1136811,PP,PP,camara,9,2019,26,10,0.38461538461538464,TRUE
136811,1136811,PP,PP,camara,9,2020,8,8,NA,TRUE
136811,1136811,PP,PP,camara,10,2019,11,11,1,TRUE
136811,1136811,PP,PP,camara,11,2019,10,10,1,TRUE
136811,1136811,PP,PP,camara,11,2020,1,1,NA,TRUE
136811,1136811,PP,PP,camara,12,2019,18,16,0.8888888888888888,TRUE
136811,1136811,PP,PP,camara,12,2020,58,57,0.9827586206896551,TRUE
137070,1137070,PL,PL,camara,2,2019,2,2,NA,TRUE
137070,1137070,PL,PL,camara,2,2020,15,15,1,TRUE
137070,1137070,PL,PL,camara,2,2021,22,22,1,TRUE
137070,1137070,PL,PL,camara,3,2019,0,0,NA,TRUE
137070,1137070,PL,PL,camara,3,2021,46,45,0.9782608695652174,TRUE
137070,1137070,PL,PL,camara,4,2019,2,2,NA,TRUE
137070,1137070,PL,PL,camara,4,2020,23,23,1,TRUE
137070,1137070,PL,PL,camara,4,2021,34,34,1,TRUE
137070,1137070,PL,PL,camara,5,2019,15,15,1,TRUE
137070,1137070,PL,PL,camara,5,2020,28,27,0.9642857142857143,TRUE
137070,1137070,PL,PL,camara,5,2021,91,91,1,TRUE
137070,1137070,PL,PL,camara,6,2019,5,5,NA,TRUE
137070,1137070,PL,PL,camara,6,2020,47,47,1,TRUE
137070,1137070,PL,PL,camara,6,2021,50,50,1,TRUE
137070,1137070,PL,PL,camara,7,2019,27,27,1,TRUE
137070,1137070,PL,PL,camara,7,2020,29,28,0.9655172413793104,TRUE
137070,1137070,PL,PL,camara,7,2021,15,15,1,TRUE
137070,1137070,PL,PL,camara,8,2019,23,23,1,TRUE
137070,1137070,PL,PL,camara,8,2020,10,10,1,TRUE
137070,1137070,PL,PL,camara,8,2021,72,72,1,TRUE
137070,1137070,PL,PL,camara,9,2019,17,17,1,TRUE
137070,1137070,PL,PL,camara,9,2020,11,11,1,TRUE
137070,1137070,PL,PL,camara,10,2019,10,9,0.9,TRUE
137070,1137070,PL,PL,camara,11,2019,20,19,0.95,TRUE
137070,1137070,PL,PL,camara,11,2020,1,1,NA,TRUE
137070,1137070,PL,PL,camara,12,2019,17,17,1,TRUE
137070,1137070,PL,PL,camara,12,2020,71,70,0.9859154929577465,TRUE
139285,1139285,PSB,PSB,camara,2,2019,15,14,0.9333333333333333,TRUE
139285,1139285,PSB,PSB,camara,2,2020,9,9,NA,TRUE
139285,1139285,PSB,PSB,camara,2,2021,18,16,0.8888888888888888,TRUE
139285,1139285,PSB,PSB,camara,3,2019,4,4,NA,TRUE
139285,1139285,PSB,PSB,camara,3,2021,45,45,1,TRUE
139285,1139285,PSB,PSB,camara,4,2019,1,1,NA,TRUE
139285,1139285,PSB,PSB,camara,4,2020,25,25,1,TRUE
139285,1139285,PSB,PSB,camara,4,2021,29,26,0.896551724137931,TRUE
139285,1139285,PSB,PSB,camara,5,2019,32,32,1,TRUE
139285,1139285,PSB,PSB,camara,5,2020,27,27,1,TRUE
139285,1139285,PSB,PSB,camara,5,2021,89,86,0.9662921348314607,TRUE
139285,1139285,PSB,PSB,camara,6,2019,3,3,NA,TRUE
139285,1139285,PSB,PSB,camara,6,2020,48,48,1,TRUE
139285,1139285,PSB,PSB,camara,6,2021,41,39,0.9512195121951219,TRUE
139285,1139285,PSB,PSB,camara,7,2019,26,25,0.9615384615384616,TRUE
139285,1139285,PSB,PSB,camara,7,2020,38,35,0.9210526315789473,TRUE
139285,1139285,PSB,PSB,camara,7,2021,11,10,0.9090909090909091,TRUE
139285,1139285,PSB,PSB,camara,8,2019,36,36,1,TRUE
139285,1139285,PSB,PSB,camara,8,2020,12,12,1,TRUE
139285,1139285,PSB,PSB,camara,8,2021,65,64,0.9846153846153847,TRUE
139285,1139285,PSB,PSB,camara,9,2019,18,18,1,TRUE
139285,1139285,PSB,PSB,camara,9,2020,9,9,NA,TRUE
139285,1139285,PSB,PSB,camara,10,2019,5,5,NA,TRUE
139285,1139285,PSB,PSB,camara,11,2019,11,11,1,TRUE
139285,1139285,PSB,PSB,camara,11,2020,1,1,NA,TRUE
139285,1139285,PSB,PSB,camara,12,2019,12,12,1,TRUE
