id_parlamentar,id_parlamentar_parlametria,partido_disciplina,partido_atual,casa,mes,ano,votos_validos,num_seguiu,disciplina,bancada_suficiente
1249,21249,PDT,PP,senado,9,2019,0,0,NA,NA
1249,21249,PDT,PP,senado,10,2019,8,3,NA,NA
1249,21249,PDT,PP,senado,11,2019,1,1,NA,NA
1249,21249,PDT,PP,senado,12,2019,1,1,NA,NA
1249,21249,PP,PP,senado,2,2021,1,1,NA,TRUE
1249,21249,PP,PP,senado,3,2021,6,6,NA,TRUE
1249,21249,PP,PP,senado,4,2020,7,7,NA,TRUE
1249,21249,PP,PP,senado,4,2021,3,3,NA,TRUE
1249,21249,PP,PP,senado,5,2020,5,5,NA,TRUE
1249,21249,PP,PP,senado,5,2021,4,3,NA,TRUE
1249,21249,PP,PP,senado,6,2020,11,8,0.7272727272727273,TRUE
1249,21249,PP,PP,senado,6,2021,12,10,0.8333333333333334,TRUE
1249,21249,PP,PP,senado,7,2020,4,4,NA,TRUE
1249,21249,PP,PP,senado,7,2021,2,2,NA,TRUE
1249,21249,PP,PP,senado,8,2020,2,1,NA,TRUE
1249,21249,PP,PP,senado,8,2021,2,1,NA,TRUE
1249,21249,PP,PP,senado,9,2020,6,6,NA,TRUE
1249,21249,PP,PP,senado,11,2020,3,3,NA,TRUE
1249,21249,PP,PP,senado,12,2020,1,1,NA,TRUE
2331,22331,MDB,MDB,senado,2,2021,1,1,NA,TRUE
2331,22331,MDB,MDB,senado,3,2021,11,6,0.5454545454545454,TRUE
2331,22331,MDB,MDB,senado,4,2021,3,2,NA,TRUE
2331,22331,MDB,MDB,senado,5,2021,2,2,NA,TRUE
2331,22331,MDB,MDB,senado,6,2021,11,8,0.7272727272727273,TRUE
2331,22331,MDB,MDB,senado,7,2021,1,1,NA,TRUE
2331,22331,MDB,MDB,senado,8,2021,3,3,NA,TRUE
2331,22331,PODEMOS,MDB,senado,4,2019,2,1,NA,NA
2331,22331,PODEMOS,MDB,senado,4,2020,4,4,NA,NA
2331,22331,PODEMOS,MDB,senado,5,2020,4,3,NA,NA
2331,22331,PODEMOS,MDB,senado,6,2019,4,4,NA,NA
2331,22331,PODEMOS,MDB,senado,6,2020,12,8,0.6666666666666666,NA
2331,22331,PODEMOS,MDB,senado,7,2020,4,2,NA,NA
2331,22331,PODEMOS,MDB,senado,8,2019,1,1,NA,NA
2331,22331,PODEMOS,MDB,senado,8,2020,4,4,NA,NA
2331,22331,PODEMOS,MDB,senado,9,2019,0,0,NA,NA
2331,22331,PODEMOS,MDB,senado,9,2020,5,1,NA,NA
2331,22331,PODEMOS,MDB,senado,10,2019,3,3,NA,NA
2331,22331,PODEMOS,MDB,senado,11,2019,1,1,NA,NA
2331,22331,PODEMOS,MDB,senado,11,2020,5,4,NA,NA
2331,22331,PODEMOS,MDB,senado,12,2020,2,0,NA,NA
3361,23361,MDB,MDB,senado,4,2019,2,2,NA,TRUE
3361,23361,MDB,MDB,senado,4,2020,6,6,NA,TRUE
3361,23361,MDB,MDB,senado,5,2020,5,5,NA,TRUE
3361,23361,MDB,MDB,senado,6,2019,2,2,NA,TRUE
3361,23361,MDB,MDB,senado,6,2020,10,10,1,TRUE
3361,23361,MDB,MDB,senado,7,2020,3,3,NA,TRUE
3361,23361,MDB,MDB,senado,8,2019,0,0,NA,TRUE
3361,23361,MDB,MDB,senado,8,2020,4,4,NA,TRUE
3361,23361,MDB,MDB,senado,9,2019,1,0,NA,TRUE
3361,23361,MDB,MDB,senado,9,2020,6,6,NA,TRUE
3361,23361,MDB,MDB,senado,10,2019,8,8,NA,TRUE
3361,23361,MDB,MDB,senado,11,2019,2,2,NA,TRUE
3361,23361,MDB,MDB,senado,11,2020,4,4,NA,TRUE
3361,23361,MDB,MDB,senado,12,2019,1,1,NA,TRUE
3361,23361,MDB,MDB,senado,12,2020,0,0,NA,TRUE
3396,23396,PSDB,PSDB,senado,2,2021,1,1,NA,TRUE
3396,23396,PSDB,PSDB,senado,3,2021,11,10,0.9090909090909091,TRUE
3396,23396,PSDB,PSDB,senado,4,2019,1,1,NA,TRUE
3396,23396,PSDB,PSDB,senado,4,2020,7,7,NA,TRUE
3396,23396,PSDB,PSDB,senado,4,2021,3,3,NA,TRUE
3396,23396,PSDB,PSDB,senado,5,2020,5,5,NA,TRUE
3396,23396,PSDB,PSDB,senado,5,2021,4,2,NA,TRUE
3396,23396,PSDB,PSDB,senado,6,2019,3,3,NA,TRUE
3396,23396,PSDB,PSDB,senado,6,2020,11,8,0.7272727272727273,TRUE
3396,23396,PSDB,PSDB,senado,6,2021,13,8,0.6153846153846154,TRUE
3396,23396,PSDB,PSDB,senado,7,2020,4,4,NA,TRUE
3396,23396,PSDB,PSDB,senado,7,2021,2,2,NA,TRUE
3396,23396,PSDB,PSDB,senado,8,2019,1,1,NA,TRUE
3396,23396,PSDB,PSDB,senado,8,2020,4,4,NA,TRUE
3396,23396,PSDB,PSDB,senado,8,2021,3,3,NA,TRUE
