id_proposicao_leggo,num_tweets,interactions,created_at,username,interesse,sigla_camara,sigla_senado
27801502fe8b57eb8c5a318fcfe79d57,1,1,2019-08-21,depvalmir,socioambiental,PL 3715/2020,NA
27801502fe8b57eb8c5a318fcfe79d57,1,2,2019-08-21,eduardobismarck,socioambiental,PL 3715/2020,NA
27801502fe8b57eb8c5a318fcfe79d57,1,358,2019-08-21,fernandapsol,socioambiental,PL 3715/2020,NA
27801502fe8b57eb8c5a318fcfe79d57,1,2745,2019-08-22,biakicis,socioambiental,PL 3715/2020,NA
27801502fe8b57eb8c5a318fcfe79d57,1,3,2019-08-22,christinoaureo,socioambiental,PL 3715/2020,NA
27801502fe8b57eb8c5a318fcfe79d57,1,4,2019-08-22,delegadofreitas,socioambiental,PL 3715/2020,NA
27801502fe8b57eb8c5a318fcfe79d57,1,4,2019-08-22,depafonsohamm,socioambiental,PL 3715/2020,NA
27801502fe8b57eb8c5a318fcfe79d57,1,2,2019-08-22,depmarrecafilho,socioambiental,PL 3715/2020,NA
27801502fe8b57eb8c5a318fcfe79d57,1,3,2019-08-23,pinheirinhomg,socioambiental,PL 3715/2020,NA
27801502fe8b57eb8c5a318fcfe79d57,1,0,2019-08-25,schiavinato_,socioambiental,PL 3715/2020,NA
27801502fe8b57eb8c5a318fcfe79d57,1,385,2019-09-17,deppimentel,socioambiental,PL 3715/2020,NA
27801502fe8b57eb8c5a318fcfe79d57,1,14,2019-09-17,dep_santini,socioambiental,PL 3715/2020,NA
27801502fe8b57eb8c5a318fcfe79d57,1,4,2020-08-13,tvcamara,socioambiental,PL 3715/2020,NA
27801502fe8b57eb8c5a318fcfe79d57,1,10,2021-06-14,dep_padrejoao,socioambiental,PL 3715/2020,NA
27abca38445ce68e409791fd0c87194f,1,31,2020-10-28,camaradeputados,socioambiental,PL 5020/2020,NA
28a9ff8ecab1eed465c1d2355925ece4,1,13,2019-10-16,meciasdejesus,socioambiental,PDL 28/2020,NA
28a9ff8ecab1eed465c1d2355925ece4,1,12,2019-12-17,niltotatto,socioambiental,PDL 28/2020,NA
29ba69acda2c87d19951e328c32f07d8,1,35,2021-01-29,renatasouzario,socioambiental,PL 2601/2020,NA
2c2948aaea6692477f9ab661b6c8cf89,1,1,2019-05-20,luisa_canziani,socioambiental,NA,PEC 24/2020
2c2948aaea6692477f9ab661b6c8cf89,2,5,2019-07-18,luisa_canziani,socioambiental,NA,PEC 24/2020
2c2948aaea6692477f9ab661b6c8cf89,1,10,2019-08-21,luisa_canziani,socioambiental,NA,PEC 24/2020
2c2948aaea6692477f9ab661b6c8cf89,1,8,2019-08-27,luisa_canziani,socioambiental,NA,PEC 24/2020
2c2948aaea6692477f9ab661b6c8cf89,1,4,2019-08-28,luisa_canziani,socioambiental,NA,PEC 24/2020
2c2948aaea6692477f9ab661b6c8cf89,2,6,2019-09-04,luisa_canziani,socioambiental,NA,PEC 24/2020
