id_proposicao_leggo,num_tweets,interactions,created_at,username,interesse,sigla_camara,sigla_senado
2c2948aaea6692477f9ab661b6c8cf89,1,5,2019-09-12,luisa_canziani,socioambiental,NA,PEC 24/2020
2c2948aaea6692477f9ab661b6c8cf89,1,8,2019-09-14,luisa_canziani,socioambiental,NA,PEC 24/2020
2c2948aaea6692477f9ab661b6c8cf89,1,26,2019-09-18,alice_portugal,socioambiental,NA,PEC 24/2020
2c2948aaea6692477f9ab661b6c8cf89,1,7,2019-09-18,luisa_canziani,socioambiental,NA,PEC 24/2020
2c2948aaea6692477f9ab661b6c8cf89,1,714,2019-09-18,tabataamaralsp,socioambiental,NA,PEC 24/2020
2c2948aaea6692477f9ab661b6c8cf89,1,94,2019-09-23,tiagomitraud,socioambiental,NA,PEC 24/2020
2c2948aaea6692477f9ab661b6c8cf89,1,1,2019-09-24,luisa_canziani,socioambiental,NA,PEC 24/2020
2c2948aaea6692477f9ab661b6c8cf89,1,10,2019-09-25,margaretcoelho,socioambiental,NA,PEC 24/2020
2c2948aaea6692477f9ab661b6c8cf89,1,38,2019-10-01,alice_portugal,socioambiental,NA,PEC 24/2020
2c2948aaea6692477f9ab661b6c8cf89,1,432,2019-10-04,tabataamaralsp,socioambiental,NA,PEC 24/2020
2c2948aaea6692477f9ab661b6c8cf89,1,3,2019-10-15,luisa_canziani,socioambiental,NA,PEC 24/2020
2c2948aaea6692477f9ab661b6c8cf89,1,228,2019-10-15,tabataamaralsp,socioambiental,NA,PEC 24/2020
2c2948aaea6692477f9ab661b6c8cf89,1,431,2019-10-16,tabataamaralsp,socioambiental,NA,PEC 24/2020
2c2948aaea6692477f9ab661b6c8cf89,1,16,2019-10-31,heldersalomao,socioambiental,NA,PEC 24/2020
2c2948aaea6692477f9ab661b6c8cf89,1,31,2019-11-11,tabataamaralsp,socioambiental,NA,PEC 24/2020
2c2948aaea6692477f9ab661b6c8cf89,1,8,2020-01-08,luisa_canziani,socioambiental,NA,PEC 24/2020
2c2948aaea6692477f9ab661b6c8cf89,1,43,2020-01-13,tabataamaralsp,socioambiental,NA,PEC 24/2020
2d91f5e7e59961f0789f968aa0ec00ed,1,8,2019-05-02,senstyvenson,socioambiental,PL 553/2019,PL 553/2019
2d91f5e7e59961f0789f968aa0ec00ed,1,32,2019-10-16,senstyvenson,socioambiental,PL 553/2019,PL 553/2019
2d91f5e7e59961f0789f968aa0ec00ed,1,14,2019-10-17,senstyvenson,socioambiental,PL 553/2019,PL 553/2019
2d91f5e7e59961f0789f968aa0ec00ed,1,12,2019-12-12,senstyvenson,socioambiental,PL 553/2019,PL 553/2019
2ee550b3bcb3e794a5721059ba985ceb,1,33,2019-01-27,jfmargarida,socioambiental,PL 6299/2002,PLS 526/1999
2ee550b3bcb3e794a5721059ba985ceb,1,20,2019-09-16,camaradeputados,socioambiental,PL 6299/2002,PLS 526/1999
2ee550b3bcb3e794a5721059ba985ceb,1,2,2019-09-16,niltotatto,socioambiental,PL 6299/2002,PLS 526/1999
2ee550b3bcb3e794a5721059ba985ceb,1,53,2021-04-25,brasildefato,socioambiental,PL 6299/2002,PLS 526/1999
2ee550b3bcb3e794a5721059ba985ceb,1,4,2021-06-29,niltotatto,socioambiental,PL 6299/2002,PLS 526/1999
2ee550b3bcb3e794a5721059ba985ceb,1,12,2021-06-30,uczai,socioambiental,PL 6299/2002,PLS 526/1999
2ee550b3bcb3e794a5721059ba985ceb,1,42,2021-07-01,mst_oficial,socioambiental,PL 6299/2002,PLS 526/1999
2ee550b3bcb3e794a5721059ba985ceb,1,43,2021-07-02,mst_oficial,socioambiental,PL 6299/2002,PLS 526/1999
2ee550b3bcb3e794a5721059ba985ceb,1,290,2021-07-10,bob_fernandes,socioambiental,PL 6299/2002,PLS 526/1999
2f6322d2b49d4689d0e15f8a669bb6cd,1,45,2020-12-09,edugiraooficial,socioambiental,PL 5435/2005,NA
2f6322d2b49d4689d0e15f8a669bb6cd,1,998,2021-03-23,aureacarolinax,socioambiental,PL 5435/2005,NA
2f6322d2b49d4689d0e15f8a669bb6cd,1,2,2021-03-23,partidoverde,socioambiental,PL 5435/2005,NA
2f6322d2b49d4689d0e15f8a669bb6cd,1,8,2021-03-25,naokahlo,socioambiental,PL 5435/2005,NA
2f6322d2b49d4689d0e15f8a669bb6cd,1,42,2021-03-30,brasildefato,socioambiental,PL 5435/2005,NA
2f6322d2b49d4689d0e15f8a669bb6cd,1,39,2021-04-01,brasildefato,socioambiental,PL 5435/2005,NA
2f6322d2b49d4689d0e15f8a669bb6cd,1,4,2021-04-02,brasildefato,socioambiental,PL 5435/2005,NA
2f6322d2b49d4689d0e15f8a669bb6cd,1,82,2021-04-15,brasildefato,socioambiental,PL 5435/2005,NA
31ff798553e6f55cc2216d6c650fdd98,1,12,2021-04-29,biradopindare,socioambiental,PL 561/2019,NA
35100ca50591e9c71ad264301f47f1cb,1,42,2020-10-27,camaradeputados,socioambiental,PL 4927/2020,NA
35a3f5cde19057fe000df1c40f39e983,1,29,2021-02-23,denisbezerra,socioambiental,PL 50/2019,NA
35a3f5cde19057fe000df1c40f39e983,1,25,2021-03-01,denisbezerra,socioambiental,PL 50/2019,NA
35a3f5cde19057fe000df1c40f39e983,1,1,2021-03-14,denisbezerra,socioambiental,PL 50/2019,NA
35a3f5cde19057fe000df1c40f39e983,1,1,2021-03-18,denisbezerra,socioambiental,PL 50/2019,NA
374157e9d0f30d6d7b0387c9f21e32d8,1,69,2020-12-01,camaradeputados,socioambiental,PL 5119/2020,NA
375ef8c5e25da01d57a22f8a33fa4bb1,1,5,2020-03-25,joao_arruda,socioambiental,NA,PL 189/2020
39bc5bbea1cee37f2c3d9029e941e2a5,1,2,2020-09-17,irajasenador,socioambiental,NA,PL 4495/2020
39bc5bbea1cee37f2c3d9029e941e2a5,1,0,2021-04-29,irajasenador,socioambiental,NA,PL 4495/2020
39bc5bbea1cee37f2c3d9029e941e2a5,1,9,2021-05-10,irajasenador,socioambiental,NA,PL 4495/2020
3b6c1f21978309c1de3fc6d004e5f630,1,14,2019-06-05,fiscaldoibama,socioambiental,PL 2789/2019,NA
3bfaafe955bd8b932c3dd78156a32102,1,19,2020-04-16,guimaraes13pt,socioambiental,PL 821/2020,NA
3c2f9f105c5c31e598d6308c701775a8,1,20,2019-12-12,afonsoflorence‏,socioambiental,PL 4162/2020,NA
3c2f9f105c5c31e598d6308c701775a8,1,11578,2019-12-12,biakicis,socioambiental,PL 4162/2020,NA
3c2f9f105c5c31e598d6308c701775a8,1,4,2019-12-13,delegadofreitas,socioambiental,PL 4162/2020,NA
3c2f9f105c5c31e598d6308c701775a8,1,226,2020-05-18,sen_oriovisto,socioambiental,PL 4162/2020,NA
3c2f9f105c5c31e598d6308c701775a8,1,12,2020-06-02,niltotatto,socioambiental,PL 4162/2020,NA
3c2f9f105c5c31e598d6308c701775a8,1,3,2020-06-09,arnaldojardim,socioambiental,PL 4162/2020,NA
3c2f9f105c5c31e598d6308c701775a8,1,3,2020-06-22,tvsenado,socioambiental,PL 4162/2020,NA
3c2f9f105c5c31e598d6308c701775a8,1,126,2020-06-24,collor,socioambiental,PL 4162/2020,NA
3c2f9f105c5c31e598d6308c701775a8,2,14,2020-06-24,senadorarose,socioambiental,PL 4162/2020,NA
3c2f9f105c5c31e598d6308c701775a8,1,8,2020-07-08,afonsoflorence,socioambiental,PL 4162/2020,NA
3cf938620667a8727a512495ac499cac,1,13,2020-10-01,camaradeputados,socioambiental,PL 4595/2020,NA
40741e74575180b0387477d2c6d821ba,1,6,2019-07-30,senstyvenson,socioambiental,PL 3255/2020,NA
40ccf3c29d8d8c799dd114d48ab95c6b,1,1,2020-09-19,carloshbfavaro,socioambiental,PL 4629/2020,PL 4629/2020
40ccf3c29d8d8c799dd114d48ab95c6b,1,3,2020-09-24,carloshbfavaro,socioambiental,PL 4629/2020,PL 4629/2020
40ccf3c29d8d8c799dd114d48ab95c6b,1,0,2020-09-29,carloshbfavaro,socioambiental,PL 4629/2020,PL 4629/2020
40ccf3c29d8d8c799dd114d48ab95c6b,2,2,2020-09-30,carloshbfavaro,socioambiental,PL 4629/2020,PL 4629/2020
40ccf3c29d8d8c799dd114d48ab95c6b,1,1,2020-09-30,tvsenado,socioambiental,PL 4629/2020,PL 4629/2020
40ccf3c29d8d8c799dd114d48ab95c6b,2,1,2020-10-01,carloshbfavaro,socioambiental,PL 4629/2020,PL 4629/2020
40ccf3c29d8d8c799dd114d48ab95c6b,1,43,2020-10-01,senadofederal,socioambiental,PL 4629/2020,PL 4629/2020
40ccf3c29d8d8c799dd114d48ab95c6b,1,5,2020-10-01,senadorarose,socioambiental,PL 4629/2020,PL 4629/2020
40ccf3c29d8d8c799dd114d48ab95c6b,2,23,2020-10-01,tvsenado,socioambiental,PL 4629/2020,PL 4629/2020
40ccf3c29d8d8c799dd114d48ab95c6b,1,4,2020-10-02,tvsenado,socioambiental,PL 4629/2020,PL 4629/2020
40ccf3c29d8d8c799dd114d48ab95c6b,1,0,2020-10-19,carloshbfavaro,socioambiental,PL 4629/2020,PL 4629/2020
40ccf3c29d8d8c799dd114d48ab95c6b,1,5,2020-12-17,carloshbfavaro,socioambiental,PL 4629/2020,PL 4629/2020
40ccf3c29d8d8c799dd114d48ab95c6b,1,5,2021-05-20,carloshbfavaro,socioambiental,PL 4629/2020,PL 4629/2020
40f6bd930b777bfe979231fc48dded07,1,211,2020-12-19,luizaerundina,socioambiental,PDL 528/2020,NA
41cd86a52e2895248d2a15b71bca473d,1,1,2020-06-03,senadorarose,socioambiental,PL 2029/2007,NA
4253d0b8a56e0e13459e977eef55dce3,1,2,2021-01-19,partidoverde,socioambiental,PL 4906/2020,NA
434f77fd413d28c5c711f6d07a2cda8d,1,0,2020-05-07,senadorarose,socioambiental,PL 2069/2019,NA
4451e9ea4be1553feef081ebb745eacf,1,2,2019-10-02,depmarrecafilho,socioambiental,NA,PL 5170/2020
44e86d21ea623b627cd744f6cb8aede4,1,5079,2021-04-23,douglasgarcia,socioambiental,PL 707/2019,NA
461f84504dbf6376759ca5b65de173e6,1,12,2020-06-20,zemariogo,socioambiental,PL 3368/2020,NA
467e50ee465439697699737e87558cd0,1,4,2019-10-02,alceu_moreira,socioambiental,PL 366/2019,NA
467e50ee465439697699737e87558cd0,1,170,2020-08-31,marisa_lobo,socioambiental,PL 366/2019,NA
467e50ee465439697699737e87558cd0,1,3,2021-05-26,ricardonicolau,socioambiental,PL 366/2019,NA
480355ae3c783211d6b064ab5f2578c0,3,14,2020-07-08,tvsenado,socioambiental,PL 2510/2019,NA
480355ae3c783211d6b064ab5f2578c0,1,9,2020-07-09,zenaidern,socioambiental,PL 2510/2019,NA
480355ae3c783211d6b064ab5f2578c0,1,0,2020-07-30,zenaidern,socioambiental,PL 2510/2019,NA
480355ae3c783211d6b064ab5f2578c0,1,20,2021-05-05,deputadopeninha,socioambiental,PL 2510/2019,NA
4a91f3f4737fb9f4db42f27969469511,1,12,2019-04-03,felipecarreras,socioambiental,PL 1917/2015,NA
4a91f3f4737fb9f4db42f27969469511,2,53,2019-11-20,camaradeputados,socioambiental,PL 1917/2015,NA
4aa48de07ffa76e8eeed3a75c25034a3,1,55,2019-08-13,senadorheinze,socioambiental,NA,PL 3511/2019
4aa48de07ffa76e8eeed3a75c25034a3,1,20,2019-08-21,senadorheinze,socioambiental,NA,PL 3511/2019
4b69853c0c0f48dbb3ab7ea05f910e98,1,6,2019-12-07,camilopsb,socioambiental,PL 6286/2019,NA
4b69853c0c0f48dbb3ab7ea05f910e98,1,15,2020-04-17,camilopsb,socioambiental,PL 6286/2019,NA
4b69853c0c0f48dbb3ab7ea05f910e98,1,1,2020-05-18,camilopsb,socioambiental,PL 6286/2019,NA
4b69853c0c0f48dbb3ab7ea05f910e98,1,24,2020-05-19,camilopsb,socioambiental,PL 6286/2019,NA
4b69853c0c0f48dbb3ab7ea05f910e98,1,14,2020-08-21,camilopsb,socioambiental,PL 6286/2019,NA
4b69853c0c0f48dbb3ab7ea05f910e98,1,5,2021-04-28,camilopsb,socioambiental,PL 6286/2019,NA
4cb37fd8efe361ae0ce02cc17995070f,1,333,2021-04-01,henriquefontana,socioambiental,PL 948/2019,NA
4cb37fd8efe361ae0ce02cc17995070f,1,59,2021-04-06,aureacarolinax,socioambiental,PL 948/2019,NA
4cb37fd8efe361ae0ce02cc17995070f,1,1126,2021-04-06,guimaraes13pt,socioambiental,PL 948/2019,NA
4cb37fd8efe361ae0ce02cc17995070f,1,293,2021-04-06,ivanvalente,socioambiental,PL 948/2019,NA
4cb37fd8efe361ae0ce02cc17995070f,1,50,2021-04-06,joicehasselmann,socioambiental,PL 948/2019,NA
4cb37fd8efe361ae0ce02cc17995070f,1,795,2021-04-06,mariadorosario,socioambiental,PL 948/2019,NA
4cb37fd8efe361ae0ce02cc17995070f,1,41,2021-04-06,reginaldolopes,socioambiental,PL 948/2019,NA
4cb37fd8efe361ae0ce02cc17995070f,1,1720,2021-04-06,samiabomfim,socioambiental,PL 948/2019,NA
4cb37fd8efe361ae0ce02cc17995070f,1,340,2021-04-06,taliriapetrone,socioambiental,PL 948/2019,NA
4cb37fd8efe361ae0ce02cc17995070f,3,407,2021-04-07,alencarbraga13,socioambiental,PL 948/2019,NA
4cb37fd8efe361ae0ce02cc17995070f,1,1173,2021-04-07,capitaoderrite,socioambiental,PL 948/2019,NA
4cb37fd8efe361ae0ce02cc17995070f,1,20,2021-04-07,deppauloguedes,socioambiental,PL 948/2019,NA
4cb37fd8efe361ae0ce02cc17995070f,1,667,2021-04-07,ivanvalente,socioambiental,PL 948/2019,NA
4cb37fd8efe361ae0ce02cc17995070f,1,132,2021-04-07,joeniawapichana,socioambiental,PL 948/2019,NA
4cb37fd8efe361ae0ce02cc17995070f,9,15928,2021-04-07,_makavelijones,socioambiental,PL 948/2019,NA
4cb37fd8efe361ae0ce02cc17995070f,1,140,2021-04-07,natbonavides,socioambiental,PL 948/2019,NA
4cb37fd8efe361ae0ce02cc17995070f,1,2010,2021-04-07,padilhando,socioambiental,PL 948/2019,NA
4cb37fd8efe361ae0ce02cc17995070f,1,625,2021-04-07,tabataamaralsp,socioambiental,PL 948/2019,NA
4cb37fd8efe361ae0ce02cc17995070f,2,1606,2021-04-07,taliriapetrone,socioambiental,PL 948/2019,NA
4cb37fd8efe361ae0ce02cc17995070f,7,11879,2021-04-07,thomasvconti,socioambiental,PL 948/2019,NA
4cb37fd8efe361ae0ce02cc17995070f,1,398,2021-04-07,zeca_dirceu,socioambiental,PL 948/2019,NA
4cb37fd8efe361ae0ce02cc17995070f,1,360,2021-04-08,thomasvconti,socioambiental,PL 948/2019,NA
4cb37fd8efe361ae0ce02cc17995070f,1,2,2021-04-08,tvsenado,socioambiental,PL 948/2019,NA
4d2c05b3cede85103ac07b2fa5550b9c,1,30,2019-09-06,gilsonmarques30,socioambiental,PL 4902/2020,NA
4fac10e0bbf78781c20ae5cb52a9a984,1,7,2019-03-15,niltotatto,socioambiental,PL 1486/2019,NA
52df375960b57d141d4a616d1b76e93e,1,6,2019-06-26,robertodelucena,socioambiental,PL 383/2011,NA
52df375960b57d141d4a616d1b76e93e,1,2,2019-11-19,leiladovolei,socioambiental,PL 383/2011,NA
52df375960b57d141d4a616d1b76e93e,1,13,2019-11-21,leiladovolei,socioambiental,PL 383/2011,NA
5327cd6bb373fbd4e8196d06a7f06bb7,1,6,2019-01-19,diegogarciapr,socioambiental,PL 3231/2019,NA
53ab56c3b4b26d88b7b4ac15ce70129a,2,7,2021-02-23,tvsenado,socioambiental,PL 534/2020,NA
53ab56c3b4b26d88b7b4ac15ce70129a,1,4,2021-02-24,tvsenado,socioambiental,PL 534/2020,NA
53ab56c3b4b26d88b7b4ac15ce70129a,1,7,2021-02-25,carloshbfavaro,socioambiental,PL 534/2020,NA
53ab56c3b4b26d88b7b4ac15ce70129a,2,7,2021-02-25,tvsenado,socioambiental,PL 534/2020,NA
53ab56c3b4b26d88b7b4ac15ce70129a,1,67,2021-03-02,marceloramosam,socioambiental,PL 534/2020,NA
53ab56c3b4b26d88b7b4ac15ce70129a,1,6,2021-03-02,tvsenado,socioambiental,PL 534/2020,NA
53ab56c3b4b26d88b7b4ac15ce70129a,1,27,2021-03-03,merlongsolano,socioambiental,PL 534/2020,NA
53ab56c3b4b26d88b7b4ac15ce70129a,1,1,2021-03-04,tvsenado,socioambiental,PL 534/2020,NA
53ab56c3b4b26d88b7b4ac15ce70129a,2,84,2021-03-10,tvsenado,socioambiental,PL 534/2020,NA
53ab56c3b4b26d88b7b4ac15ce70129a,4,61,2021-03-11,tvsenado,socioambiental,PL 534/2020,NA
53ab56c3b4b26d88b7b4ac15ce70129a,1,35,2021-05-12,tvsenado,socioambiental,PL 534/2020,NA
5423bd8b1679b30a1b30e752d2e47602,1,3,2019-07-10,solidariedadebr,socioambiental,PL 2226/2019,NA
5468c821a1e3b3d93f48543242248475,1,19,2019-06-25,depsostenes,socioambiental,NA,PL 2639/2020
5468c821a1e3b3d93f48543242248475,1,25,2019-10-22,depsostenes,socioambiental,NA,PL 2639/2020
5468c821a1e3b3d93f48543242248475,1,69,2020-01-14,depsostenes,socioambiental,NA,PL 2639/2020
5468c821a1e3b3d93f48543242248475,1,93,2020-06-02,depsostenes,socioambiental,NA,PL 2639/2020
546a5b42da946d846c760f4c12de5316,1,78,2021-01-02,guimaraes13pt,socioambiental,PDL 721/2019,NA
56acb1439d22956944d381fee1084de6,1,48,2020-06-25,fabiojuniorup,socioambiental,PL 4261/2019,NA
57fbdab47ccd4833335158287f22a7de,1,70,2019-12-05,romarioonze,socioambiental,PL 5094/2020,NA
57fbdab47ccd4833335158287f22a7de,1,19,2020-11-11,camaradeputados,socioambiental,PL 5094/2020,NA
582c54768cf6ec22e5f4a24b6cb56ab3,1,18,2019-09-05,senstyvenson,socioambiental,PL 3980/2020,NA
582c54768cf6ec22e5f4a24b6cb56ab3,1,37,2019-09-07,senstyvenson,socioambiental,PL 3980/2020,NA
5a4a116465040efd1246bf4612a8e02e,2,125,2019-08-14,contaratosenado,socioambiental,NA,PEC 13/2019
5a4a116465040efd1246bf4612a8e02e,1,74,2019-08-15,senadofederal,socioambiental,NA,PEC 13/2019
5a4a116465040efd1246bf4612a8e02e,1,0,2019-10-15,alvarodias_,socioambiental,NA,PEC 13/2019
5a4a116465040efd1246bf4612a8e02e,1,428,2019-10-22,alvarodias_,socioambiental,NA,PEC 13/2019
5a4a116465040efd1246bf4612a8e02e,1,10,2019-12-02,pliniovalerio45,socioambiental,NA,PEC 13/2019
5a4a116465040efd1246bf4612a8e02e,1,11,2019-12-03,psdboficial,socioambiental,NA,PEC 13/2019
5a4a116465040efd1246bf4612a8e02e,1,93,2020-01-31,senadofederal,socioambiental,NA,PEC 13/2019
5b383a40703b786a7f8ecb47cff02477,1,1,2019-03-15,charllesevg,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,2,2019-06-12,depdarcidematos,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,15,2019-11-26,celiostudart,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,16,2019-11-27,camaradeputados,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,5,2019-12-17,afonsoflorence,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,39,2019-12-17,eduardobraide,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,4,2019-12-17,eliasvazgyn,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,9,2019-12-17,robertodelucena,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,9,2019-12-18,eduardobraide,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,554,2019-12-18,professorigor,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,15,2019-12-18,rafaelmottarn,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,13,2020-05-28,eduardobraide,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,3,2020-07-09,gervasiomaia,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,260,2020-09-03,senadofederal,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,90,2020-09-08,alvarodias_,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,97,2020-09-08,contaratosenado,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,21,2020-09-08,depjpassarinho,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,17,2020-09-08,elmanoferrer,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,6,2020-09-08,juliocesarrib,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,221,2020-09-09,anastasia,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,4,2020-09-09,confuciomoura,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,17,2020-09-09,depcelsosabino,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,21,2020-09-09,deprosanavalle,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,8,2020-09-09,deputadamariana,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,123,2020-09-09,dfdanielfreitas,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,4,49,2020-09-09,eduardobraga_am,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,37,2020-09-09,edugiraooficial,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,22,2020-09-09,eliasvazgyn,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,20,2020-09-09,elizianegama,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,11,2020-09-09,elmanoferrer,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,27,2020-09-09,jorginhomello,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,23,2020-09-09,leiladovolei,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,2,675,2020-09-09,majorolimpio,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,2,1392,2020-09-09,senadofederal,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,8,2020-09-09,sen_wellington,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,2,14,2020-09-09,sorayasantos,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,25,2020-09-09,soudaniella111,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,5,486,2020-09-09,tvsenado,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,35,2020-09-09,vanderlan_vc,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,139,2020-09-09,venezianovital,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,4,2020-09-10,10ronaldomartin,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,38,2020-09-10,angelocoronel_,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,32,2020-09-10,carlosaviana,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,9,2020-09-10,carloshbfavaro,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,7,2020-09-10,gervasiomaia,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,12,2020-09-10,juliocesarrib,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,2,684,2020-09-10,majorolimpio,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,401,2020-09-10,marcofeliciano,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,64,2020-09-10,renato_battista,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,334,2020-09-10,toniettochris,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,58,2020-09-10,venezianovital,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,11,2020-09-10,zenaidern,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,4,2020-09-11,christinoaureo,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,2,185,2020-09-11,majorolimpio,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,13,2020-09-16,aruthcao,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,1,2020-09-16,deputadamariana,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,89,2020-09-17,majorolimpio,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,136,2020-09-18,majorolimpio,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,11,2020-09-19,juliocesarrib,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,63,2020-09-19,majorolimpio,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,2,366,2020-09-20,majorolimpio,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,480,2020-09-26,majorolimpio,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,352,2020-09-27,majorolimpio,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,145,2020-09-28,majorolimpio,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,4,2020-09-29,gervasiomaia,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,73,2020-09-29,leiladovolei,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,2,803,2020-09-29,majorolimpio,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,1019,2020-09-29,planalto,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,50,2020-09-29,poder360,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,3253,2020-09-29,senadofederal,socioambiental,PL 1095/2019,PL 1095/2019
5b383a40703b786a7f8ecb47cff02477,1,10,2020-09-30,izalcilucas,socioambiental,PL 1095/2019,PL 1095/2019
