Relacionada com Meio Ambiente ou Clima?,Pos/Neg/Neutro para o ambientalismo,proposicao,sigla_tipo,numero,ano,ementa,id,casa,tema,autor,link
Não,,PRS 25/2020,PRS,25,2020,"Disciplina o tratamento a ser dispensado às operações realizadas de acordo com os §§ 1º, 2º e 3º do art. 65 da Lei Complementar nº 101, de 4 de maio de 2000, e art. 4º da Lei Complementar nº 173, de 27 de maio de 2020, no que tange às contratações dessas operações e às concessões de garantia pela União previstas nas Resoluções do Senado Federal nº 40 e nº 43, de 2001, e nº 48, de 2007.",142512,senado,Nao especificado,Omar Aziz PSD / AM,https://www25.senado.leg.br/web/atividade/materias/-/materia/142512
Não,,PRS 26/2019,PRS,26,2019,"Altera a Resolução do Senado Federal nº 93, de 1970 – Regimento Interno do Senado Federal, para determinar a criação do Colégio de Líderes.",135819,senado,Nao especificado,Eliziane Gama CIDADANIA / MA,https://www25.senado.leg.br/web/atividade/materias/-/materia/135819
Não,,PRS 26/2020,PRS,26,2020,Altera o Regimento Interno do Senado Federal para dispor sobre pedidos de informações de finanças públicas para subsidiar avaliações de impacto orçamentário e financeiro de proposições legislativas.,143034,senado,Nao especificado,Wellington Fagundes PL / MT,https://www25.senado.leg.br/web/atividade/materias/-/materia/143034
Não,,PDL 27/2019,PDL,27,2019,"Susta o art. 1º do Decreto nº 9.690, de 23 de janeiro de 2019, que altera os §§ 1º a 4º do art. 30 do Decreto nº 7.724, de 16 de maio de 2012, que regulamenta a Lei nº 12.527, de 18 de novembro de 2011 - Lei de Acesso à Informação.",135177,senado,Nao especificado,Rogério Carvalho PT / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/135177
Não,,PRS 27/2020,PRS,27,2020,Modifica a denominação da Ala Senador Filinto Müller para Ala Senador Papaléo Paes.,143053,senado,Nao especificado,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/143053
Não,,PRS 28/2019,PRS,28,2019,"Altera os arts. 224, 225 e 227 do Regimento Interno do Senado Federal para permitir que as indicações possam conter sugestão a outro Poder.",135916,senado,Nao especificado,Izalci Lucas PSDB / DF,https://www25.senado.leg.br/web/atividade/materias/-/materia/135916
Não,,PRS 28/2020,PRS,28,2020,"Autoriza o Município de Curitiba, no Estado do Paraná, a contratar operação de crédito externo, com garantia da República Federativa do Brasil, junto ao Banco Interamericano de Desenvolvimento (BID), no valor de até US$ 106.700.000,00 (cento e seis milhões e setecentos mil dólares dos Estados Unidos da América).",143203,senado,Nao especificado,Oriovisto Guimarães PODEMOS / PR,https://www25.senado.leg.br/web/atividade/materias/-/materia/143203
Não,,PRS 29/2019,PRS,29,2019,"Altera o Regimento Interno do Senado Federal, para fixar o horário de reuniões da Comissão Senado do Futuro e para atribuir competência à mesma Comissão para examinar projetos que visem à alteração desse diploma legal e do Regulamento Administrativo do Senado Federal e para avaliar e propor inovações em tecnologia e informática para a Casa.",135957,senado,Nao especificado,Mecias de Jesus REPUBLICANOS / RR e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/135957
Não,,PRS 29/2020,PRS,29,2020,"Autoriza o Município de Curitiba, situado no Estado do Paraná, a contratar operação de crédito externo, com garantia da República Federativa do Brasil, junto à Agência Francesa de Desenvolvimento (AFD), no valor de até € 38.141.124,00 (trinta e oito milhões, cento e quarenta e um mil e cento e vinte e quatro euros).",143202,senado,Nao especificado,Oriovisto Guimarães PODEMOS / PR,https://www25.senado.leg.br/web/atividade/materias/-/materia/143202
Não,,PRS 30/2019,PRS,30,2019,Cria a Frente Parlamentar em Defesa das Políticas Públicas de Juventude,136086,senado,Nao especificado,Irajá PSD / TO,https://www25.senado.leg.br/web/atividade/materias/-/materia/136086
Não,,PRS 30/2020,PRS,30,2020,Institui o Grupo Parlamentar Brasil-OCDE de Segurança e Combate à Corrupção e à Lavagem de Dinheiro.,143397,senado,Nao especificado,Marcos do Val PODEMOS / ES,https://www25.senado.leg.br/web/atividade/materias/-/materia/143397
Não,,PRS 31/2019,PRS,31,2019,"Dispõe sobre medidas de economia administrativa e financeira no Senado Federal, altera o Regulamento Administrativo do Senado Federal e o Regimento Interno do Senado Federal, e dá outras providências.",136082,senado,Nao especificado,Lasier Martins PODEMOS / RS,https://www25.senado.leg.br/web/atividade/materias/-/materia/136082
Não,,PRS 31/2020,PRS,31,2020,Institui o Diploma Lanceiras e Lanceiros Negros.,143594,senado,Nao especificado,Paulo Paim PT / RS,https://www25.senado.leg.br/web/atividade/materias/-/materia/143594
Não,,PRS 32/2019,PRS,32,2019,Institui a Frente Parlamentar do Matopiba.,136137,senado,Nao especificado,Roberto Rocha PSDB / MA,https://www25.senado.leg.br/web/atividade/materias/-/materia/136137
Não,,PRS 32/2020,PRS,32,2020,"Suspende a execução do art. 18, caput e § 3º, da Lei nº 12.101, de 27 de novembro de 2009, com a redação atualizada até a Lei nº 12.868, de 2013, nos termos do art. 52, inciso X, da Constituição Federal,",143596,senado,Nao especificado,Mara Gabrilli PSDB / SP,https://www25.senado.leg.br/web/atividade/materias/-/materia/143596
Não,,PRS 33/2019,PRS,33,2019,"Altera a Resolução n° 22, de 11 de maio de 2016, para obrigar a substituição de garantias caucionadas.",136158,senado,Nao especificado,Otto Alencar PSD / BA,https://www25.senado.leg.br/web/atividade/materias/-/materia/136158
Não,,PRS 33/2020,PRS,33,2020,Institui o Diploma Segurança Cidadã e dá outras providências.,143640,senado,Nao especificado,Rogério Carvalho PT / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/143640
Não,,PRS 34/2019,PRS,34,2019,Institui o Grupo Parlamentar Brasil – Israel.,136269,senado,Nao especificado,Chico Rodrigues DEM / RR,https://www25.senado.leg.br/web/atividade/materias/-/materia/136269
Não,,PRS 35/2019,PRS,35,2019,"Dispõe sobre a contratação de serviços pelo Senado Federal, com fundamento no art. 2º e art. 52, XIII, da Constituição Federal.",136272,senado,Nao especificado,Comissão Diretora do Senado Federal,https://www25.senado.leg.br/web/atividade/materias/-/materia/136272
Não,,PDL 35/2020,PDL,35,2020,"Susta a Portaria nº 2.979, de 12 de novembro de 2019, que revogou as normativas que definem os parâmetros e custeio do Núcleo Ampliado de Saúde da Família e Atenção Básica (NASF-AB)",140616,senado,Nao especificado,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/140616
Não,,PRS 36/2019,PRS,36,2019,Estabelece regras gerais sobre a participação do cidadão nas proposições legislativas em trâmite no Senado Federal.,136392,senado,Nao especificado,Jorge Kajuru PSB / GO,https://www25.senado.leg.br/web/atividade/materias/-/materia/136392
Não,,PDL 36/2020,PDL,36,2020,"Susta o Decreto Presidencial nº 10.224, de 5 de fevereiro de 2020, que Regulamenta a Lei nº 7.797, de 10 de julho de 1989, que cria o Fundo Nacional do Meio Ambiente.",140618,senado,Nao especificado,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/140618
Não,,PDL 37/2020,PDL,37,2020,"Susta o Decreto nº 10.224, de 5 de fevereiro de 2020, que revoga o Decreto nº 3.524, de 26 de junho de 2000 e o Decreto nº 6.985, de 20 de outubro de 2009, que regulamenta a Lei nº 7.797, de 10 de julho de 1989, que cria o Fundo Nacional do Meio Ambiente.",140619,senado,Nao especificado,Rogério Carvalho PT / SE e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/140619
Não,,PRS 38/2019,PRS,38,2019,"Institui, no âmbito do Senado Federal, a Frente Parlamentar de Defesa das Fronteiras Brasileiras.",136504,senado,Nao especificado,Jayme Campos DEM / MT,https://www25.senado.leg.br/web/atividade/materias/-/materia/136504
Não,,PDL 39/2019,PDL,39,2019,"Susta, nos termos do inciso V do art. 49 da Constituição Federal, os efeitos do Decreto nº 9.690, de 23 de janeiro de 2019, que altera o Decreto nº 7.724, de 16 de maio de 2012, que regulamenta a Lei nº 12.527, de 18 de novembro de 2011 - Lei de Acesso à Informação.",135348,senado,Nao especificado,Fabiano Contarato REDE / ES,https://www25.senado.leg.br/web/atividade/materias/-/materia/135348
Não,,PRS 39/2019,PRS,39,2019,Cria o Grupo Parlamentar Brasil-Mercosul-Aliança do Pacífico.,136538,senado,Nao especificado,Nelsinho Trad PSD / MS,https://www25.senado.leg.br/web/atividade/materias/-/materia/136538
Não,,PRS 40/2019,PRS,40,2019,Cria a Frente Parlamentar Mista em defesa dos mototaxistas e motofretistas,136575,senado,Nao especificado,Zequinha Marinho PSC / PA,https://www25.senado.leg.br/web/atividade/materias/-/materia/136575
Não,,PDL 40/2020,PDL,40,2020,"Susta, nos termos do art. 49, V, da Constituição Federal, o Decreto nº 10.206, de 20 de janeiro de 2020, do Presidente da República, que “Dispõe sobre a qualificação do Serviço Federal de Processamento de Dados no âmbito do Programa de Parcerias de Investimentos da Presidência da República e sobre a sua inclusão no Programa Nacional de Desestatização”.",140631,senado,Nao especificado,Veneziano Vital do Rêgo PSB / PB,https://www25.senado.leg.br/web/atividade/materias/-/materia/140631
Não,,PRS 42/2019,PRS,42,2019,"Autoriza o Município de Fortaleza (CE) a contratar operação de crédito externo, com garantia da República Federativa do Brasil, com a Corporação Andina de Fomento (CAF), no valor de até US$ 150.000.000,00 (cento e cinquenta milhões de dólares dos Estados Unidos da América).",136597,senado,Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/136597
Não,,PRS 43/2019,PRS,43,2019,"Dispõe sobre a publicação anual dos valores monetários disponibilizados para o exercício do mandato de cada Senador, dos valores efetivamente utilizados e dos valores economizados.",136590,senado,Nao especificado,Styvenson Valentim PODEMOS / RN,https://www25.senado.leg.br/web/atividade/materias/-/materia/136590
Não,,PRS 44/2019,PRS,44,2019,Institui o Grupo Parlamentar Brasil – Israel.,136691,senado,Nao especificado,Roberto Rocha PSDB / MA e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/136691
Não,,PRS 45/2019,PRS,45,2019,Denomina o espaço do Restaurante dos Senadores como “Restaurante Senador Carlos Wilson “.,136722,senado,Nao especificado,Humberto Costa PT / PE,https://www25.senado.leg.br/web/atividade/materias/-/materia/136722
Não,,PRS 46/2019,PRS,46,2019,"Dispõe sobre o limite global da dívida consolidada da União, bem como altera a Resolução nº 40, de 2001, para dispor sobre o limite global da dívida pública consolidada dos Estados e do Distrito Federal.",136749,senado,Nao especificado,Alvaro Dias PODEMOS / PR,https://www25.senado.leg.br/web/atividade/materias/-/materia/136749
Não,,PDL 47/2019,PDL,47,2019,"Susta o Decreto nº 9.546, de 30 de outubro de 2018, que “Altera o Decreto nº 9.508, de 24 de setembro de 2018, para excluir a previsão de adaptação das provas físicas para candidatos com deficiência e estabelecer que o critério de aprovação dessas provas poderá seguir os mesmos critérios aplicados aos demais candidatos”",135497,senado,Nao especificado,Mara Gabrilli PSDB / SP,https://www25.senado.leg.br/web/atividade/materias/-/materia/135497
Não,,PRS 47/2019,PRS,47,2019,"Institui, no âmbito do Senado Federal, a Comenda Cora Coralina, destinada a homenagear escritores, escritoras, e artistas de destaque na área de cultura.",136781,senado,Nao especificado,Rose de Freitas PODEMOS / ES,https://www25.senado.leg.br/web/atividade/materias/-/materia/136781
Não,,PRS 48/2019,PRS,48,2019,Institui a Frente Parlamentar dos Senadores dos Estados do Norte e do Nordeste.,136896,senado,Nao especificado,Rogério Carvalho PT / SE e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/136896
Não,,PRS 50/2019,PRS,50,2019,Dispõe sobre a formalização e funcionamento dos grupos parlamentares internacionais e das frentes parlamentares no âmbito do Senado Federal.,136960,senado,Nao especificado,Eduardo Braga MDB / AM,https://www25.senado.leg.br/web/atividade/materias/-/materia/136960
Não,,PRS 51/2019,PRS,51,2019,Institui o Grupo Parlamentar Brasil-Panamá e dá outras providências.,137001,senado,Nao especificado,Antonio Anastasia PSDB / MG,https://www25.senado.leg.br/web/atividade/materias/-/materia/137001
Não,,PRS 53/2019,PRS,53,2019,Cria a Frente Parlamentar Mista em defesa da Logística da Região Norte,137076,senado,Nao especificado,Zequinha Marinho PSC / PA,https://www25.senado.leg.br/web/atividade/materias/-/materia/137076
Não,,PDL 53/2020,PDL,53,2020,"Susta o art. 8º Decreto nº 10.229, de 5 de fevereiro de 2020, que regulamenta o direito de desenvolver, executar, operar ou comercializar produto ou serviço em desacordo com a norma técnica desatualizada de que trata o inciso VI do caput do art. 3º da Lei nº 13.874, de 20 de setembro de 2019.",140713,senado,Nao especificado,Rogério Carvalho PT / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/140713
Não,,PDL 54/2020,PDL,54,2020,"Susta o art. 6º do Decreto nº 10.178, de 18 de dezembro de 2019, que regulamenta dispositivos da Lei nº 13.874, de 20 de setembro de 2019, para dispor sobre os critérios e os procedimentos para a classificação de risco de atividade econômica e para fixar o prazo para aprovação tácita e altera o Decreto nº 9.094, de 17 de julho de 2017, para incluir elementos na Carta de Serviços ao Usuário.",140714,senado,Nao especificado,Rogério Carvalho PT / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/140714
Não,,PRS 55/2019,PRS,55,2019,Institui o Grupo Parlamentar Brasil-Coréia do Sul e dá outras providências.,137258,senado,Nao especificado,Antonio Anastasia PSDB / MG,https://www25.senado.leg.br/web/atividade/materias/-/materia/137258
Não,,PDL 55/2020,PDL,55,2020,"Susta os efeitos do Decreto nº 9.188, de 1º de novembro de 2017, que estabelece regras de governança, transparência e boas práticas de mercado para a adoção de regime especial de desinvestimento de ativos pelas sociedades de economia mista federais.",140734,senado,Nao especificado,Rogério Carvalho PT / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/140734
Não,,PRS 56/2019,PRS,56,2019,Cria a Instituição Independente de Acompanhamento das Mídias Sociais no âmbito do Senado Federal.,137260,senado,Nao especificado,Humberto Costa PT / PE,https://www25.senado.leg.br/web/atividade/materias/-/materia/137260
Não,,PDL 56/2020,PDL,56,2020,"Susta a Resolução da Diretoria Colegiada nº 304, de 17 de setembro de 2019, da Agência Nacional de Vigilância Sanitária, que dispõe sobre as Boas Práticas de Distribuição, Armazenagem e de Transporte de Medicamentos.",140735,senado,Nao especificado,Wellington Fagundes PL / MT,https://www25.senado.leg.br/web/atividade/materias/-/materia/140735
Não,,PRS 57/2019,PRS,57,2019,"Estabelece alíquota máxima para o Imposto sobre Transmissão Causa Mortis e Doação, de que trata o inciso I do caput, e inciso IV do § 1º do art. 155 da Constituição Federal.",137288,senado,Nao especificado,Cid Gomes PDT / CE,https://www25.senado.leg.br/web/atividade/materias/-/materia/137288
Não,,PRS 58/2019,PRS,58,2019,"Altera o Regimento Interno do Senado Federal, para dispor sobre a convocação do Ministro de Estado da Educação para, anualmente, prestar contas sobre o atingimento das metas do Plano Nacional de Educação na Comissão de Educação, Cultura e Esportes.",137289,senado,Nao especificado,Kátia Abreu PDT / TO,https://www25.senado.leg.br/web/atividade/materias/-/materia/137289
Não,,PRS 59/2019,PRS,59,2019,Institui o Prêmio Rui Barbosa.,137339,senado,Nao especificado,Maria do Carmo Alves DEM / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/137339
Não,,PDL 59/2020,PDL,59,2020,"Susta o Decreto nº 10.235, de 11 de fevereiro de 2020, que altera o Decreto nº 4.703, de 21 de maio de 2003, que dispõe sobre o Programa Nacional da Diversidade Biológica - PRONABIO e a Comissão Nacional da Biodiversidade e revoga o caput, inciso III, alíneas “a” a “e” do inciso X, incisos XII, XV, XVII do art. 6º e incisos VI a XX do caput do art. 7º do Decreto nº 4.703/2003.",140754,senado,Nao especificado,Rogério Carvalho PT / SE e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/140754
Não,,PRS 60/2019,PRS,60,2019,"Autoriza o Estado de Pernambuco a contratar operação de crédito externo, com garantia da República Federativa do Brasil, com o Banco Interamericano de Desenvolvimento (BID), no valor de até US$ 37.000.000,00 (trinta e sete
milhões de dólares dos Estados Unidos da América).",137349,senado,Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/137349
Não,,PRS 61/2019,PRS,61,2019,"Fica instituído o Programa Senado Economiza para o Brasil que tem por objetivo destinar os recursos economizados pelos senadores para promover a melhoria das condições da Saúde, Educação e Assistência Social nos Estados, Distrito Federal e Municípios.",137519,senado,Nao especificado,Leila Barros PSB / DF,https://www25.senado.leg.br/web/atividade/materias/-/materia/137519
Não,,PRS 62/2019,PRS,62,2019,"Altera a Resolução nº 9, de 2019, do Senado Federal, que “institui a Frente Parlamentar dos Senadores dos Estados do Norte e do Nordeste”, para acrescer no âmbito da Frente Parlamentar os Senadores dos Estados do Centro - Oeste.",137774,senado,Nao especificado,Rogério Carvalho PT / SE e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/137774
Não,,PRS 63/2019,PRS,63,2019,Institui o Grupo Parlamentar Brasil-Reino dos Países Baixos.,137772,senado,Nao especificado,Roberto Rocha PSDB / MA,https://www25.senado.leg.br/web/atividade/materias/-/materia/137772
Não,,PRS 64/2019,PRS,64,2019,Institui o Grupo Parlamentar Brasil-Países árabes e dá outras providências.,137799,senado,Nao especificado,Jean Paul Prates PT / RN,https://www25.senado.leg.br/web/atividade/materias/-/materia/137799
Não,,PRS 65/2019,PRS,65,2019,"Altera a Resolução nº 19, de 27 de novembro de 2015, que regulamenta o Programa e-Cidadania, para dispor sobre as hipóteses de bloqueio.",137813,senado,Nao especificado,Styvenson Valentim PODEMOS / RN,https://www25.senado.leg.br/web/atividade/materias/-/materia/137813
Não,,PRS 66/2019,PRS,66,2019,"Altera a Resolução nº 93, de 27 de novembro de 1970 – Regimento Interno do Senado Federal, para dispor sobre as sabatinas dos indicados para o Conselho Diretor da Autoridade Nacional de Proteção de Dados.",137863,senado,Nao especificado,Siqueira Campos DEM / TO e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/137863
Não,,PRS 67/2019,PRS,67,2019,"Institui, no âmbito da Comissão de Agricultura e Reforma Agrária (CRA), a Medalha Inovação no Campo.",137887,senado,Nao especificado,Jayme Campos DEM / MT,https://www25.senado.leg.br/web/atividade/materias/-/materia/137887
Não,,PDL 68/2019,PDL,68,2019,"Susta o Decreto nº 9.731, de 16 de Março de 2019 que Dispensa visto de visita para os nacionais da Comunidade da Austrália, do Canadá, dos Estados Unidos da América e do Japão e altera o Decreto nº 9.199, de 20 de novembro de 2017, que regulamenta a Lei nº 13.445, de 24 de maio de 2017, que institui a Lei de Migração.",135811,senado,Nao especificado,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/135811
Não,,PRS 68/2019,PRS,68,2019,"Altera a Resolução do Senado Federal nº 13, de 2018 – Regulamento Administrativo do Senado Federal – e a Resolução do Senado Federal nº 93, de 1970 – Regimento Interno do Senado Federal, para dispor sobre a estrutura dos gabinetes de lideranças de partidos que possuam 2 (dois) senadores.",137891,senado,Nao especificado,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/137891
Não,,PDL 68/2020,PDL,68,2020,"Susta, nos termos do art. 49, V, da Constituição Federal, o Decreto nº 10.206, de 20 de janeiro de 2020, do Presidente da República, que “Dispõe sobre a qualificação do Serviço Federal de Processamento de Dados no âmbito do Programa de Parcerias de Investimentos da Presidência da República e sobre a sua inclusão no Programa Nacional de Desestatização”.",140899,senado,Nao especificado,Veneziano Vital do Rêgo PSB / PB,https://www25.senado.leg.br/web/atividade/materias/-/materia/140899
Não,,PDL 69/2019,PDL,69,2019,Dispõe sobre a realização de plebiscito acerca da reeleição para membros das Casas Legislativas.,135821,senado,Nao especificado,Luiz do Carmo MDB / GO e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/135821
Não,,PRS 69/2019,PRS,69,2019,"Institui o Programa Senado Baixo Carbono, com atividades e estratégias para o Senado Federal reduzir e compensar emissões de Gases de Efeito Estufa.",137921,senado,Nao especificado,Fabiano Contarato REDE / ES,https://www25.senado.leg.br/web/atividade/materias/-/materia/137921
Não,,PRS 71/2019,PRS,71,2019,"Altera o art. 99 do Regimento Interno do Senado Federal, para estabelecer a competência da Comissão de Assuntos Econômicos para opinar sobre os aspectos financeiros e orçamentários públicos de quaisquer proposições que tratem da criação de novos tipos penais, aumentem a pena cominada ou tornem mais rigorosa a execução da pena, considerando a quantidade de vagas existentes no sistema prisional.",137973,senado,Nao especificado,Rogério Carvalho PT / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/137973
Não,,PRS 72/2019,PRS,72,2019,"Altera o Regimento Interno do Senado Federal, para modificar a sistemática de cômputo de votos no processo simbólico de votação.",138021,senado,Nao especificado,Eduardo Girão PODEMOS / CE,https://www25.senado.leg.br/web/atividade/materias/-/materia/138021
Não,,PRS 73/2019,PRS,73,2019,"Altera o Regimento Interno do Senado Federal, para criar o ambiente virtual de deliberação no âmbito das comissões.",138020,senado,Nao especificado,Alessandro Vieira CIDADANIA / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/138020
Não,,PRS 74/2019,PRS,74,2019,"Autoriza o Estado do Mato Grosso do Sul a contratar operação de crédito externo, com garantia da República Federativa do Brasil, com o Banco Interamericano de Desenvolvimento (BID), no valor de até US$ 47.700.000,00 (quarenta e sete milhões e setecentos mil dólares dos Estados Unidos da América).",138052,senado,Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/138052
Não,,PRS 75/2019,PRS,75,2019,Denomina o espaço “Aquário” da Agência Senado como “Jornalista João Cláudio Netto Estrella”.,138077,senado,Nao especificado,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/138077
Não,,PRS 76/2019,PRS,76,2019,"Altera a Resolução do Senado Federal nº 13, de 2018 – Regulamento Administrativo do Senado Federal -, para dispor sobre a distribuição das funções comissionadas do Conselho Editorial.",138081,senado,Nao especificado,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/138081
Não,,PRS 77/2019,PRS,77,2019,"Altera o Regulamento Administrativo do Senado Federal, para estabelecer como requisito de escolaridade mínimo para ingresso no cargo de Policial Legislativo Federal o diploma de conclusão de curso de graduação.",138347,senado,Nao especificado,Veneziano Vital do Rêgo PSB / PB,https://www25.senado.leg.br/web/atividade/materias/-/materia/138347
Não,,PRS 78/2019,PRS,78,2019,Institui o Grupo Parlamentar Brasil-Austrália.,138346,senado,Nao especificado,Veneziano Vital do Rêgo PSB / PB,https://www25.senado.leg.br/web/atividade/materias/-/materia/138346
Não,,PRS 79/2019,PRS,79,2019,"Autoriza o Município de Aracaju, Estado de Sergipe, a contratar operação de crédito externo, com garantia da República Federativa do Brasil, com o Banco Interamericano de Desenvolvimento (BID), no valor de até US$ 75.200.000,00 (setenta e cinco milhões e duzentos mil dólares dos Estados
Unidos da América).",138482,senado,Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/138482
Não,,PRS 80/2019,PRS,80,2019,Cria o Programa Mulher Senadora no âmbito do Senado Federal.,138491,senado,Nao especificado,Soraya Thronicke PSL / MS,https://www25.senado.leg.br/web/atividade/materias/-/materia/138491
Não,,PDL 81/2019,PDL,81,2019,Aprova a Programação Monetária para o terceiro trimestre de 2018.,135991,senado,Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/135991
Não,,PRS 81/2019,PRS,81,2019,"Modifica o Capítulo I do Título X do Regimento Interno do Senado Federal, para dispor sobre o processo e julgamento de autoridades por crime de responsabilidade.",138492,senado,Nao especificado,Styvenson Valentim PODEMOS / RN,https://www25.senado.leg.br/web/atividade/materias/-/materia/138492
Não,,PDL 82/2019,PDL,82,2019,Aprova a Programação Monetária para o quarto trimestre de 2018.,135992,senado,Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/135992
Não,,PRS 82/2019,PRS,82,2019,"Altera a Resolução nº 93, de 27 de novembro de 1970 – Regimento Interno do Senado Federal, para dispor sobre a urgência regimental proposta pelas comissões.",138494,senado,Nao especificado,Luiz do Carmo MDB / GO,https://www25.senado.leg.br/web/atividade/materias/-/materia/138494
Não,,PDL 83/2019,PDL,83,2019,Aprova a Programação Monetária para o primeiro trimestre de 2019.,135993,senado,Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/135993
Não,,PRS 83/2019,PRS,83,2019,"Altera o Regimento Interno do Senado Federal, para dispor sobre o pedido de vista e fixar prazo para a inclusão de matérias relatadas na pauta dos trabalhos.",138496,senado,Nao especificado,Luiz do Carmo MDB / GO,https://www25.senado.leg.br/web/atividade/materias/-/materia/138496
Não,,PDL 85/2019,PDL,85,2019,"Aprova o ato que renova a autorização outorgada ao Abrigo Luz do Amanhã para executar serviço de radiodifusão comunitária no Município de Itajaí, Estado de Santa Catarina.",138113,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138113
Não,,PRS 86/2019,PRS,86,2019,"Estabelece que a Comissão de Meio Ambiente realizará, anualmente, audiência pública com a presença do Ministro de Estado do Meio Ambiente para apresentar e discutir os resultados e as perspectivas da Política Nacional de Manejo e Controle de Queimadas, Prevenção e Combate aos Incêndios Florestais.",138697,senado,Nao especificado,Alessandro Vieira CIDADANIA / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/138697
Não,,PDL 87/2019,PDL,87,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária de Vianópolis para executar serviço de radiodifusão comunitária no Município de Vianópolis, Estado de Goiás.",138402,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138402
Não,,PRS 87/2019,PRS,87,2019,Altera o Regimento Interno do Senado Federal para acrescentar o §3º ao art. 216 do Regimento Interno para assegurar o encaminhamento dos requerimentos de informação que não forem deliberados pela Mesa no prazo de 30 dias.,138807,senado,Nao especificado,Humberto Costa PT / PE e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/138807
Não,,PDL 87/2020,PDL,87,2020,"Susta os efeitos do art. 2º da Resolução–RDC nº 46, de 20 de fevereiro de 2002, da Diretoria Colegiada da Agência Nacional de Vigilância Sanitária.",141108,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/141108
Não,,PDL 88/2019,PDL,88,2019,"Aprova o ato que renova a autorização outorgada à Associação Rádio Comunitária Tabira FM para executar serviço de radiodifusão comunitária no Município de Tabira, Estado de Pernambuco.",138437,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138437
Não,,PRS 88/2019,PRS,88,2019,"Altera a redação do art. 93 do Regimento Interno do Senado Federal para permitir aos senadores a apresentação de requerimento de audiência pública em todas as comissões temáticas, incluindo as que não for membro.",138891,senado,Nao especificado,Izalci Lucas PSDB / DF,https://www25.senado.leg.br/web/atividade/materias/-/materia/138891
Não,,PDL 88/2020,PDL,88,2020,"Reconhece, para os fins do art. 65 da Lei Complementar nº 101, de 4 de maio de 2000, a ocorrência do estado de calamidade pública, nos termos da solicitação do Presidente da República encaminhada por meio da Mensagem nº 93, de 18 de março de 2020.",141114,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/141114
Não,,PDL 89/2019,PDL,89,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária da Região Central do Município de Betim - ASCORBE para executar serviço de radiodifusão comunitária no Município de Betim, Estado de Minas Gerais.",138750,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138750
