Relacionada com Meio Ambiente ou Clima?,Pos/Neg/Neutro para o ambientalismo,proposicao,sigla_tipo,numero,ano,ementa,id,casa,tema,autor,link
Não,,PDL 470/2020,PDL,470,2020,"Susta o Decreto nº 10.530, de 26 de outubro de 2020, que “dispõe sobre a qualificação da política de fomento ao setor de atenção primária à saúde no âmbito do Programa de Parcerias de Investimentos da Presidência da República, para fins de elaboração de estudos de alternativas de parcerias com a iniciativa privada”.",145283,senado,Nao especificado,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/145283
Não,,PDL 471/2019,PDL,471,2019,"Sustar a Portaria do Ministério da Economia nº 309, de 24 de junho de 2019.",137633,senado,Nao especificado,José Serra PSDB / SP e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/137633
Não,,PDL 477/2020,PDL,477,2020,"Susta dispositivo do Decreto nº 8.538, de 6 de outubro de 2015, que regulamenta o tratamento favorecido, diferenciado e simplificado para microempresas, empresas de pequeno porte, agricultores familiares, produtores rurais pessoa física, microempreendedores individuais e sociedades cooperativas nas contratações públicas de bens, serviços e obras no âmbito da administração pública federal.",145412,senado,Nao especificado,Zequinha Marinho PSC / PA,https://www25.senado.leg.br/web/atividade/materias/-/materia/145412
Não,,PDL 480/2020,PDL,480,2020,"Susta, nos termos do inciso V do art. 49 da Constituição Federal, os efeitos do Decreto nº 10.540, de 2020.",145433,senado,Nao especificado,Fabiano Contarato REDE / ES,https://www25.senado.leg.br/web/atividade/materias/-/materia/145433
Não,,PDL 503/2019,PDL,503,2019,Aprova a programação monetária para o segundo trimestre de 2019,137918,senado,Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/137918
Não,,PDL 507/2019,PDL,507,2019,"Susta os efeitos da Portaria nº 666, de 25 de julho de 2018, do Ministério da Justiça e Segurança Pública que cria a figura da deportação sumária.",137971,senado,Nao especificado,Rogério Carvalho PT / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/137971
Não,,PDL 508/2019,PDL,508,2019,"Convoca plebiscito sobre a criação do Estado de Tapajós, nos termos dos arts. 18, § 3º, e 49, XV, ambos da Constituição Federal.",138082,senado,Nao especificado,Siqueira Campos DEM / TO e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/138082
Não,,PDL 509/2019,PDL,509,2019,Dispõe sobre a realização de plebiscito para a criação do Estado do Maranhão do Sul,138085,senado,Nao especificado,Siqueira Campos DEM / TO e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/138085
Não,,PDL 510/2020,PDL,510,2020,"Susta os efeitos da Portaria n° 189, de 10 de novembro de 2020, que estabelece as diretrizes para a seleção das personalidades notáveis negras, nacionais ou estrangeiras, a serem divulgadas no sítio eletrônico da Fundação Cultural Palmares.",145668,senado,Nao especificado,Alessandro Vieira CIDADANIA / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/145668
Não,,PDL 511/2020,PDL,511,2020,"Susta os efeitos da Portaria nº 189, de 10 de novembro de 2020, que “Estabelece as diretrizes para a seleção das personalidades notáveis negras, nacionais ou estrangeiras, a serem divulgadas no sítio eletrônico da Fundação Cultural Palmares”",145671,senado,Nao especificado,Humberto Costa PT / PE,https://www25.senado.leg.br/web/atividade/materias/-/materia/145671
Não,,PDL 515/2019,PDL,515,2019,"Susta a Portaria nº 666, de 25 de julho de 2019, do Ministério da Justiça e Segurança Pública, que dispõe sobre o impedimento de ingresso, a repatriação e a deportação sumária de pessoa perigosa ou que tenha praticado ato contrário aos princípios e objetivos dispostos na Constituição Federal.",138174,senado,Nao especificado,Veneziano Vital do Rêgo PSB / PB,https://www25.senado.leg.br/web/atividade/materias/-/materia/138174
Não,,PDL 522/2020,PDL,522,2020,"Susta a Portaria Interministerial nº 3, de 25 de novembro de 2020, do Ministério da Educação e do Ministério da Economia, que altera parâmetros operacionais do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – Fundeb, para o exercício de 2020.",145716,senado,Nao especificado,Jaques Wagner PT / BA,https://www25.senado.leg.br/web/atividade/materias/-/materia/145716
Não,,PDL 523/2019,PDL,523,2019,"Aprova o texto do Acordo entre o Governo da República Federativa do Brasil e o Governo dos Estados Unidos da América sobre Salvaguardas Tecnológicas Relacionadas à Participação dos Estados Unidos da América em Lançamentos a partir do Centro Espacial de Alcântara, assinado em Washington, em 18 de março de 2019.",139537,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/139537
Não,,PDL 531/2020,PDL,531,2020,"Susta a Resolução nº 126, de 8 de dezembro de 2020, do Comitê-Executivo de Gestão da Câmara de Comércio Exterior do Ministério da Economia, que altera o Anexo II da Resolução nº 125, de 15 de dezembro de 2016.",145779,senado,Nao especificado,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/145779
Não,,PDL 545/2020,PDL,545,2020,"Prorroga a vigência do Decreto Legislativo nº 6, de 2020, que reconhece, para os fins do art. 65 da Lei Complementar nº 101, de 4 de maio de 2000, a ocorrência do estado de calamidade pública, nos termos da solicitação do Presidente da República encaminhada por meio da Mensagem nº 93, de 18 de março de 2020.",145876,senado,Nao especificado,Alessandro Vieira CIDADANIA / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/145876
Não,,PDL 546/2019,PDL,546,2019,"Susta o Despacho do Presidente da República, ao Ministério da Justiça e Segurança Pública, publicado em 15 de agosto de 2019, que suspendeu o uso de equipamentos medidores de velocidade estáticos, móveis e portáteis.",138276,senado,Nao especificado,Humberto Costa PT / PE e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/138276
Não,,PDL 551/2020,PDL,551,2020,"Susta o Comunicado nº 87, de 26 de novembro de 2020, da Agência Nacional de Saúde Suplementar, que “comunica a forma de recomposição dos efeitos da suspensão dos reajustes de planos de saúde por variação de custos (anual) e por mudança de faixa etária, no período de setembro a dezembro de 2020”.",145989,senado,Nao especificado,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/145989
Não,,PDL 555/2020,PDL,555,2020,"Susta a Portaria Fazenda/ME nº 25.089, de 15 de dezembro de 2020, da Secretaria Especial de Fazenda, que “Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor do Ministério da Economia e da Reserva de Contingência, crédito suplementar no valor de R$ 9.033.878.270,00, para reforço de dotações constantes da Lei Orçamentária vigente”.",146021,senado,Nao especificado,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/146021
Não,,PDL 558/2020,PDL,558,2020,"Susta os efeitos do Decreto nº 10.578 de 15 de dezembro de 2020, que dispõe sobre a dissolução societária do Centro Nacional de Tecnologia Eletrônica Avançada S.A. e a publicização das atividades direcionadas à pesquisa científica, ao desenvolvimento tecnológico e à inovação no setor de microeletrônica.",146031,senado,Nao especificado,Jaques Wagner PT / BA e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/146031
Não,,PDL 560/2020,PDL,560,2020,"Altera o Decreto Legislativo n° 6, de 20 de março de 2020, que reconhece a ocorrência do estado de calamidade pública, para prorrogar os seus efeitos até 30 de junho de 2021.",146036,senado,Nao especificado,Carlos Portinho PSD / RJ,https://www25.senado.leg.br/web/atividade/materias/-/materia/146036
Não,,PDL 565/2020,PDL,565,2020,"Prorroga a vigência do Decreto Legislativo nº 6, de 2020, que reconhece, para os fins do art. 65 da Lei Complementar nº 101, de 4 de maio de 2000, a ocorrência do estado de calamidade pública, nos termos da solicitação do Presidente da República encaminhada por meio da Mensagem nº 93, de 18 de março de 2020.",146058,senado,Nao especificado,Rogério Carvalho PT / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/146058
Não,,PDL 617/2019,PDL,617,2019,"Susta o artigo 1º da Resolução nº 20, de 6 de setembro de 2019, do Conselho Nacional de Política Energética - CNPE.",138634,senado,Nao especificado,Otto Alencar PSD / BA,https://www25.senado.leg.br/web/atividade/materias/-/materia/138634
Não,,PDL 618/2019,PDL,618,2019,"Susta a Portaria Nº 547, de 31 de agosto de 2019, da Secretaria Especial de Comércio Exterior e Assuntos Internacionais do Ministério da Economia, que “Altera o Anexo II da Resolução nº 125, de 15 de dezembro de 2016” aumentando as alíquotas de importação de Etanol dos Estados Unidos da América.",138674,senado,Nao especificado,Angelo Coronel PSD / BA,https://www25.senado.leg.br/web/atividade/materias/-/materia/138674
Não,,PDL 637/2019,PDL,637,2019,"Susta o inciso XV e o § 11 do art. 35 e o inciso IX do art. 36, ambos do Decreto nº 99.684, de 8 de novembro de 1990, com a redação dada pelo Decreto nº 9.345, de 16 de abril de 2018, e o art. 3º do Decreto nº 9.345, de 16 de abril de 2018, que “altera o Regulamento do Fundo de Garantia do Tempo de Serviço, aprovado pelo Decreto nº 99.684, de 8 de novembro de 1990, para dispor sobre as normas de movimentação da conta vinculada do FGTS para aquisição de órtese e prótese pelo trabalhador com deficiência”.",138931,senado,Nao especificado,Mara Gabrilli PSDB / SP,https://www25.senado.leg.br/web/atividade/materias/-/materia/138931
Não,,PDL 638/2019,PDL,638,2019,"Susta o Decreto nº 10.014, de 6 de setembro de 2019, da Presidência da República, que altera o Decreto nº 5.296, de 2 de dezembro de 2004, regulamentador da Lei nº 10.048, de 8 de novembro de 2000 (prioridade no atendimento) e da Lei nº 10.098, de 19 de dezembro de 2000 (Lei da Acessibilidade).",138955,senado,Nao especificado,Romário PODEMOS / RJ,https://www25.senado.leg.br/web/atividade/materias/-/materia/138955
Não,,PDL 650/2019,PDL,650,2019,"Aprova os textos da Convenção entre a República Federativa do Brasil e a Confederação Suíça para Eliminar a Dupla Tributação em relação aos Tributos sobre a Renda e Prevenir a Evasão e a Elisão Fiscais e de seu Protocolo, assinados em Brasília, em 3 de maio de 2018.",141004,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/141004
Não,,PDL 656/2019,PDL,656,2019,"Susta o Decreto nº 10.014, de 6 de setembro de 2019, que “altera o Decreto nº 5.296, de 2 de dezembro de 2004, que regulamenta a Lei nº 10.048, de 8 de novembro de 2000, que dá prioridade de atendimento às pessoas que especifica, e a Lei nº 10.098, de 19 de dezembro de 2000, que estabelece normas gerais e critérios básicos para a promoção da acessibilidade das pessoas portadoras de deficiência ou com mobilidade reduzida”.",139246,senado,Nao especificado,Mara Gabrilli PSDB / SP,https://www25.senado.leg.br/web/atividade/materias/-/materia/139246
Não,,PDL 657/2019,PDL,657,2019,"Aprova o texto do Acordo entre a República Federativa do Brasil e o Novo Banco de Desenvolvimento relativo à Sede do Escritório Regional das Américas do Novo Banco de Desenvolvimento na República Federativa do Brasil, celebrado em Joanesburgo, República da África do Sul, em 26 de julho de 2018.",142988,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/142988
Não,,PDL 667/2019,PDL,667,2019,"Aprova os textos da Convenção entre a República Federativa do Brasil e os Emirados Árabes Unidos para Eliminar a Dupla Tributação em relação aos Tributos sobre a Renda e Prevenir a Evasão e a Elisão Fiscais e de seu Protocolo, assinados em Brasília, em 12 de novembro de 2018.",141005,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/141005
Não,,PDL 692/2019,PDL,692,2019,"Altera o parágrafo único do art. 1º do Decreto Legislativo nº. 197, de 1991, que aprova o texto do tratado para a constituição de um Mercado Comum entre a República Federativa do Brasil, a República Argentina, a República do Paraguai e a República Oriental do Uruguai, firmado em Assunção, em 26 de março de 1991.",139749,senado,Nao especificado,Humberto Costa PT / PE,https://www25.senado.leg.br/web/atividade/materias/-/materia/139749
Não,,PDL 704/2019,PDL,704,2019,"Susta a Portaria nº. 2.979/GAB-MS, de 12 de novembro de 2019, que estabelece novo modelo de financiamento de custeio da Atenção Primária à Saúde no âmbito do Sistema Único de Saúde, por meio da alteração da Portaria de Consolidação nº. 6/GM/MS, de 28 de setembro de 2017.",139869,senado,Nao especificado,Humberto Costa PT / PE,https://www25.senado.leg.br/web/atividade/materias/-/materia/139869
Não,,PDL 723/2019,PDL,723,2019,"Autoriza, nos termos dos arts. 176 §1º, e 231, §3º, da Constituição Federal, o aproveitamento hidroelétrico do Rio Irani, na terra Indígena Toldo Chimbangue I e II, no Estado de Santa Catarina.",140051,senado,Nao especificado,Jorginho Mello PL / SC,https://www25.senado.leg.br/web/atividade/materias/-/materia/140051
Não,,PDL 725/2019,PDL,725,2019,"Susta os Decretos nºs 9.845, 9.846, 9.847, que regulamentam a Lei nº 10.826, de 2003; o Decreto nº 10.030, de 2019, que aprova o Regulamento de Produtos Controlados; e as Portarias nºs 126, 136 e 137 – COLOG, de 2019.",140076,senado,Nao especificado,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/140076
Não,,PDL 745/2019,PDL,745,2019,"Susta o artigo 2º e 3°, da Resolução nº 150, de 3 de dezembro de 2019, que Altera a Resolução CGSN nº 140, de 22 de maio de 2018, que dispõe sobre o Regime Especial Unificado de Arrecadação de Tributos e Contribuições devidos pelas Microempresas e Empresas de Pequeno Porte (Simples Nacional), do COMITÊ GESTOR DO SIMPLES NACIONAL.",140133,senado,Nao especificado,Otto Alencar PSD / BA,https://www25.senado.leg.br/web/atividade/materias/-/materia/140133
Não,,PDL 746/2019,PDL,746,2019,"Susta o artigo 1º da Portaria n. 328, de 5 de abril de 2018, do Ministro de Estado da Educação.",140135,senado,Nao especificado,Wellington Fagundes PL / MT,https://www25.senado.leg.br/web/atividade/materias/-/materia/140135
Não,,PDL 748/2019,PDL,748,2019,"Susta os artigos 2º e 3º da Resolução n. 150, de 3 de dezembro de 2019, do Comitê Gestor do Simples Nacional.",140144,senado,Nao especificado,Wellington Fagundes PL / MT,https://www25.senado.leg.br/web/atividade/materias/-/materia/140144
Não,,PDL 751/2019,PDL,751,2019,"Susta, nos termos do inciso V do art. 49 da Constituição Federal, o Decreto nº 10.147, de 2 de dezembro de 2019, que dispõe sobre a qualificação de unidades de conservação no âmbito do Programa de Parcerias de Investimentos da Presidência da República e sobre a sua inclusão no Programa Nacional de Desestatização.",140199,senado,Nao especificado,Paulo Rocha PT / PA e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/140199
Não,,PDL 752/2019,PDL,752,2019,"Susta o Decreto nº 10.157, de 4 de dezembro de 2019, do Presidente da República, que institui a Política Federal de Estímulo ao Transporte Rodoviário Coletivo Interestadual e Internacional de Passageiros.",140201,senado,Nao especificado,Weverton PDT / MA,https://www25.senado.leg.br/web/atividade/materias/-/materia/140201
Não,,PL 3545/2020,PL,3545,2020,Altera a lei Maria da Penha para estabelecer que os filhos possam denunciar a violência doméstica praticada em âmbito familiar.,143096,senado,Nao especificado,Rose de Freitas PODEMOS / ES,https://www25.senado.leg.br/web/atividade/materias/-/materia/143096
Não,,PL 5189/2020,PL,5189,2020,"Altera a Lei nº 4.504, de 30 de novembro de 1964, para dispor sobre o parcelamento de imóvel rural em dimensão inferior à do módulo, fixada pelo órgão fundiário federal, se constituído por área cuja dimensão máxima alcance três mil metros quadrados, desde que tal imóvel rural se destine à moradia do proprietário ou de sua família.",145453,senado,Nao especificado,Jorginho Mello PL / SC,https://www25.senado.leg.br/web/atividade/materias/-/materia/145453
Não,,PL 5482/2020,PL,5482,2020,"Dispõe sobre a conservação, a proteção, a restauração e a exploração sustentável do bioma Pantanal e altera o art. 36 da Lei no 9.985, de 18 de julho de 2000, que institui o Sistema Nacional de Unidades de Conservação da Natureza.",145842,senado,Nao especificado,Wellington Fagundes PL / MT,https://www25.senado.leg.br/web/atividade/materias/-/materia/145842
Não,Não relacionado ao meio ambiente ou clima.,PRS 54/2019,PRS,54,2019,Institui o Programa Escola no Senado que tem por objetivo promover e divulgar as funções do Legislativo e a Democracia nas Escolas do Brasil.,137104,senado,Nao especificado,Leila Barros PSB / DF,https://www25.senado.leg.br/web/atividade/materias/-/materia/137104
Não,,PRS 70/2019,PRS,70,2019,Denomina “Plenário Ruy Barbosa” o Plenário do Senado Federal.,137969,senado,Nao especificado,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/137969
,,MPV 884/2019,MPV,884,2019,"Altera a Lei nº 12.651, de 25 de maio de 2012, que dispõe sobre a proteção da vegetação nativa e dá outras providências.",137319,senado,Meio ambiente,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/137319
,,PEC 80/2019,PEC,80,2019,Altera os artigos 182 e 186 da Constituição Federal para dispor sobre a função social da propriedade urbana e rural.,136894,senado,Política fundiária e reforma agrária,Flávio Bolsonaro PSL / RJ e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/136894
,,PL 1908/2019,PL,1908,2019,"Altera o § 2º do art. 2º da Lei nº 13.178, de 22 de outubro de 2015, para prorrogar, para dez anos da publicação dessa lei, o prazo para o interessado requerer os documentos necessários à ratificação dos registros imobiliários referentes a imóveis rurais de área superior a quinze módulos fiscais.",136069,senado,Política fundiária e reforma agrária,Juíza Selma PSL / MT,https://www25.senado.leg.br/web/atividade/materias/-/materia/136069
,,PL 1910/2019,PL,1910,2019,"Altera o § 2º do art. 2º da Lei nº 13.178, de 22 de outubro de 2015, para prorrogar, para dez anos da publicação dessa lei, o prazo para o interessado requerer os documentos necessários à ratificação dos registros imobiliários referentes a imóveis rurais de área superior a quinze módulos fiscais.",136076,senado,Política fundiária e reforma agrária,Juíza Selma PSL / MT,https://www25.senado.leg.br/web/atividade/materias/-/materia/136076
,,PL 2963/2019,PL,2963,2019,"Regulamenta o art. 190 da Constituição Federal, altera o art.1º da Lei nº. 4.131, de 3 de setembro de 1962, o art. 1º da Lei nº 5.868, de 12 de dezembro de 1972 e o art. 6º da Lei nº 9.393, de 19 de dezembro de 1996 e dá outras providências.",136853,senado,Política fundiária e reforma agrária,Irajá PSD / TO,https://www25.senado.leg.br/web/atividade/materias/-/materia/136853
,,PL 3228/2019,PL,3228,2019,"Altera o inciso IV do art. 17 da Lei nº 8.629, de 25 de fevereiro de 1993, para vincular o assentamento de trabalhadores rurais a seu domicílio eleitoral.",137062,senado,Política fundiária e reforma agrária,Irajá PSD / TO,https://www25.senado.leg.br/web/atividade/materias/-/materia/137062
,,PL 3882/2019,PL,3882,2019,"Autoriza a reabertura do prazo de que trata o art. 4º da Lei nº 13.340, de 28 de setembro de 2016, por doze meses, a partir do início da vigência dos efeitos desta Lei, para a liquidação de dívidas originárias de operações de crédito rural inscritas em dívida ativa da União.",137585,senado,Política fundiária e reforma agrária,Luis Carlos Heinze PP / RS,https://www25.senado.leg.br/web/atividade/materias/-/materia/137585
,,MPV 900/2019,MPV,900,2019,"Autoriza a União, por intermédio do Ministério do Meio Ambiente, a contratar instituição financeira para criar e gerir fundo privado constituído por recursos decorrentes da conversão de multa de que trata o art. 72, § 4º, da Lei nº 9.605, de 12 de fevereiro de 1998, e dá outras providências.",139444,senado,Meio ambiente,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/139444
,,MPV 910/2019,MPV,910,2019,"Altera a Lei nº 11.952, de 25 de junho de 2009, que dispõe sobre a regularização fundiária das ocupações incidentes em terras situadas em áreas da União, a Lei nº 8.666, de 21 de junho de 1993, que institui normas para licitações e contratos da administração pública, e a Lei nº 6.015, de 31 de dezembro de 1973, que dispõe sobre os registros públicos.",140116,senado,Política fundiária e reforma agrária,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/140116
,,PL 1792/2019,PL,1792,2019,"Altera a Lei nº 13.178, de 22 de outubro de 2015, para ampliar o prazo para ratificação dos registros imobiliários referentes aos imóveis rurais com origem em títulos de alienação ou de concessão de terras devolutas expedidos pelos Estados em faixa de fronteira; e dá outras providências.",140311,senado,Política fundiária e reforma agrária,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140311
,,PL 4348/2019,PL,4348,2019,"Altera o art. 40-A da Lei nº 11.952, de 25 de junho de 2009.",140554,senado,Política fundiária e reforma agrária,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140554
,,PDL 568/2020,PDL,568,2020,"Aprova o texto da Decisão Ministerial sobre Competição nas Exportações (WT/MIN(15)/45*WT/L/980), acordada pelos Estados membros na 10ª Conferência Ministerial da Organização Mundial do Comércio (OMC), em 19 de dezembro de 2015, na cidade de Nairóbi.",146100,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/146100
,,PDL 569/2020,PDL,569,2020,"Aprova o texto do Acordo sobre Serviços Aéreos entre a República Federativa do Brasil e o Reino dos Países Baixos, com relação a Sint Maarten, assinado em Brasília, em 8 de julho de 2019.",146101,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/146101
,,PDL 570/2020,PDL,570,2020,"Aprova o texto do Acordo sobre Serviços Aéreos entre a República Federativa do Brasil e o Reino dos Países Baixos, assinado em Brasília, em 8 de julho de 2019.",146102,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/146102
,,PDL 577/2020,PDL,577,2020,"Susta, nos termos do inciso V do art. 49 da Constituição Federal, o Decreto nº 10.576, de 14 de dezembro de 2020, que dispõe sobre a cessão de uso de espaços físicos em corpos d’água de domínio da União para a prática da aquicultura.",146120,senado,Nao especificado,Paulo Rocha PT / PA e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/146120
,,PDL 568/2019,PDL,568,2019,"Aprova o texto do Acordo entre o Governo da República Federativa do Brasil e o Governo do Japão sobre Assistência Administrativa Mútua e Cooperação em Assuntos Aduaneiros, assinado em Brasília, em 14 de setembro de 2017.",146097,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/146097
,,PRS 34/2020,PRS,34,2020,"Institui o Diploma Cecília Meireles, destinado a agraciar educadoras e educadores que se destaquem nos ensinos infantil, fundamental e médio.",143897,senado,Nao especificado,Maria do Carmo Alves DEM / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/143897
,,PRS 35/2020,PRS,35,2020,Cria as consultas públicas sobre temas de interesse do Senado Federal.,143898,senado,Nao especificado,Maria do Carmo Alves DEM / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/143898
,,PRS 36/2020,PRS,36,2020,"Estabelece a destinação de todos os valores de sobra orçamentária do Senado Federal, no ano de 2020, para o Sistema Único de Saúde – SUS e dá outras providências.",143934,senado,Nao especificado,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/143934
,,PRS 37/2020,PRS,37,2020,"Autoriza o Município de Guarulhos, situado no Estado de São Paulo, a contratar operação de crédito externo, com garantia da República Federativa do Brasil, junto à Corporação Andina de Fomento (CAF), no valor de até US$ 96.000.000,00 (noventa e seis milhões de dólares dos Estados Unidos da América).",144470,senado,Nao especificado,Major Olimpio PSL / SP,https://www25.senado.leg.br/web/atividade/materias/-/materia/144470
,,PRS 38/2020,PRS,38,2020,"Autoriza o Município de Parauapebas, situado no Estado do Pará, a contratar operação de crédito externo, com garantia da República Federativa do Brasil, junto ao Banco Interamericano de Desenvolvimento (BID), no valor de até US$ 70.000.000,00 (setenta  milhões de dólares dos Estados Unidos da América).",144472,senado,Nao especificado,Zequinha Marinho PSC / PA,https://www25.senado.leg.br/web/atividade/materias/-/materia/144472
,,PRS 39/2020,PRS,39,2020,"Autoriza o Município de Juazeiro do Norte, situado no Estado do Ceará, a contratar operação de crédito externo, com garantia da República Federativa do Brasil, junto à Corporação Andina de Fomento (CAF), no valor de até US$ 80.000.000,00 (oitenta milhões de dólares dos Estados Unidos da América).",144490,senado,Nao especificado,Cid Gomes PDT / CE,https://www25.senado.leg.br/web/atividade/materias/-/materia/144490
,,PRS 40/2020,PRS,40,2020,Estabelece decisão terminativa das comissões para projetos de resolução que instituam premiações no âmbito do Senado Federal.,144534,senado,Nao especificado,Rose de Freitas PODEMOS / ES,https://www25.senado.leg.br/web/atividade/materias/-/materia/144534
,,PRS 41/2020,PRS,41,2020,Veda a utilização da verba indenizatória pelos Senadores durante o período de ocorrência do estado de calamidade pública relacionada ao novo coronavírus.,144677,senado,Nao especificado,Jorge Kajuru CIDADANIA / GO,https://www25.senado.leg.br/web/atividade/materias/-/materia/144677
,,PRS 42/2020,PRS,42,2020,"Autoriza o Estado do Espírito Santo a contratar operação de crédito externo, com garantia da República Federativa do Brasil, junto ao Banco Interamericano de Desenvolvimento (BID), no valor de até US$ 37.800.000,00 (trinta e sete milhões e oitocentos mil dólares dos Estados Unidos da América).",144721,senado,Nao especificado,Rose de Freitas PODEMOS / ES,https://www25.senado.leg.br/web/atividade/materias/-/materia/144721
,,PRS 43/2020,PRS,43,2020,"Autoriza o Estado do Rio Grande do Sul a contratar operação de crédito externo, com garantia da República Federativa do Brasil, junto ao Banco Interamericano de Desenvolvimento (BID), no valor de até US$ 60.000.000,00 (sessenta milhões de dólares dos Estados Unidos da América).",144868,senado,Nao especificado,Marcos Rogério DEM / RO,https://www25.senado.leg.br/web/atividade/materias/-/materia/144868
,,PRS 44/2020,PRS,44,2020,"Institui o Prêmio Chico Xavier do Senado Federal, a ser conferido anualmente a pessoas ou entidades que se destaquem em ações sociais de caridade.",145081,senado,Nao especificado,Eduardo Girão PODEMOS / CE,https://www25.senado.leg.br/web/atividade/materias/-/materia/145081
,,PRS 45/2020,PRS,45,2020,"Institui, no âmbito do Senado Federal, a Comenda Santa Dulce dos Pobres, destinada a homenagear pessoas físicas ou jurídicas que tenham prestado relevantes serviços na área social da saúde.",145150,senado,Nao especificado,Eduardo Girão PODEMOS / CE,https://www25.senado.leg.br/web/atividade/materias/-/materia/145150
,,PRS 46/2020,PRS,46,2020,"Institui, no âmbito do Senado Federal, o Selo Empresa do Futuro, destinado a reconhecer e a homenagear empresas que contratem mulheres sob medida protetiva.",145168,senado,Nao especificado,Luiz do Carmo MDB / GO,https://www25.senado.leg.br/web/atividade/materias/-/materia/145168
,,PRS 47/2020,PRS,47,2020,"Institui, no âmbito do Senado Federal, o Selo Empresa do Futuro, destinado a reconhecer e a homenagear empresas que contratem mulheres sob medida protetiva.",145174,senado,Nao especificado,Luiz do Carmo MDB / GO,https://www25.senado.leg.br/web/atividade/materias/-/materia/145174
,,PRS 48/2020,PRS,48,2020,"Autoriza a República Federativa do Brasil a conceder garantia à operação de crédito a ser contratada pelo Banco Nacional de Desenvolvimento Econômico e Social (BNDES), com o Banco Interamericano de Desenvolvimento (BID), no valor de até US$ 750.000.000,00 (setecentos e cinquenta milhões de dólares dos Estados Unidos da América).",145203,senado,Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/145203
,,PRS 49/2020,PRS,49,2020,"Autoriza o Estado da Paraíba a contratar operação de crédito externo, com garantia da República Federativa do Brasil, com o Banco Interamericano de Desenvolvimento (BID), no valor de até valor de US$ 45.197.310,00 (quarenta e cinco milhões, cento e noventa e sete mil, trezentos e dez dólares dos Estados Unidos da América).",145202,senado,Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/145202
,,PRS 50/2020,PRS,50,2020,"Autoriza o Estado da Paraíba a contratar operação de crédito externo, com garantia da República Federativa do Brasil, com o Banco Internacional para Reconstrução e Desenvolvimento (BIRD), no valor de até de US$ 126.886.000,00 (cento e vinte e seis milhões, oitocentos e oitenta e seis mil dólares dos Estados Unidos da América)",145201,senado,Nao especificado,Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/145201
