id_leggo,interesse,periodo,temperatura_recente
f010675baa43871f8bd41f5e4ac95412,socioambiental,2021-05-24,0.05
f010675baa43871f8bd41f5e4ac95412,socioambiental,2021-05-17,0.06
f010675baa43871f8bd41f5e4ac95412,socioambiental,2021-05-10,0.08
f010675baa43871f8bd41f5e4ac95412,socioambiental,2021-05-03,0.11
f010675baa43871f8bd41f5e4ac95412,socioambiental,2021-04-26,0.14
f010675baa43871f8bd41f5e4ac95412,socioambiental,2021-04-19,0.19
9b1c032f1fa1be01be649c5c598b327d,socioambiental,2021-07-12,0
9b1c032f1fa1be01be649c5c598b327d,socioambiental,2021-07-05,0
9b1c032f1fa1be01be649c5c598b327d,socioambiental,2021-06-28,0
9b1c032f1fa1be01be649c5c598b327d,socioambiental,2021-06-21,0
9b1c032f1fa1be01be649c5c598b327d,socioambiental,2021-06-14,0
9b1c032f1fa1be01be649c5c598b327d,socioambiental,2021-06-07,0
9b1c032f1fa1be01be649c5c598b327d,socioambiental,2021-05-31,0
9b1c032f1fa1be01be649c5c598b327d,socioambiental,2021-05-24,0
9b1c032f1fa1be01be649c5c598b327d,socioambiental,2021-05-17,0
9b1c032f1fa1be01be649c5c598b327d,socioambiental,2021-05-10,0
9b1c032f1fa1be01be649c5c598b327d,socioambiental,2021-05-03,0
9b1c032f1fa1be01be649c5c598b327d,socioambiental,2021-04-26,0
9b1c032f1fa1be01be649c5c598b327d,socioambiental,2021-04-19,0
92861aeefdfb1d7b3c3ec20a137cdc48,socioambiental,2021-07-12,6.46
92861aeefdfb1d7b3c3ec20a137cdc48,socioambiental,2021-07-05,8.62
92861aeefdfb1d7b3c3ec20a137cdc48,socioambiental,2021-06-28,11.49
92861aeefdfb1d7b3c3ec20a137cdc48,socioambiental,2021-06-21,0.69
92861aeefdfb1d7b3c3ec20a137cdc48,socioambiental,2021-06-14,0.92
92861aeefdfb1d7b3c3ec20a137cdc48,socioambiental,2021-06-07,1.23
92861aeefdfb1d7b3c3ec20a137cdc48,socioambiental,2021-05-31,1.64
92861aeefdfb1d7b3c3ec20a137cdc48,socioambiental,2021-05-24,2.19
92861aeefdfb1d7b3c3ec20a137cdc48,socioambiental,2021-05-17,2.92
92861aeefdfb1d7b3c3ec20a137cdc48,socioambiental,2021-05-10,3.89
92861aeefdfb1d7b3c3ec20a137cdc48,socioambiental,2021-05-03,2.19
92861aeefdfb1d7b3c3ec20a137cdc48,socioambiental,2021-04-26,2.92
92861aeefdfb1d7b3c3ec20a137cdc48,socioambiental,2021-04-19,2.55
de3f5ea41b23d966b9a59c20a29ed2c8,socioambiental,2021-07-12,0.4
de3f5ea41b23d966b9a59c20a29ed2c8,socioambiental,2021-07-05,0.53
de3f5ea41b23d966b9a59c20a29ed2c8,socioambiental,2021-06-28,0.7
de3f5ea41b23d966b9a59c20a29ed2c8,socioambiental,2021-06-21,0.94
de3f5ea41b23d966b9a59c20a29ed2c8,socioambiental,2021-06-14,1.25
de3f5ea41b23d966b9a59c20a29ed2c8,socioambiental,2021-06-07,0
de3f5ea41b23d966b9a59c20a29ed2c8,socioambiental,2021-05-31,0
de3f5ea41b23d966b9a59c20a29ed2c8,socioambiental,2021-05-24,0
de3f5ea41b23d966b9a59c20a29ed2c8,socioambiental,2021-05-17,0
de3f5ea41b23d966b9a59c20a29ed2c8,socioambiental,2021-05-10,0
de3f5ea41b23d966b9a59c20a29ed2c8,socioambiental,2021-05-03,0
de3f5ea41b23d966b9a59c20a29ed2c8,socioambiental,2021-04-26,0
de3f5ea41b23d966b9a59c20a29ed2c8,socioambiental,2021-04-19,0
e62d9f3f92c029a14ca67f5e807fb2ca,socioambiental,2021-07-12,0
e62d9f3f92c029a14ca67f5e807fb2ca,socioambiental,2021-07-05,0
e62d9f3f92c029a14ca67f5e807fb2ca,socioambiental,2021-06-28,0
e62d9f3f92c029a14ca67f5e807fb2ca,socioambiental,2021-06-21,0
e62d9f3f92c029a14ca67f5e807fb2ca,socioambiental,2021-06-14,0
e62d9f3f92c029a14ca67f5e807fb2ca,socioambiental,2021-06-07,0
e62d9f3f92c029a14ca67f5e807fb2ca,socioambiental,2021-05-31,0
e62d9f3f92c029a14ca67f5e807fb2ca,socioambiental,2021-05-24,0
e62d9f3f92c029a14ca67f5e807fb2ca,socioambiental,2021-05-17,0
e62d9f3f92c029a14ca67f5e807fb2ca,socioambiental,2021-05-10,0
e62d9f3f92c029a14ca67f5e807fb2ca,socioambiental,2021-05-03,0
e62d9f3f92c029a14ca67f5e807fb2ca,socioambiental,2021-04-26,0
e62d9f3f92c029a14ca67f5e807fb2ca,socioambiental,2021-04-19,0
01ea98edfa16ee97ada6ca6056a75f0a,socioambiental,2021-07-12,0
01ea98edfa16ee97ada6ca6056a75f0a,socioambiental,2021-07-05,0
01ea98edfa16ee97ada6ca6056a75f0a,socioambiental,2021-06-28,0
01ea98edfa16ee97ada6ca6056a75f0a,socioambiental,2021-06-21,0
01ea98edfa16ee97ada6ca6056a75f0a,socioambiental,2021-06-14,0
01ea98edfa16ee97ada6ca6056a75f0a,socioambiental,2021-06-07,0
01ea98edfa16ee97ada6ca6056a75f0a,socioambiental,2021-05-31,0
01ea98edfa16ee97ada6ca6056a75f0a,socioambiental,2021-05-24,0
01ea98edfa16ee97ada6ca6056a75f0a,socioambiental,2021-05-17,0
01ea98edfa16ee97ada6ca6056a75f0a,socioambiental,2021-05-10,0
01ea98edfa16ee97ada6ca6056a75f0a,socioambiental,2021-05-03,0
01ea98edfa16ee97ada6ca6056a75f0a,socioambiental,2021-04-26,0
01ea98edfa16ee97ada6ca6056a75f0a,socioambiental,2021-04-19,0
2b09367fbd62ff3092aa1a602271e05c,socioambiental,2021-07-12,0
2b09367fbd62ff3092aa1a602271e05c,socioambiental,2021-07-05,0
2b09367fbd62ff3092aa1a602271e05c,socioambiental,2021-06-28,0
2b09367fbd62ff3092aa1a602271e05c,socioambiental,2021-06-21,0
2b09367fbd62ff3092aa1a602271e05c,socioambiental,2021-06-14,0
2b09367fbd62ff3092aa1a602271e05c,socioambiental,2021-06-07,0
2b09367fbd62ff3092aa1a602271e05c,socioambiental,2021-05-31,0
2b09367fbd62ff3092aa1a602271e05c,socioambiental,2021-05-24,0
2b09367fbd62ff3092aa1a602271e05c,socioambiental,2021-05-17,0
2b09367fbd62ff3092aa1a602271e05c,socioambiental,2021-05-10,0
2b09367fbd62ff3092aa1a602271e05c,socioambiental,2021-05-03,0
2b09367fbd62ff3092aa1a602271e05c,socioambiental,2021-04-26,0
2b09367fbd62ff3092aa1a602271e05c,socioambiental,2021-04-19,0
24b766dcc54aa7470ca7e402eee1a33a,socioambiental,2021-07-12,0.02
24b766dcc54aa7470ca7e402eee1a33a,socioambiental,2021-07-05,0.03
24b766dcc54aa7470ca7e402eee1a33a,socioambiental,2021-06-28,0.04
24b766dcc54aa7470ca7e402eee1a33a,socioambiental,2021-06-21,0.05
24b766dcc54aa7470ca7e402eee1a33a,socioambiental,2021-06-14,0.07
24b766dcc54aa7470ca7e402eee1a33a,socioambiental,2021-06-07,0.09
24b766dcc54aa7470ca7e402eee1a33a,socioambiental,2021-05-31,0.12
24b766dcc54aa7470ca7e402eee1a33a,socioambiental,2021-05-24,0.16
24b766dcc54aa7470ca7e402eee1a33a,socioambiental,2021-05-17,0.21
24b766dcc54aa7470ca7e402eee1a33a,socioambiental,2021-05-10,0.28
24b766dcc54aa7470ca7e402eee1a33a,socioambiental,2021-05-03,0.37
24b766dcc54aa7470ca7e402eee1a33a,socioambiental,2021-04-26,0.49
24b766dcc54aa7470ca7e402eee1a33a,socioambiental,2021-04-19,0.66
40ccf3c29d8d8c799dd114d48ab95c6b,socioambiental,2021-07-12,3.19
40ccf3c29d8d8c799dd114d48ab95c6b,socioambiental,2021-07-05,4.26
40ccf3c29d8d8c799dd114d48ab95c6b,socioambiental,2021-06-28,5.67
40ccf3c29d8d8c799dd114d48ab95c6b,socioambiental,2021-06-21,7.57
40ccf3c29d8d8c799dd114d48ab95c6b,socioambiental,2021-06-14,10.09
40ccf3c29d8d8c799dd114d48ab95c6b,socioambiental,2021-06-07,8.97
40ccf3c29d8d8c799dd114d48ab95c6b,socioambiental,2021-05-31,8.81
40ccf3c29d8d8c799dd114d48ab95c6b,socioambiental,2021-05-24,10.32
40ccf3c29d8d8c799dd114d48ab95c6b,socioambiental,2021-05-17,8.67
40ccf3c29d8d8c799dd114d48ab95c6b,socioambiental,2021-05-10,11.56
40ccf3c29d8d8c799dd114d48ab95c6b,socioambiental,2021-05-03,15.42
40ccf3c29d8d8c799dd114d48ab95c6b,socioambiental,2021-04-26,3.26
40ccf3c29d8d8c799dd114d48ab95c6b,socioambiental,2021-04-19,4.35
eecc73a15f65cbc6666459377e24da97,socioambiental,2021-07-12,0.1
eecc73a15f65cbc6666459377e24da97,socioambiental,2021-07-05,0.13
eecc73a15f65cbc6666459377e24da97,socioambiental,2021-06-28,0.17
eecc73a15f65cbc6666459377e24da97,socioambiental,2021-06-21,0.23
eecc73a15f65cbc6666459377e24da97,socioambiental,2021-06-14,0.3
eecc73a15f65cbc6666459377e24da97,socioambiental,2021-06-07,0.4
eecc73a15f65cbc6666459377e24da97,socioambiental,2021-05-31,0.53
eecc73a15f65cbc6666459377e24da97,socioambiental,2021-05-24,0.71
eecc73a15f65cbc6666459377e24da97,socioambiental,2021-05-17,0.95
eecc73a15f65cbc6666459377e24da97,socioambiental,2021-05-10,1.27
eecc73a15f65cbc6666459377e24da97,socioambiental,2021-05-03,1.69
eecc73a15f65cbc6666459377e24da97,socioambiental,2021-04-26,2.25
eecc73a15f65cbc6666459377e24da97,socioambiental,2021-04-19,0
ed9625d263ffd1af3c92ca6cf7325475,socioambiental,2021-07-12,0
ed9625d263ffd1af3c92ca6cf7325475,socioambiental,2021-07-05,0
ed9625d263ffd1af3c92ca6cf7325475,socioambiental,2021-06-28,0
ed9625d263ffd1af3c92ca6cf7325475,socioambiental,2021-06-21,0
ed9625d263ffd1af3c92ca6cf7325475,socioambiental,2021-06-14,0
ed9625d263ffd1af3c92ca6cf7325475,socioambiental,2021-06-07,0
ed9625d263ffd1af3c92ca6cf7325475,socioambiental,2021-05-31,0
ed9625d263ffd1af3c92ca6cf7325475,socioambiental,2021-05-24,0.01
ed9625d263ffd1af3c92ca6cf7325475,socioambiental,2021-05-17,0.01
ed9625d263ffd1af3c92ca6cf7325475,socioambiental,2021-05-10,0.01
ed9625d263ffd1af3c92ca6cf7325475,socioambiental,2021-05-03,0.02
ed9625d263ffd1af3c92ca6cf7325475,socioambiental,2021-04-26,0.02
ed9625d263ffd1af3c92ca6cf7325475,socioambiental,2021-04-19,0.03
ca3f10dd9ddb8b43db025b84e0f231e9,socioambiental,2021-07-12,0
ca3f10dd9ddb8b43db025b84e0f231e9,socioambiental,2021-07-05,0
ca3f10dd9ddb8b43db025b84e0f231e9,socioambiental,2021-06-28,0
ca3f10dd9ddb8b43db025b84e0f231e9,socioambiental,2021-06-21,0
ca3f10dd9ddb8b43db025b84e0f231e9,socioambiental,2021-06-14,0
ca3f10dd9ddb8b43db025b84e0f231e9,socioambiental,2021-06-07,0
ca3f10dd9ddb8b43db025b84e0f231e9,socioambiental,2021-05-31,0
ca3f10dd9ddb8b43db025b84e0f231e9,socioambiental,2021-05-24,0
ca3f10dd9ddb8b43db025b84e0f231e9,socioambiental,2021-05-17,0
ca3f10dd9ddb8b43db025b84e0f231e9,socioambiental,2021-05-10,0
ca3f10dd9ddb8b43db025b84e0f231e9,socioambiental,2021-05-03,0
ca3f10dd9ddb8b43db025b84e0f231e9,socioambiental,2021-04-26,0
ca3f10dd9ddb8b43db025b84e0f231e9,socioambiental,2021-04-19,0
a494f5f422a83ceb6af449675327fc61,socioambiental,2021-07-12,0
a494f5f422a83ceb6af449675327fc61,socioambiental,2021-07-05,0
a494f5f422a83ceb6af449675327fc61,socioambiental,2021-06-28,0
a494f5f422a83ceb6af449675327fc61,socioambiental,2021-06-21,0
a494f5f422a83ceb6af449675327fc61,socioambiental,2021-06-14,0
a494f5f422a83ceb6af449675327fc61,socioambiental,2021-06-07,0
a494f5f422a83ceb6af449675327fc61,socioambiental,2021-05-31,0
a494f5f422a83ceb6af449675327fc61,socioambiental,2021-05-24,0
a494f5f422a83ceb6af449675327fc61,socioambiental,2021-05-17,0
a494f5f422a83ceb6af449675327fc61,socioambiental,2021-05-10,0
a494f5f422a83ceb6af449675327fc61,socioambiental,2021-05-03,0
a494f5f422a83ceb6af449675327fc61,socioambiental,2021-04-26,0
a494f5f422a83ceb6af449675327fc61,socioambiental,2021-04-19,0
fe67ca9f845bd8ec47aeb8bc5f190c67,socioambiental,2021-07-12,0
fe67ca9f845bd8ec47aeb8bc5f190c67,socioambiental,2021-07-05,0
fe67ca9f845bd8ec47aeb8bc5f190c67,socioambiental,2021-06-28,0
fe67ca9f845bd8ec47aeb8bc5f190c67,socioambiental,2021-06-21,0
fe67ca9f845bd8ec47aeb8bc5f190c67,socioambiental,2021-06-14,0
fe67ca9f845bd8ec47aeb8bc5f190c67,socioambiental,2021-06-07,0
fe67ca9f845bd8ec47aeb8bc5f190c67,socioambiental,2021-05-31,0
fe67ca9f845bd8ec47aeb8bc5f190c67,socioambiental,2021-05-24,0
fe67ca9f845bd8ec47aeb8bc5f190c67,socioambiental,2021-05-17,0
fe67ca9f845bd8ec47aeb8bc5f190c67,socioambiental,2021-05-10,0
fe67ca9f845bd8ec47aeb8bc5f190c67,socioambiental,2021-05-03,0
fe67ca9f845bd8ec47aeb8bc5f190c67,socioambiental,2021-04-26,0
fe67ca9f845bd8ec47aeb8bc5f190c67,socioambiental,2021-04-19,0
1d5f1af19f04d44e5413beafca8f9ef7,socioambiental,2021-07-12,0
1d5f1af19f04d44e5413beafca8f9ef7,socioambiental,2021-07-05,0
1d5f1af19f04d44e5413beafca8f9ef7,socioambiental,2021-06-28,0
1d5f1af19f04d44e5413beafca8f9ef7,socioambiental,2021-06-21,0
1d5f1af19f04d44e5413beafca8f9ef7,socioambiental,2021-06-14,0
1d5f1af19f04d44e5413beafca8f9ef7,socioambiental,2021-06-07,0
1d5f1af19f04d44e5413beafca8f9ef7,socioambiental,2021-05-31,0
1d5f1af19f04d44e5413beafca8f9ef7,socioambiental,2021-05-24,0
1d5f1af19f04d44e5413beafca8f9ef7,socioambiental,2021-05-17,0
1d5f1af19f04d44e5413beafca8f9ef7,socioambiental,2021-05-10,0
1d5f1af19f04d44e5413beafca8f9ef7,socioambiental,2021-05-03,0
1d5f1af19f04d44e5413beafca8f9ef7,socioambiental,2021-04-26,0
1d5f1af19f04d44e5413beafca8f9ef7,socioambiental,2021-04-19,0
c1349b4a1b0518dec25e2767b74fb153,socioambiental,2021-07-12,2.2
c1349b4a1b0518dec25e2767b74fb153,socioambiental,2021-07-05,2.93
c1349b4a1b0518dec25e2767b74fb153,socioambiental,2021-06-28,3.91
c1349b4a1b0518dec25e2767b74fb153,socioambiental,2021-06-21,5.22
c1349b4a1b0518dec25e2767b74fb153,socioambiental,2021-06-14,6.95
c1349b4a1b0518dec25e2767b74fb153,socioambiental,2021-06-07,5.27
c1349b4a1b0518dec25e2767b74fb153,socioambiental,2021-05-31,0.36
c1349b4a1b0518dec25e2767b74fb153,socioambiental,2021-05-24,0.49
c1349b4a1b0518dec25e2767b74fb153,socioambiental,2021-05-17,0.65
c1349b4a1b0518dec25e2767b74fb153,socioambiental,2021-05-10,0.86
c1349b4a1b0518dec25e2767b74fb153,socioambiental,2021-05-03,1.15
c1349b4a1b0518dec25e2767b74fb153,socioambiental,2021-04-26,0.2
c1349b4a1b0518dec25e2767b74fb153,socioambiental,2021-04-19,0.27
c08ac5eecb70a8d884aafbd636f5e3d9,socioambiental,2021-07-12,0
c08ac5eecb70a8d884aafbd636f5e3d9,socioambiental,2021-07-05,0
c08ac5eecb70a8d884aafbd636f5e3d9,socioambiental,2021-06-28,0
c08ac5eecb70a8d884aafbd636f5e3d9,socioambiental,2021-06-21,0
c08ac5eecb70a8d884aafbd636f5e3d9,socioambiental,2021-06-14,0
c08ac5eecb70a8d884aafbd636f5e3d9,socioambiental,2021-06-07,0
c08ac5eecb70a8d884aafbd636f5e3d9,socioambiental,2021-05-31,0
c08ac5eecb70a8d884aafbd636f5e3d9,socioambiental,2021-05-24,0
c08ac5eecb70a8d884aafbd636f5e3d9,socioambiental,2021-05-17,0
c08ac5eecb70a8d884aafbd636f5e3d9,socioambiental,2021-05-10,0
c08ac5eecb70a8d884aafbd636f5e3d9,socioambiental,2021-05-03,0
c08ac5eecb70a8d884aafbd636f5e3d9,socioambiental,2021-04-26,0
c08ac5eecb70a8d884aafbd636f5e3d9,socioambiental,2021-04-19,0
2910a0a3952ecfa66450c10972e4c6ee,socioambiental,2021-07-12,0
2910a0a3952ecfa66450c10972e4c6ee,socioambiental,2021-07-05,0
2910a0a3952ecfa66450c10972e4c6ee,socioambiental,2021-06-28,0
2910a0a3952ecfa66450c10972e4c6ee,socioambiental,2021-06-21,0
2910a0a3952ecfa66450c10972e4c6ee,socioambiental,2021-06-14,0
2910a0a3952ecfa66450c10972e4c6ee,socioambiental,2021-06-07,0
2910a0a3952ecfa66450c10972e4c6ee,socioambiental,2021-05-31,0
2910a0a3952ecfa66450c10972e4c6ee,socioambiental,2021-05-24,0
2910a0a3952ecfa66450c10972e4c6ee,socioambiental,2021-05-17,0
2910a0a3952ecfa66450c10972e4c6ee,socioambiental,2021-05-10,0
2910a0a3952ecfa66450c10972e4c6ee,socioambiental,2021-05-03,0
2910a0a3952ecfa66450c10972e4c6ee,socioambiental,2021-04-26,0
2910a0a3952ecfa66450c10972e4c6ee,socioambiental,2021-04-19,0
8d54ffda7c2ed473ab55c439a0999ed1,socioambiental,2021-07-12,0
8d54ffda7c2ed473ab55c439a0999ed1,socioambiental,2021-07-05,0
8d54ffda7c2ed473ab55c439a0999ed1,socioambiental,2021-06-28,0
8d54ffda7c2ed473ab55c439a0999ed1,socioambiental,2021-06-21,0
8d54ffda7c2ed473ab55c439a0999ed1,socioambiental,2021-06-14,0
8d54ffda7c2ed473ab55c439a0999ed1,socioambiental,2021-06-07,0
8d54ffda7c2ed473ab55c439a0999ed1,socioambiental,2021-05-31,0
8d54ffda7c2ed473ab55c439a0999ed1,socioambiental,2021-05-24,0
8d54ffda7c2ed473ab55c439a0999ed1,socioambiental,2021-05-17,0
8d54ffda7c2ed473ab55c439a0999ed1,socioambiental,2021-05-10,0
8d54ffda7c2ed473ab55c439a0999ed1,socioambiental,2021-05-03,0
8d54ffda7c2ed473ab55c439a0999ed1,socioambiental,2021-04-26,0
8d54ffda7c2ed473ab55c439a0999ed1,socioambiental,2021-04-19,0
30978ba81119245460a88f25b4814239,socioambiental,2021-07-12,0
30978ba81119245460a88f25b4814239,socioambiental,2021-07-05,0
30978ba81119245460a88f25b4814239,socioambiental,2021-06-28,0
30978ba81119245460a88f25b4814239,socioambiental,2021-06-21,0
30978ba81119245460a88f25b4814239,socioambiental,2021-06-14,0
30978ba81119245460a88f25b4814239,socioambiental,2021-06-07,0
30978ba81119245460a88f25b4814239,socioambiental,2021-05-31,0.01
30978ba81119245460a88f25b4814239,socioambiental,2021-05-24,0.01
30978ba81119245460a88f25b4814239,socioambiental,2021-05-17,0.01
30978ba81119245460a88f25b4814239,socioambiental,2021-05-10,0.01
30978ba81119245460a88f25b4814239,socioambiental,2021-05-03,0.02
30978ba81119245460a88f25b4814239,socioambiental,2021-04-26,0.03
30978ba81119245460a88f25b4814239,socioambiental,2021-04-19,0.03
7b363ef546583caeb01ed8091b7d8f60,socioambiental,2021-07-12,0
7b363ef546583caeb01ed8091b7d8f60,socioambiental,2021-07-05,0
7b363ef546583caeb01ed8091b7d8f60,socioambiental,2021-06-28,0
7b363ef546583caeb01ed8091b7d8f60,socioambiental,2021-06-21,0
7b363ef546583caeb01ed8091b7d8f60,socioambiental,2021-06-14,0
7b363ef546583caeb01ed8091b7d8f60,socioambiental,2021-06-07,0
7b363ef546583caeb01ed8091b7d8f60,socioambiental,2021-05-31,0
7b363ef546583caeb01ed8091b7d8f60,socioambiental,2021-05-24,0
7b363ef546583caeb01ed8091b7d8f60,socioambiental,2021-05-17,0
7b363ef546583caeb01ed8091b7d8f60,socioambiental,2021-05-10,0
7b363ef546583caeb01ed8091b7d8f60,socioambiental,2021-05-03,0
7b363ef546583caeb01ed8091b7d8f60,socioambiental,2021-04-26,0
7b363ef546583caeb01ed8091b7d8f60,socioambiental,2021-04-19,0
b705a261cd591e128d22b3cd678aba66,socioambiental,2021-07-12,0
b705a261cd591e128d22b3cd678aba66,socioambiental,2021-07-05,0
b705a261cd591e128d22b3cd678aba66,socioambiental,2021-06-28,0
b705a261cd591e128d22b3cd678aba66,socioambiental,2021-06-21,0
b705a261cd591e128d22b3cd678aba66,socioambiental,2021-06-14,0
b705a261cd591e128d22b3cd678aba66,socioambiental,2021-06-07,0
b705a261cd591e128d22b3cd678aba66,socioambiental,2021-05-31,0
b705a261cd591e128d22b3cd678aba66,socioambiental,2021-05-24,0
b705a261cd591e128d22b3cd678aba66,socioambiental,2021-05-17,0
b705a261cd591e128d22b3cd678aba66,socioambiental,2021-05-10,0
b705a261cd591e128d22b3cd678aba66,socioambiental,2021-05-03,0
b705a261cd591e128d22b3cd678aba66,socioambiental,2021-04-26,0
b705a261cd591e128d22b3cd678aba66,socioambiental,2021-04-19,0
88d5abe1f8cbfc8664546cb0685008b5,socioambiental,2021-07-12,0
88d5abe1f8cbfc8664546cb0685008b5,socioambiental,2021-07-05,0
88d5abe1f8cbfc8664546cb0685008b5,socioambiental,2021-06-28,0
88d5abe1f8cbfc8664546cb0685008b5,socioambiental,2021-06-21,0
88d5abe1f8cbfc8664546cb0685008b5,socioambiental,2021-06-14,0
88d5abe1f8cbfc8664546cb0685008b5,socioambiental,2021-06-07,0
88d5abe1f8cbfc8664546cb0685008b5,socioambiental,2021-05-31,0
88d5abe1f8cbfc8664546cb0685008b5,socioambiental,2021-05-24,0
88d5abe1f8cbfc8664546cb0685008b5,socioambiental,2021-05-17,0
88d5abe1f8cbfc8664546cb0685008b5,socioambiental,2021-05-10,0
88d5abe1f8cbfc8664546cb0685008b5,socioambiental,2021-05-03,0
88d5abe1f8cbfc8664546cb0685008b5,socioambiental,2021-04-26,0
88d5abe1f8cbfc8664546cb0685008b5,socioambiental,2021-04-19,0
abe39bc996872369c2b8e78be817c9a3,socioambiental,2021-07-12,1.15
abe39bc996872369c2b8e78be817c9a3,socioambiental,2021-07-05,1.54
abe39bc996872369c2b8e78be817c9a3,socioambiental,2021-06-28,2.05
abe39bc996872369c2b8e78be817c9a3,socioambiental,2021-06-21,0.06
abe39bc996872369c2b8e78be817c9a3,socioambiental,2021-06-14,0.08
abe39bc996872369c2b8e78be817c9a3,socioambiental,2021-06-07,0.11
abe39bc996872369c2b8e78be817c9a3,socioambiental,2021-05-31,0.15
abe39bc996872369c2b8e78be817c9a3,socioambiental,2021-05-24,0.2
abe39bc996872369c2b8e78be817c9a3,socioambiental,2021-05-17,0.27
abe39bc996872369c2b8e78be817c9a3,socioambiental,2021-05-10,0.36
abe39bc996872369c2b8e78be817c9a3,socioambiental,2021-05-03,0.48
abe39bc996872369c2b8e78be817c9a3,socioambiental,2021-04-26,0.64
abe39bc996872369c2b8e78be817c9a3,socioambiental,2021-04-19,0.85
e716ed0a9fc1cb4120e82220fef1aea0,socioambiental,2021-07-12,0
e716ed0a9fc1cb4120e82220fef1aea0,socioambiental,2021-07-05,0
e716ed0a9fc1cb4120e82220fef1aea0,socioambiental,2021-06-28,0
e716ed0a9fc1cb4120e82220fef1aea0,socioambiental,2021-06-21,0
e716ed0a9fc1cb4120e82220fef1aea0,socioambiental,2021-06-14,0
e716ed0a9fc1cb4120e82220fef1aea0,socioambiental,2021-06-07,0
e716ed0a9fc1cb4120e82220fef1aea0,socioambiental,2021-05-31,0
e716ed0a9fc1cb4120e82220fef1aea0,socioambiental,2021-05-24,0
e716ed0a9fc1cb4120e82220fef1aea0,socioambiental,2021-05-17,0
e716ed0a9fc1cb4120e82220fef1aea0,socioambiental,2021-05-10,0
e716ed0a9fc1cb4120e82220fef1aea0,socioambiental,2021-05-03,0
e716ed0a9fc1cb4120e82220fef1aea0,socioambiental,2021-04-26,0
e716ed0a9fc1cb4120e82220fef1aea0,socioambiental,2021-04-19,0
da56cfe43797bc3f851ac9e990de7c2b,socioambiental,2021-07-12,0
da56cfe43797bc3f851ac9e990de7c2b,socioambiental,2021-07-05,0
da56cfe43797bc3f851ac9e990de7c2b,socioambiental,2021-06-28,0
da56cfe43797bc3f851ac9e990de7c2b,socioambiental,2021-06-21,0
da56cfe43797bc3f851ac9e990de7c2b,socioambiental,2021-06-14,0
da56cfe43797bc3f851ac9e990de7c2b,socioambiental,2021-06-07,0
da56cfe43797bc3f851ac9e990de7c2b,socioambiental,2021-05-31,0
da56cfe43797bc3f851ac9e990de7c2b,socioambiental,2021-05-24,0
da56cfe43797bc3f851ac9e990de7c2b,socioambiental,2021-05-17,0
da56cfe43797bc3f851ac9e990de7c2b,socioambiental,2021-05-10,0
da56cfe43797bc3f851ac9e990de7c2b,socioambiental,2021-05-03,0
da56cfe43797bc3f851ac9e990de7c2b,socioambiental,2021-04-26,0
da56cfe43797bc3f851ac9e990de7c2b,socioambiental,2021-04-19,0
c0c62d7e4b8998071688758c0c754c64,socioambiental,2021-07-12,3.79
c0c62d7e4b8998071688758c0c754c64,socioambiental,2021-07-05,5.05
c0c62d7e4b8998071688758c0c754c64,socioambiental,2021-06-28,3.16
c0c62d7e4b8998071688758c0c754c64,socioambiental,2021-06-21,4.21
c0c62d7e4b8998071688758c0c754c64,socioambiental,2021-06-14,2.04
c0c62d7e4b8998071688758c0c754c64,socioambiental,2021-06-07,2.72
c0c62d7e4b8998071688758c0c754c64,socioambiental,2021-05-31,0.62
c0c62d7e4b8998071688758c0c754c64,socioambiental,2021-05-24,0.83
c0c62d7e4b8998071688758c0c754c64,socioambiental,2021-05-17,1.11
c0c62d7e4b8998071688758c0c754c64,socioambiental,2021-05-10,1.47
c0c62d7e4b8998071688758c0c754c64,socioambiental,2021-05-03,1.97
c0c62d7e4b8998071688758c0c754c64,socioambiental,2021-04-26,2.62
c0c62d7e4b8998071688758c0c754c64,socioambiental,2021-04-19,3.49
95a3ca957f9109c578c17f6a23a471e1,socioambiental,2021-07-12,0.54
95a3ca957f9109c578c17f6a23a471e1,socioambiental,2021-07-05,0.73
95a3ca957f9109c578c17f6a23a471e1,socioambiental,2021-06-28,0.97
95a3ca957f9109c578c17f6a23a471e1,socioambiental,2021-06-21,1.29
95a3ca957f9109c578c17f6a23a471e1,socioambiental,2021-06-14,0.39
95a3ca957f9109c578c17f6a23a471e1,socioambiental,2021-06-07,0.51
95a3ca957f9109c578c17f6a23a471e1,socioambiental,2021-05-31,0.69
95a3ca957f9109c578c17f6a23a471e1,socioambiental,2021-05-24,0.92
95a3ca957f9109c578c17f6a23a471e1,socioambiental,2021-05-17,1.22
95a3ca957f9109c578c17f6a23a471e1,socioambiental,2021-05-10,1.63
95a3ca957f9109c578c17f6a23a471e1,socioambiental,2021-05-03,2.17
95a3ca957f9109c578c17f6a23a471e1,socioambiental,2021-04-26,0.65
95a3ca957f9109c578c17f6a23a471e1,socioambiental,2021-04-19,0.87
a577f85dfb0ef093a6aef6945f9da14a,socioambiental,2021-07-12,0
a577f85dfb0ef093a6aef6945f9da14a,socioambiental,2021-07-05,0
a577f85dfb0ef093a6aef6945f9da14a,socioambiental,2021-06-28,0
a577f85dfb0ef093a6aef6945f9da14a,socioambiental,2021-06-21,0
a577f85dfb0ef093a6aef6945f9da14a,socioambiental,2021-06-14,0
a577f85dfb0ef093a6aef6945f9da14a,socioambiental,2021-06-07,0
