id_votacao,orientacao,tipo_lideranca,partido_bloco,casa
946494-75,1,P,PSB,camara
946494-75,1,P,NOVO,camara
946494-75,1,P,Patriota,camara
946494-75,1,B,GOV.,camara
946494-75,1,B,PslPpPsd...,camara
946494-75,1,P,PSDB,camara
946494-75,1,P,PHS,camara
946494-75,1,P,PRB,camara
946494-75,1,P,PPS,camara
946494-75,1,B,Minoria,camara
946494-75,1,B,Oposição,camara
946494-75,1,B,Maioria,camara
946494-75,1,P,PCdoB,camara
946494-75,1,P,Solidaried,camara
946494-75,1,P,PT,camara
946494-75,1,P,PPL,camara
946494-68,-1,P,PSDB,camara
946494-68,-1,P,PRP,camara
946494-68,-1,B,Maioria,camara
946494-68,-1,P,PHS,camara
946494-68,-1,P,PSB,camara
946494-68,-1,B,PslPpPsd...,camara
946494-68,5,P,NOVO,camara
946494-68,-1,P,Patriota,camara
946494-68,-1,P,PSOL,camara
946494-68,-1,P,PCdoB,camara
946494-68,-1,P,PRB,camara
946494-68,-1,P,PT,camara
946494-68,-1,B,Minoria,camara
946494-68,-1,P,REDE,camara
946494-68,-1,B,Oposição,camara
946494-68,-1,P,PPS,camara
946494-68,-1,B,GOV.,camara
946494-68,-1,B,PdtPodePros...,camara
946494-68,-1,P,Solidaried,camara
946494-68,-1,P,PPL,camara
946494-67,-1,P,PCdoB,camara
946494-67,-1,B,Maioria,camara
946494-67,-1,B,Oposição,camara
946494-67,-1,P,Patriota,camara
946494-67,-1,P,REDE,camara
946494-67,5,P,NOVO,camara
946494-67,-1,P,PPL,camara
946494-67,-1,P,PSDB,camara
946494-67,-1,P,PRP,camara
946494-67,-1,P,PHS,camara
946494-67,-1,P,PPS,camara
946494-67,-1,B,PdtPodePros...,camara
946494-67,-1,P,PRB,camara
946494-67,-1,B,PslPpPsd...,camara
946494-67,-1,P,PT,camara
946494-67,-1,P,PSOL,camara
946494-67,-1,B,Minoria,camara
946494-67,-1,P,Solidaried,camara
946494-67,-1,B,GOV.,camara
946494-67,-1,P,PSB,camara
946494-64,1,B,PdtPodePros...,camara
946494-64,1,P,PPL,camara
946494-64,1,B,Maioria,camara
946494-64,1,B,GOV.,camara
946494-64,1,P,PSOL,camara
946494-64,1,P,PSDB,camara
946494-64,1,P,PHS,camara
946494-64,1,P,PRP,camara
946494-64,1,P,REDE,camara
946494-64,1,P,PSB,camara
946494-64,5,P,NOVO,camara
946494-64,1,P,Patriota,camara
946494-64,1,P,PPS,camara
946494-64,1,P,Solidaried,camara
946494-64,1,P,PT,camara
946494-64,1,B,Oposição,camara
946494-64,1,B,PslPpPsd...,camara
946494-64,1,P,PCdoB,camara
946494-64,1,B,Minoria,camara
946494-64,1,P,PRB,camara
2193540-135,-1,P,PSL,camara
2193540-135,-1,B,PpMdbPtb,camara
2193540-135,-1,P,CIDADANIA,camara
2193540-135,-1,P,DEM,camara
2193540-135,-1,P,PSB,camara
2193540-135,-1,P,Solidaried,camara
2193540-135,2,P,PT,camara
2193540-135,1,P,PCdoB,camara
2193540-135,1,P,PV,camara
2193540-135,-1,P,PR,camara
2193540-135,5,B,Minoria,camara
2193540-135,1,P,PSC,camara
2193540-135,1,P,NOVO,camara
2193540-135,-1,P,Podemos,camara
2193540-135,-1,P,Patriota,camara
2193540-135,1,P,PSDB,camara
2193540-135,2,P,PSOL,camara
2193540-135,-1,P,PSD,camara
2193540-135,-1,B,Maioria,camara
2193540-135,5,B,GOV.,camara
2193540-135,-1,P,PRB,camara
2193540-135,-1,B,PdtAvante,camara
2193540-77,1,P,REDE,camara
2193540-77,5,B,Minoria,camara
2193540-77,-1,P,PRB,camara
2193540-77,1,P,PCdoB,camara
2193540-77,1,P,PPS,camara
2193540-77,-1,B,Maioria,camara
2193540-77,-1,P,PSDB,camara
2193540-77,-1,P,PT,camara
2193540-77,1,P,PSB,camara
2193540-77,-1,P,Solidaried,camara
2193540-77,5,B,PdtPros...,camara
2193540-77,-1,P,PSL,camara
2193540-77,-1,B,PpPrPsd,camara
2193540-77,5,P,Podemos,camara
2193540-77,1,P,NOVO,camara
2193540-77,1,P,PSOL,camara
2091285-14,-1,P,PR,camara
2091285-14,-1,P,REDE,camara
2091285-14,5,B,Minoria,camara
2091285-14,-1,P,PCdoB,camara
2091285-14,-1,P,PSOL,camara
2091285-14,5,P,PDT,camara
2091285-14,1,P,PMB,camara
2091285-14,5,B,PtbSdPros...,camara
2091285-14,-1,P,PT,camara
2091285-14,-1,P,PEN,camara
2091285-14,-1,B,PmdbPsdbPp...,camara
2091285-14,-1,P,PSC,camara
2091285-14,-1,P,PPS,camara
2077691-20,1,P,DEM,camara
2077691-20,2,P,PDT,camara
2077691-20,1,P,PRB,camara
2077691-20,1,P,PSD,camara
2077691-20,1,P,PT,camara
2077691-20,2,P,REDE,camara
2077691-20,1,B,PtbProsPslPrp,camara
2077691-20,1,P,PSB,camara
2077691-20,1,P,PCdoB,camara
2077691-20,1,B,PpAvante,camara
2077691-20,1,P,Solidaried,camara
2077691-20,1,P,PPS,camara
2077691-20,1,P,PSDB,camara
2077691-20,1,P,PR,camara
2077691-20,1,P,PMDB,camara
2077691-20,1,P,PSC,camara
2077691-20,2,P,PSOL,camara
2077691-20,2,P,PHS,camara
2160639-11,1,B,PpAvante,camara
2160639-11,1,P,DEM,camara
2160639-11,1,P,PSD,camara
2160639-11,1,P,PDT,camara
2160639-11,1,P,Solidaried,camara
2160639-11,1,P,PSDB,camara
2160639-11,5,B,Oposição,camara
2160639-11,1,P,PRB,camara
2160639-11,1,P,PPS,camara
2160639-11,1,P,PSC,camara
2160639-11,1,P,PSB,camara
2160639-11,1,P,Podemos,camara
2160639-11,1,B,PtbPros,camara
2160639-11,2,P,PSOL,camara
2160639-11,1,P,PCdoB,camara
2160639-11,1,B,GOV.,camara
2160639-11,1,P,PR,camara
2160639-11,2,P,PT,camara
2160639-11,1,P,PSL,camara
2160639-11,5,B,Minoria,camara
2160639-11,1,P,Patriota,camara
2193564-57,1,P,PSDB,camara
2193564-57,5,B,Minoria,camara
2193564-57,1,P,PDT,camara
2193564-57,1,P,DEM,camara
2193564-57,1,P,Patriota,camara
2193564-57,2,P,PT,camara
2193564-57,1,P,PV,camara
2193564-57,1,P,Solidaried,camara
2193564-57,1,P,Avante,camara
2193564-57,5,P,PSB,camara
2193564-57,1,B,PpMdbPtb,camara
2193564-57,1,P,PSL,camara
2193564-57,1,P,PR,camara
2193564-57,1,P,Podemos,camara
2193564-57,1,P,PSD,camara
2193564-57,2,P,PSOL,camara
2193564-57,1,P,CIDADANIA,camara
2193564-57,2,P,PCdoB,camara
2193564-57,1,P,PRB,camara
2193564-54,-1,P,PR,camara
2193564-54,-1,P,PSC,camara
2193564-54,-1,P,Podemos,camara
2193564-54,-1,P,PSD,camara
2193564-54,-1,P,CIDADANIA,camara
2193564-54,2,P,PDT,camara
2193564-54,-1,B,PpMdbPtb,camara
2193564-54,2,P,PSB,camara
2193564-54,2,P,PCdoB,camara
2193564-54,-1,P,PRB,camara
2193564-54,-1,P,PSDB,camara
2193564-54,2,P,PSOL,camara
2193564-54,-1,P,PSL,camara
2193564-54,-1,P,Patriota,camara
2193564-54,-1,P,DEM,camara
2193564-54,-1,P,Avante,camara
2193564-54,-1,P,NOVO,camara
2193564-54,-1,P,Solidaried,camara
2193564-54,-1,B,GOV.,camara
2193564-54,2,P,PT,camara
2193564-54,2,B,Oposição,camara
2193564-43,2,P,PCdoB,camara
2193564-43,-1,P,Solidaried,camara
2193564-43,2,P,PDT,camara
2193564-43,-1,P,PSD,camara
2193564-43,2,B,Minoria,camara
2193564-43,-1,P,PRB,camara
2193564-43,-1,B,PpMdbPtb,camara
2193564-43,2,P,PSOL,camara
2193564-43,2,P,PT,camara
2193564-43,-1,P,CIDADANIA,camara
2193564-43,-1,P,PV,camara
2193564-43,-1,P,Avante,camara
2193564-43,-1,P,DEM,camara
2193564-43,-1,P,Patriota,camara
2193564-43,-1,P,PR,camara
2193564-43,-1,P,PSDB,camara
2193564-43,2,P,PSB,camara
2193564-43,-1,P,PSL,camara
2193564-43,-1,P,PMN,camara
2193564-40,2,B,Oposição,camara
2193564-40,-1,P,PSL,camara
2193564-40,-1,P,PR,camara
2193564-40,-1,P,Avante,camara
2193564-40,2,P,PSOL,camara
2193564-40,-1,P,NOVO,camara
2193564-40,-1,P,PSC,camara
2193564-40,-1,P,PROS,camara
2193564-40,2,P,PCdoB,camara
2193564-40,-1,P,PSDB,camara
2193564-40,-1,P,PRB,camara
2193564-40,-1,B,PpMdbPtb,camara
2193564-40,-1,P,Solidaried,camara
2193564-40,2,P,PSB,camara
2193564-40,-1,P,PSD,camara
2193564-40,-1,P,Podemos,camara
2193564-40,-1,P,CIDADANIA,camara
2193564-40,5,P,DEM,camara
2193564-40,2,B,Minoria,camara
2193564-40,2,P,PDT,camara
2193564-40,2,P,PT,camara
2188301-65,1,B,GOV.,camara
2188301-65,1,P,CIDADANIA,camara
2188301-65,1,P,PSDB,camara
2188301-65,1,P,PSC,camara
2188301-65,2,P,PSB,camara
2188301-65,2,P,PSD,camara
2188301-65,1,P,Solidaried,camara
2188301-65,1,P,PRB,camara
2188301-65,2,P,Avante,camara
2188301-65,2,P,PT,camara
2188301-65,1,B,PpMdbPtb,camara
2188301-65,2,B,Oposição,camara
2188301-65,2,B,Minoria,camara
2188301-65,1,P,NOVO,camara
2188301-65,1,P,DEM,camara
2188301-65,1,P,Patriota,camara
2188301-65,1,P,PR,camara
2188301-65,2,P,PDT,camara
2188301-65,1,P,PSL,camara
2188301-65,2,P,PCdoB,camara
2188301-65,2,P,PSOL,camara
2188301-62,2,P,PT,camara
2188301-62,2,P,PSB,camara
2188301-62,2,P,PDT,camara
2188301-62,2,B,Oposição,camara
2188301-62,1,B,GOV.,camara
2188301-62,1,P,PSC,camara
2188301-62,1,P,PR,camara
2188301-62,1,P,Patriota,camara
2188301-62,1,P,PSL,camara
2188301-62,2,P,PSOL,camara
2188301-62,2,P,PCdoB,camara
2188301-62,1,P,DEM,camara
2188301-62,1,B,PpMdbPtb,camara
2188301-62,1,P,PRB,camara
2188301-62,1,P,PSDB,camara
2188301-62,1,P,NOVO,camara
2188301-62,2,B,Minoria,camara
2188301-62,1,P,Solidaried,camara
2188301-62,1,P,CIDADANIA,camara
2188301-62,1,P,PSD,camara
2188301-59,1,B,GOV.,camara
2188301-59,2,P,PCdoB,camara
2188301-59,1,P,Patriota,camara
2188301-59,1,P,PR,camara
2188301-59,1,P,PV,camara
2188301-59,1,P,DEM,camara
2188301-59,2,B,Oposição,camara
2188301-59,1,P,PSD,camara
2188301-59,1,P,PSDB,camara
2188301-59,1,P,NOVO,camara
2188301-59,2,P,PSB,camara
2188301-59,2,P,PSOL,camara
2188301-59,1,P,Avante,camara
2188301-59,1,P,Podemos,camara
2188301-59,1,P,CIDADANIA,camara
2188301-59,1,P,PSL,camara
2188301-59,1,B,PpMdbPtb,camara
2188301-59,2,P,PT,camara
2188301-59,1,P,PMN,camara
2188301-59,1,P,Solidaried,camara
2188301-59,1,P,PSC,camara
2188301-59,2,B,Minoria,camara
2188301-59,2,P,PDT,camara
2188301-59,1,P,PRB,camara
2188301-57,-1,P,CIDADANIA,camara
2188301-57,2,B,Minoria,camara
2188301-57,2,P,PCdoB,camara
2188301-57,-1,P,DEM,camara
2188301-57,-1,P,NOVO,camara
2188301-57,-1,P,Patriota,camara
2188301-57,-1,P,PR,camara
2188301-57,-1,P,PSC,camara
2188301-57,2,P,PT,camara
2188301-57,-1,P,Podemos,camara
2188301-57,-1,P,PSL,camara
2188301-57,-1,P,PV,camara
2188301-57,2,P,PSB,camara
2188301-57,-1,P,PRB,camara
2188301-57,-1,P,Solidaried,camara
2188301-57,2,B,Oposição,camara
2188301-57,-1,B,GOV.,camara
2188301-57,2,P,PDT,camara
2188301-57,-1,B,PpMdbPtb,camara
2188301-57,-1,P,PSDB,camara
2188301-57,-1,P,PSD,camara
2188301-57,2,P,PSOL,camara
2188301-50,2,B,Minoria,camara
2188301-50,-1,P,PRB,camara
2188301-50,-1,P,PSC,camara
2188301-50,-1,P,CIDADANIA,camara
2188301-50,-1,B,GOV.,camara
2188301-50,2,P,PCdoB,camara
2188301-50,2,P,Avante,camara
2188301-50,2,P,PSB,camara
2188301-50,-1,P,PSL,camara
2188301-50,-1,P,PR,camara
2188301-50,-1,P,PSD,camara
2188301-50,-1,P,DEM,camara
2188301-50,2,P,PT,camara
2188301-50,-1,P,PROS,camara
2188301-50,-1,B,PpMdbPtb,camara
2188301-50,-1,P,Solidaried,camara
2188301-50,-1,P,PSDB,camara
2188301-50,-1,P,Podemos,camara
2188301-50,2,P,PDT,camara
2188301-50,-1,P,NOVO,camara
2188301-50,-1,P,Patriota,camara
2188301-50,2,P,PSOL,camara
2188301-48,1,P,PROS,camara
2188301-48,2,P,PCdoB,camara
2188301-48,1,P,Avante,camara
2188301-48,1,P,Patriota,camara
2188301-48,1,P,PSD,camara
2188301-48,2,P,PSB,camara
2188301-48,1,P,PRB,camara
2188301-48,1,P,NOVO,camara
2188301-48,2,P,PT,camara
2188301-48,1,P,PSC,camara
2188301-48,1,P,PSL,camara
2188301-48,2,P,PSOL,camara
2188301-48,1,B,PpMdbPtb,camara
2188301-48,1,P,Solidaried,camara
2188301-48,1,P,PR,camara
2188301-48,1,P,Podemos,camara
2188301-48,1,P,DEM,camara
2188301-48,1,B,GOV.,camara
2188301-48,1,P,PSDB,camara
2188301-48,1,P,CIDADANIA,camara
2188301-48,2,P,PDT,camara
2188301-48,2,B,Minoria,camara
2188301-45,1,P,PSDB,camara
2188301-45,1,P,PSL,camara
2188301-45,1,P,NOVO,camara
2188301-45,2,P,PSB,camara
2188301-45,1,P,Patriota,camara
2188301-45,2,B,Oposição,camara
2188301-45,2,P,PDT,camara
2188301-45,2,P,PCdoB,camara
2188301-45,1,P,Avante,camara
2188301-45,1,P,PRB,camara
2188301-45,1,B,PpMdbPtb,camara
2188301-45,1,P,PROS,camara
2188301-45,2,P,PT,camara
2188301-45,2,P,PSOL,camara
2188301-45,1,B,GOV.,camara
2188301-45,1,P,DEM,camara
2188301-45,1,P,Solidaried,camara
2188301-45,1,P,Podemos,camara
2188301-45,2,B,Minoria,camara
2188301-45,1,P,PR,camara
2188301-45,1,P,PSC,camara
2188301-45,1,P,CIDADANIA,camara
2188301-41,-1,P,PSD,camara
2188301-41,-1,P,PSL,camara
2188301-41,-1,P,Podemos,camara
2188301-41,-1,P,PR,camara
2188301-41,-1,P,DEM,camara
2188301-41,2,P,PDT,camara
2188301-41,-1,P,NOVO,camara
2188301-41,-1,P,Solidaried,camara
2188301-41,-1,B,PpMdbPtb,camara
2188301-41,-1,P,PV,camara
2188301-41,2,P,PT,camara
2188301-41,-1,P,Avante,camara
2188301-41,-1,P,PRB,camara
2188301-41,2,P,PSOL,camara
2188301-41,-1,P,PSC,camara
2188301-41,1,B,Oposição,camara
2188301-41,2,P,PCdoB,camara
2188301-38,2,P,PSB,camara
2188301-38,-1,P,Solidaried,camara
2188301-38,2,B,Minoria,camara
2188301-38,2,P,PT,camara
2188301-38,-1,P,PRB,camara
2188301-38,-1,B,GOV.,camara
2188301-38,-1,P,PSDB,camara
2188301-38,-1,P,PSC,camara
2188301-38,-1,P,PSD,camara
2188301-38,-1,P,Patriota,camara
2188301-38,2,P,PDT,camara
2188301-38,2,P,PCdoB,camara
2188301-38,-1,P,Podemos,camara
2188301-38,-1,P,PR,camara
2188301-38,2,P,Avante,camara
2188301-38,-1,P,PROS,camara
2188301-38,2,B,Oposição,camara
2188301-38,-1,P,NOVO,camara
2188301-38,-1,P,PSL,camara
2188301-38,-1,P,CIDADANIA,camara
2188301-38,2,P,PSOL,camara
2188301-38,-1,P,DEM,camara
2188301-38,-1,B,PpMdbPtb,camara
2203106-13,1,P,PDT,camara
2203106-13,1,P,Solidaried,camara
2203106-13,1,P,PMN,camara
2203106-13,1,P,PSDB,camara
2203106-13,-1,P,PSL,camara
2203106-13,1,B,PpMdbPtb,camara
2203106-13,1,P,PT,camara
2203106-13,1,P,CIDADANIA,camara
2203106-13,-1,P,NOVO,camara
2203106-13,1,P,REDE,camara
2203106-13,-1,B,GOV.,camara
2203106-13,1,B,Maioria,camara
2203106-13,1,P,PSB,camara
2203106-13,1,P,PRB,camara
2203106-13,1,P,DEM,camara
2203106-13,1,P,PSD,camara
2203106-13,1,P,Podemos,camara
2203106-13,1,P,Patriota,camara
2203106-13,1,P,PSOL,camara
2203106-13,1,P,PCdoB,camara
2203106-13,1,B,Minoria,camara
2203106-13,1,P,PR,camara
2203106-13,1,P,Avante,camara
2203106-13,1,B,Oposição,camara
2189858-73,1,P,PSB,camara
2189858-73,-1,P,PSDB,camara
2189858-73,-1,P,PRB,camara
2189858-73,-1,B,GOV.,camara
2189858-73,-1,P,PROS,camara
2189858-73,2,P,PT,camara
2189858-73,1,P,PCdoB,camara
2189858-73,-1,P,CIDADANIA,camara
2189858-73,1,P,PSC,camara
2189858-73,-1,P,Solidaried,camara
2189858-73,-1,P,PV,camara
2189858-73,-1,B,PpMdbPtb,camara
2189858-73,-1,P,DEM,camara
2189858-73,-1,P,PR,camara
2189858-73,-1,P,PSD,camara
2189858-73,-1,P,NOVO,camara
2189858-73,1,B,Minoria,camara
2189858-73,2,P,PDT,camara
2189858-73,-1,P,Patriota,camara
2189858-73,2,P,PSOL,camara
2189858-73,2,B,Oposição,camara
2189858-73,-1,P,PSL,camara
2189858-53,2,P,REDE,camara
2189858-53,-1,P,PV,camara
2189858-53,-1,B,PpMdbPtb,camara
2189858-53,-1,B,GOV.,camara
2189858-53,-1,P,PSC,camara
2189858-53,-1,P,NOVO,camara
2189858-53,-1,P,PSL,camara
2189858-53,-1,P,PROS,camara
2189858-53,2,B,Minoria,camara
2189858-53,2,P,PDT,camara
2189858-53,2,P,PT,camara
2189858-53,2,P,PSB,camara
2189858-53,2,B,Oposição,camara
2189858-53,-1,P,PRB,camara
2189858-53,2,P,PCdoB,camara
2189858-53,-1,P,Solidaried,camara
2189858-53,-1,P,PSDB,camara
2189858-53,-1,P,PR,camara
2189858-53,2,P,PSOL,camara
2189858-53,-1,P,DEM,camara
2189858-53,-1,P,CIDADANIA,camara
2189858-49,2,P,REDE,camara
2189858-49,-1,P,PSD,camara
2189858-49,-1,P,PSL,camara
2189858-49,-1,P,PV,camara
2189858-49,-1,P,NOVO,camara
2189858-49,2,P,PT,camara
2189858-49,-1,P,Solidaried,camara
2189858-49,2,B,Oposição,camara
2189858-49,-1,P,PR,camara
2189858-49,-1,B,PpMdbPtb,camara
2189858-49,-1,P,CIDADANIA,camara
2189858-49,-1,P,PSC,camara
2189858-49,-1,P,PRB,camara
2189858-49,-1,P,Podemos,camara
2189858-49,-1,P,DEM,camara
2189858-49,-1,P,PSDB,camara
2189858-49,2,B,Minoria,camara
2189858-49,2,P,PCdoB,camara
2189858-49,-1,B,GOV.,camara
2189858-49,-1,P,Patriota,camara
2189858-49,2,P,PDT,camara
2189858-49,2,P,PSB,camara
2189858-49,2,P,PSOL,camara
2189858-45,2,P,PCdoB,camara
2189858-45,-1,P,PSL,camara
2189858-45,-1,B,GOV.,camara
2189858-45,2,P,PT,camara
2189858-45,2,P,PSOL,camara
2189858-45,2,P,REDE,camara
2189858-45,-1,P,DEM,camara
2189858-45,-1,P,Patriota,camara
2189858-45,-1,P,PSC,camara
2189858-45,-1,P,Avante,camara
2189858-45,-1,P,PRB,camara
2189858-45,2,P,PDT,camara
2189858-45,-1,P,PR,camara
2189858-45,2,P,PSB,camara
2189858-45,2,B,Oposição,camara
2189858-45,-1,P,Solidaried,camara
2189858-45,-1,P,CIDADANIA,camara
2189858-45,-1,P,PSDB,camara
2189858-45,-1,B,PpMdbPtb,camara
2189858-45,-1,P,NOVO,camara
2189858-45,-1,P,Podemos,camara
2189858-45,-1,P,PSD,camara
2189858-42,2,P,PSB,camara
2189858-42,-1,P,PSC,camara
2189858-42,-1,P,DEM,camara
2189858-42,-1,P,PR,camara
2189858-42,-1,P,Solidaried,camara
2189858-42,-1,B,PpMdbPtb,camara
2189858-42,-1,P,NOVO,camara
2189858-42,-1,P,Podemos,camara
2189858-42,-1,P,CIDADANIA,camara
2189858-42,2,B,Minoria,camara
2189858-42,-1,P,PSDB,camara
2189858-42,-1,P,PSD,camara
2189858-42,-1,P,Patriota,camara
2189858-42,2,P,PSOL,camara
2189858-42,2,P,REDE,camara
2189858-42,-1,P,Avante,camara
2189858-42,-1,B,GOV.,camara
2189858-42,-1,P,PRB,camara
2189858-42,2,P,PT,camara
2189858-42,2,P,PDT,camara
2189858-42,-1,P,PSL,camara
2189858-42,2,P,PCdoB,camara
2190288-81,-1,P,PRB,camara
2190288-81,-1,P,PSC,camara
2190288-81,5,P,PSD,camara
2190288-81,-1,P,PSOL,camara
2190288-81,1,P,PV,camara
2190288-81,-1,B,Minoria,camara
2190288-81,-1,B,Maioria,camara
2190288-81,-1,P,Avante,camara
2190288-81,1,P,PROS,camara
2190288-81,1,P,CIDADANIA,camara
2190288-81,1,B,GOV.,camara
2190288-81,1,P,NOVO,camara
2190288-81,5,P,PSDB,camara
2190288-81,-1,P,Solidaried,camara
2190288-81,-1,B,PpMdbPtb,camara
2190288-81,-1,P,PL,camara
2190288-81,-1,P,PT,camara
2190288-81,1,P,Podemos,camara
2190288-81,-1,P,PCdoB,camara
2190288-81,-1,B,Oposição,camara
2190288-81,-1,P,DEM,camara
2190288-81,-1,P,PDT,camara
2190288-81,1,P,PSL,camara
2190288-81,-1,P,PSB,camara
2190237-117,-1,P,PSD,camara
2190237-117,1,P,PV,camara
2190237-117,-1,P,PROS,camara
2190237-117,2,B,Oposição,camara
2190237-117,5,P,PSDB,camara
2190237-117,-1,P,PL,camara
2190237-117,2,P,PSB,camara
2190237-117,-1,P,Solidaried,camara
2190237-117,-1,P,DEM,camara
2190237-117,-1,P,PSL,camara
2190237-117,-1,P,Podemos,camara
2190237-117,5,P,CIDADANIA,camara
2190237-117,2,B,Minoria,camara
2190237-117,2,P,PCdoB,camara
2190237-117,2,P,PDT,camara
2190237-117,-1,P,PSC,camara
2190237-117,-1,P,NOVO,camara
2190237-117,-1,P,PRB,camara
2190237-117,-1,B,GOV.,camara
2190237-117,2,P,PT,camara
2190237-117,2,P,PSOL,camara
2190237-117,-1,B,PpMdbPtb,camara
2190237-114,5,P,PSD,camara
2190237-114,1,B,PpMdbPtb,camara
2190237-114,1,P,PROS,camara
2190237-114,2,B,Minoria,camara
2190237-114,2,P,PSOL,camara
2190237-114,1,P,PSC,camara
2190237-114,1,P,Solidaried,camara
2190237-114,2,P,PDT,camara
2190237-114,2,P,PT,camara
2190237-114,1,P,PSDB,camara
2190237-114,2,P,PCdoB,camara
2190237-114,2,P,PSB,camara
2190237-114,1,P,PSL,camara
2190237-114,5,P,CIDADANIA,camara
2190237-114,1,P,DEM,camara
2190237-114,1,P,PL,camara
2190237-114,-1,P,PV,camara
2190237-114,1,P,PRB,camara
2190237-114,2,B,Oposição,camara
2190237-114,1,P,NOVO,camara
2190237-114,1,P,Avante,camara
2190237-111,1,P,PSL,camara
2190237-111,1,B,GOV.,camara
2190237-111,2,P,PSOL,camara
2190237-111,2,P,PCdoB,camara
2190237-111,1,P,DEM,camara
2190237-111,1,P,PROS,camara
2190237-111,1,P,PL,camara
2190237-111,1,P,PSD,camara
2190237-111,1,P,PSDB,camara
2190237-111,1,P,Solidaried,camara
2190237-111,1,B,PpMdbPtb,camara
2190237-111,1,P,NOVO,camara
2190237-111,2,P,PDT,camara
2190237-111,5,P,CIDADANIA,camara
2190237-111,2,P,PT,camara
2190237-111,-1,P,PSB,camara
2190237-111,1,P,PSC,camara
2190237-111,-1,P,PV,camara
2190237-111,1,P,PRB,camara
2190237-111,2,B,Minoria,camara
2190237-108,1,P,PSC,camara
2190237-108,5,P,CIDADANIA,camara
2190237-108,2,P,PV,camara
2190237-108,1,P,Avante,camara
2190237-108,1,B,GOV.,camara
2190237-108,2,P,PSB,camara
2190237-108,1,B,PpMdbPtb,camara
2190237-108,2,P,PDT,camara
2190237-108,1,P,PSDB,camara
2190237-108,1,P,PSL,camara
2190237-108,1,P,PROS,camara
2190237-108,1,P,NOVO,camara
2190237-108,2,P,PSOL,camara
2190237-108,1,P,PRB,camara
2190237-108,1,P,PSD,camara
2190237-108,1,P,PL,camara
2190237-108,2,P,PT,camara
2190237-108,2,B,Minoria,camara
2190237-108,1,P,DEM,camara
2190237-108,2,P,PCdoB,camara
2190237-108,1,P,Solidaried,camara
2190237-105,1,P,Podemos,camara
2190237-105,1,P,PSD,camara
2190237-105,2,P,PCdoB,camara
2190237-105,1,B,GOV.,camara
2190237-105,1,P,Avante,camara
2190237-105,2,P,PSB,camara
2190237-105,1,P,PRB,camara
2190237-105,1,P,DEM,camara
2190237-105,2,P,PV,camara
2190237-105,2,P,PDT,camara
2190237-105,1,P,PL,camara
2190237-105,1,P,PROS,camara
2190237-105,1,P,Solidaried,camara
2190237-105,1,P,PSL,camara
2190237-105,2,P,PSOL,camara
2190237-105,1,P,PSDB,camara
2190237-105,1,B,PpMdbPtb,camara
2190237-105,1,P,NOVO,camara
2190237-105,2,P,PT,camara
2190237-105,2,B,Minoria,camara
2190237-103,1,P,NOVO,camara
2190237-103,1,P,Avante,camara
2190237-103,1,B,GOV.,camara
2190237-103,2,B,Minoria,camara
2190237-103,1,B,PpMdbPtb,camara
2190237-103,2,P,PSB,camara
2190237-103,1,P,PL,camara
2190237-103,1,P,PSDB,camara
2190237-103,2,P,PT,camara
2190237-103,2,P,PDT,camara
2190237-103,1,P,Solidaried,camara
2190237-103,1,P,PSL,camara
2190237-103,5,P,CIDADANIA,camara
2190237-103,2,B,Oposição,camara
2190237-103,2,P,PSOL,camara
2190237-103,2,P,PCdoB,camara
2190237-103,2,P,PV,camara
2190237-103,1,P,PRB,camara
2190237-103,1,P,PSD,camara
2190237-103,1,P,PROS,camara
2190237-103,1,P,DEM,camara
2190237-99,-1,B,GOV.,camara
2190237-99,-1,P,PL,camara
2190237-99,-1,P,PRB,camara
2190237-99,2,P,PSOL,camara
2190237-99,2,B,Minoria,camara
2190237-99,2,P,PT,camara
2190237-99,2,P,PDT,camara
2190237-99,-1,P,PSD,camara
2190237-99,-1,P,PSDB,camara
2190237-99,5,P,CIDADANIA,camara
2190237-99,2,P,PCdoB,camara
2190237-99,-1,P,NOVO,camara
2190237-99,-1,P,DEM,camara
2190237-99,2,P,PV,camara
2190237-99,5,P,Podemos,camara
2190237-99,-1,P,Avante,camara
2190237-99,2,B,Oposição,camara
2190237-99,-1,P,Solidaried,camara
2190237-99,2,P,PSB,camara
2190237-99,-1,P,PSC,camara
2190237-99,-1,B,PpMdbPtb,camara
2190237-99,-1,P,PSL,camara
2190237-97,1,P,PSL,camara
2190237-97,1,P,PSDB,camara
2190237-97,1,P,DEM,camara
2190237-97,1,P,PROS,camara
2190237-97,1,P,PRB,camara
2190237-97,2,P,PSOL,camara
2190237-97,1,P,PSC,camara
2190237-97,1,P,PL,camara
2190237-97,2,P,PSB,camara
2190237-97,2,P,PT,camara
2190237-97,1,B,PpMdbPtb,camara
2190237-97,2,P,PDT,camara
2190237-97,2,P,PV,camara
2190237-97,5,P,CIDADANIA,camara
2190237-97,1,P,NOVO,camara
2190237-97,1,P,Solidaried,camara
2190237-97,2,P,PCdoB,camara
2190237-97,1,P,PSD,camara
2190237-97,2,B,Minoria,camara
2190237-94,-1,P,Solidaried,camara
2190237-94,2,P,PDT,camara
2190237-94,-1,P,PSD,camara
2190237-94,-1,B,GOV.,camara
2190237-94,2,P,PV,camara
2190237-94,-1,P,PROS,camara
2190237-94,-1,B,PpMdbPtb,camara
2190237-94,2,B,Minoria,camara
2190237-94,-1,P,PSL,camara
