mes,ano,id_parlamentar_parlametria,direitos-humanos,licenciamento-ambiental,migracao-e-refugio,pandemia,reforma-administrativa,reforma-tributaria,socioambiental,transparencia-e-integridade
1,2020,1178857,0,0,0,0,0,0,0,0
1,2020,1178871,0,0,0,0,0,0,0,0
1,2020,1178873,0,0,0,0,0,0,0,0
1,2020,1178884,0,0,0,0,0,0,0,0
1,2020,1178886,0,0,0,0,0,0,0,0
1,2020,1178889,0,0,0,0,0,0,0,0
1,2020,1178896,0,0,0,0,0,0,0,0
1,2020,1178908,0,0,0,0,0,0,0,0
1,2020,1178910,0,0,0,0,0,0,0,0
1,2020,1178912,0,0,0,0,0,0,0,0
1,2020,1178916,0,0,0,0,0,0,0,0
1,2020,1178922,0,0,0,0,0,0,0,0
1,2020,1178927,0,0,0,0,0,0,0,0
1,2020,1178929,0,0,0,0,0,0,0,0
1,2020,1178931,0,0,0,0,0,0,0,0
1,2020,1178933,0,0,0,0,0,0,0,0
1,2020,1178934,0,0,0,0,0,0,0,0
1,2020,1178939,0,0,0,0,0,0,0,0
1,2020,1178945,0,0,0,0,0,0,0,0
1,2020,1178946,0,0,0,0,0,0,0,0
1,2020,1178947,0,0,0,0,1,0,1,0
1,2020,1178948,0,0,0,0,0,0,0,0
1,2020,1178951,0,0,0,0,0,0,0,0
1,2020,1178952,0,0,0,0,0,0,0,0
1,2020,1178953,0,0,0,0,0,0,0,0
1,2020,1178959,0,0,0,0,0,0,0,0
1,2020,1178961,0,0,0,0,0,0,0,0
1,2020,1178962,0,0,0,0,0,0,0,0
1,2020,1178966,0,0,0,0,0,0,0,0
1,2020,1178969,2,0,0,0,0,0,0,0
1,2020,1178975,1,0,0,1,0,1,0,0
1,2020,1178977,0,0,0,0,0,0,0,0
1,2020,1178986,0,0,0,0,1,0,0,0
1,2020,1178987,0,0,0,0,0,0,0,0
1,2020,1178990,0,0,0,0,0,0,0,0
1,2020,1178993,0,0,0,0,0,0,0,0
1,2020,1179587,0,0,0,0,1,0,1,0
1,2020,1193726,0,0,0,0,0,0,0,0
1,2020,1198783,0,0,0,0,0,0,0,0
1,2020,1204352,0,0,0,0,0,0,0,0
1,2020,1204353,0,0,0,0,0,0,0,0
1,2020,1204355,0,0,0,0,0,0,0,0
1,2020,1204358,0,0,0,0,0,0,0,0
1,2020,1204359,0,0,0,0,0,0,0,0
1,2020,1204361,0,0,0,0,0,0,0,0
1,2020,1204365,0,1,0,1,0,0,0,0
1,2020,1204366,0,0,0,0,0,0,0,0
1,2020,1204367,0,0,0,0,0,0,0,0
1,2020,1204369,0,0,0,0,0,0,0,0
1,2020,1204370,0,0,0,0,0,0,0,0
1,2020,1204371,0,0,0,0,0,0,0,0
1,2020,1204372,0,0,0,0,0,0,0,0
1,2020,1204374,0,0,0,1,0,1,0,0
1,2020,1204375,0,0,0,0,0,0,0,0
1,2020,1204376,0,0,0,0,0,0,0,0
1,2020,1204377,0,0,0,0,0,0,0,0
1,2020,1204379,0,0,0,0,0,0,0,0
1,2020,1204381,0,0,0,0,0,0,0,0
1,2020,1204382,0,0,0,0,0,0,0,0
1,2020,1204383,0,0,0,0,0,0,0,0
1,2020,1204387,0,0,0,0,0,0,0,0
1,2020,1204388,0,0,0,0,0,0,0,0
1,2020,1204389,0,0,0,0,0,0,0,0
1,2020,1204391,0,0,0,0,0,0,0,0
1,2020,1204392,0,0,0,0,0,0,0,0
1,2020,1204393,0,0,0,0,0,0,0,0
1,2020,1204394,0,0,0,0,0,0,0,0
1,2020,1204395,0,0,0,0,0,0,0,0
1,2020,1204398,0,0,0,0,0,0,0,0
1,2020,1204399,0,0,0,0,0,0,0,0
1,2020,1204400,0,0,0,0,0,0,0,0
1,2020,1204404,0,0,0,0,0,0,0,0
1,2020,1204406,0,0,0,0,0,0,0,0
1,2020,1204407,0,0,0,0,0,0,0,0
1,2020,1204409,0,0,0,0,0,0,0,0
1,2020,1204410,0,0,0,0,1,0,1,0
1,2020,1204411,0,0,0,0,0,0,0,0
1,2020,1204412,0,0,0,0,0,0,0,0
1,2020,1204414,0,0,0,0,0,0,0,0
1,2020,1204415,0,0,0,0,0,0,0,0
1,2020,1204418,0,0,0,0,0,0,0,0
1,2020,1204419,0,0,0,0,0,0,0,0
1,2020,1204425,0,0,0,0,0,0,0,0
1,2020,1204426,0,0,0,0,0,0,0,0
1,2020,1204428,0,0,0,0,0,0,0,0
1,2020,1204430,0,0,0,0,0,0,0,0
1,2020,1204439,0,0,0,0,0,0,0,0
1,2020,1204440,2,0,0,0,2,0,2,0
1,2020,1204441,0,0,0,0,0,0,0,0
1,2020,1204442,0,0,0,0,0,0,0,0
1,2020,1204444,0,0,0,0,0,0,0,0
1,2020,1204446,0,0,0,0,0,0,0,0
1,2020,1204450,0,0,0,0,0,0,0,0
1,2020,1204451,0,0,0,0,0,0,0,0
1,2020,1204452,0,0,0,0,0,0,0,0
1,2020,1204453,0,0,0,0,0,0,0,0
1,2020,1204454,0,2,0,2,0,0,0,0
1,2020,1204455,0,0,0,0,0,0,0,0
1,2020,1204456,0,0,0,0,0,0,0,0
1,2020,1204458,0,0,0,0,0,0,0,0
1,2020,1204459,0,0,0,0,0,0,0,0
1,2020,1204460,0,0,0,0,0,0,0,0
1,2020,1204461,0,0,0,0,0,0,0,0
1,2020,1204464,0,0,0,0,0,0,0,0
1,2020,1204467,0,0,0,0,0,0,0,0
1,2020,1204468,0,0,0,0,0,0,0,0
1,2020,1204472,0,0,0,0,0,0,0,0
1,2020,1204473,0,0,0,0,0,0,0,0
1,2020,1204479,0,0,0,0,0,0,0,0
1,2020,1204480,0,0,0,0,0,0,0,0
1,2020,1204481,0,0,0,0,0,0,0,0
1,2020,1204482,0,0,0,0,0,0,0,0
1,2020,1204484,0,0,0,0,0,0,0,0
1,2020,1204487,0,0,0,0,0,0,0,0
1,2020,1204488,0,0,0,0,0,0,0,0
1,2020,1204490,0,0,0,0,0,0,0,0
1,2020,1204491,0,0,0,0,0,0,0,0
1,2020,1204492,0,0,0,0,0,0,0,0
1,2020,1204495,0,0,0,0,0,0,0,0
1,2020,1204496,0,0,0,0,0,0,0,0
1,2020,1204500,0,0,0,0,0,0,0,0
1,2020,1204501,0,0,0,0,0,0,0,0
1,2020,1204502,0,0,0,0,0,0,0,0
1,2020,1204503,0,0,0,0,0,0,0,0
1,2020,1204506,0,0,0,0,0,0,0,0
1,2020,1204507,0,0,0,0,0,0,0,0
1,2020,1204508,0,0,0,0,0,0,0,0
1,2020,1204509,0,0,0,0,0,0,0,0
1,2020,1204511,0,0,0,0,0,0,0,0
1,2020,1204512,0,0,0,0,0,0,0,0
1,2020,1204514,0,0,0,0,0,0,0,0
1,2020,1204515,0,0,0,0,0,0,0,0
1,2020,1204516,1,0,0,1,0,1,0,0
1,2020,1204517,0,0,0,0,0,0,0,0
1,2020,1204519,0,0,0,0,0,0,0,0
1,2020,1204520,0,0,0,0,0,0,0,0
1,2020,1204523,0,0,0,0,0,0,0,0
1,2020,1204524,0,0,0,0,0,0,0,0
1,2020,1204526,0,0,0,0,0,0,0,0
1,2020,1204527,0,0,0,0,0,0,0,0
1,2020,1204528,0,2,0,2,0,0,0,0
1,2020,1204529,0,0,0,0,0,0,0,0
1,2020,1204530,0,0,0,0,0,0,0,0
1,2020,1204531,0,0,0,0,0,0,0,0
1,2020,1204532,0,4,0,4,0,0,0,0
1,2020,1204533,0,0,0,0,0,0,0,0
1,2020,1204534,0,0,0,0,1,0,1,0
1,2020,1204535,0,0,0,0,0,0,0,0
1,2020,1204536,0,0,0,0,0,0,0,0
1,2020,1204539,0,0,0,0,0,0,0,0
1,2020,1204540,0,0,0,0,0,0,0,0
1,2020,1204541,0,0,0,0,0,0,0,0
1,2020,1204542,0,0,0,0,0,0,0,0
1,2020,1204545,0,0,0,0,0,0,0,0
1,2020,1204546,0,0,0,0,0,0,0,0
1,2020,1204547,0,0,0,0,0,0,0,0
1,2020,1204548,0,0,0,0,0,0,0,0
1,2020,1204551,0,0,0,0,0,0,0,0
1,2020,1204555,0,0,0,0,0,0,0,0
1,2020,1204556,0,0,0,0,0,0,0,0
1,2020,1204557,0,0,0,0,0,0,0,0
1,2020,1204559,0,0,0,0,0,0,0,0
1,2020,1204561,0,0,0,0,0,0,0,0
1,2020,1204565,0,0,0,0,0,0,0,0
1,2020,1204566,0,0,0,0,0,0,0,0
1,2020,1204570,0,0,0,0,0,0,0,0
1,2020,1204572,0,0,0,0,0,0,0,0
1,2020,1204573,0,0,0,0,0,0,0,0
1,2020,1204575,0,0,0,0,0,0,0,0
1,2020,1205548,0,0,0,0,0,0,0,0
1,2020,1205550,0,0,0,0,0,0,0,0
1,2020,1205863,0,0,0,0,0,0,0,0
1,2020,1205865,0,0,0,0,0,0,0,0
1,2020,1209189,0,0,0,0,0,0,0,0
1,2020,168720,0,0,0,0,0,0,0,0
1,2020,169871,0,0,0,0,0,0,0,0
1,2020,172442,0,0,0,0,0,0,0,0
1,2020,173433,0,0,0,0,0,0,0,0
1,2020,173460,0,0,0,0,0,0,0,0
1,2020,173466,0,0,0,0,0,0,0,0
1,2020,173482,0,0,0,0,0,0,0,0
1,2020,173486,0,0,0,0,0,0,0,0
1,2020,173531,0,0,0,0,0,0,0,0
1,2020,173586,0,0,0,0,0,0,0,0
1,2020,173604,0,0,0,0,0,0,0,0
1,2020,173692,0,0,0,0,0,0,0,0
1,2020,173701,0,0,0,0,0,0,0,0
1,2020,173788,0,0,0,0,0,0,0,0
1,2020,173801,0,0,0,0,0,0,0,0
1,2020,173943,0,0,0,0,0,0,0,0
1,2020,174057,0,0,0,0,0,0,0,0
1,2020,174060,0,0,0,0,0,0,0,0
1,2020,174075,0,0,0,0,0,1,0,1
1,2020,174156,0,0,0,0,0,0,0,0
1,2020,174158,0,0,0,0,1,0,1,0
1,2020,174159,0,0,0,0,0,0,0,0
1,2020,174160,0,0,0,0,0,0,0,0
1,2020,174161,0,0,0,0,0,1,0,1
1,2020,174200,0,0,0,0,0,0,0,0
1,2020,174273,0,0,0,0,0,0,0,0
1,2020,174283,0,0,0,0,0,0,0,0
1,2020,174299,0,0,0,0,0,0,0,0
1,2020,174317,0,0,0,0,0,0,0,0
1,2020,174366,0,0,0,0,0,0,0,0
1,2020,174371,0,0,0,0,0,0,0,0
1,2020,174376,0,0,0,0,0,0,0,0
1,2020,174398,0,0,0,0,0,0,0,0
1,2020,174400,0,0,0,0,0,0,0,0
1,2020,174439,0,0,0,0,0,0,0,0
1,2020,174655,0,0,0,0,0,0,0,0
1,2020,174693,0,0,0,0,0,0,0,0
1,2020,174784,0,0,0,0,0,0,0,0
1,2020,174848,0,0,0,0,0,0,0,0
1,2020,175431,0,0,0,0,0,0,0,0
1,2020,176874,0,0,0,0,0,0,0,0
1,2020,181297,0,0,0,0,0,0,0,0
1,2020,190842,0,0,0,0,0,0,0,0
1,2020,192346,0,0,0,0,0,0,0,0
1,2020,192699,0,0,0,0,0,0,0,0
1,2020,21173,0,0,0,0,0,0,0,0
1,2020,21186,0,0,0,0,0,0,0,0
1,2020,222,0,0,0,0,0,0,0,0
1,2020,22331,0,0,0,0,0,0,0,0
1,2020,2285,0,0,0,0,0,0,0,0
1,2020,2345,0,0,0,0,0,0,0,0
1,2020,2374,0,0,0,0,0,0,0,0
1,2020,23806,0,0,0,0,0,0,0,0
1,2020,23830,0,0,0,0,0,0,0,0
1,2020,24525,0,0,0,0,0,0,0,0
1,2020,24560,0,0,0,0,0,0,0,0
1,2020,2470,0,0,0,0,0,0,0,0
1,2020,2475,0,0,0,0,0,0,0,0
1,2020,24770,0,0,0,0,1,0,0,0
1,2020,24981,0,0,0,0,0,0,0,0
1,2020,24994,0,0,0,0,0,0,0,0
1,2020,25008,0,0,0,0,0,0,0,0
1,2020,25012,0,0,0,0,0,0,0,0
1,2020,25236,0,0,0,0,0,0,0,0
1,2020,25322,0,0,0,0,1,0,0,0
1,2020,25350,0,0,0,0,0,0,0,0
1,2020,25352,0,0,0,0,0,0,0,0
1,2020,25376,0,1,0,1,0,0,0,0
1,2020,25385,0,0,0,0,0,0,0,0
1,2020,25411,0,0,0,0,0,0,0,0
1,2020,25422,0,0,0,0,0,0,0,0
1,2020,25502,0,0,0,0,0,0,0,0
1,2020,25523,0,0,0,0,0,0,0,0
1,2020,25529,0,0,0,0,0,0,0,0
1,2020,25531,0,0,0,0,0,0,0,0
1,2020,25533,0,0,1,1,0,0,0,0
1,2020,25535,0,0,0,0,0,0,0,0
1,2020,25537,0,0,0,0,0,0,0,0
1,2020,25540,0,0,0,0,0,0,0,0
1,2020,25585,0,0,0,0,0,0,0,0
1,2020,25627,0,0,0,0,0,0,0,0
1,2020,25718,0,0,0,0,0,0,0,0
1,2020,25732,0,0,0,0,0,0,0,0
1,2020,25748,0,0,0,0,0,0,0,0
1,2020,25783,0,0,0,0,0,0,0,0
1,2020,2581,0,0,0,0,0,0,0,0
1,2020,25899,0,0,0,0,0,0,0,0
1,2020,25905,0,0,0,0,0,0,0,0
1,2020,25924,0,0,0,0,0,0,0,0
1,2020,25942,0,0,0,0,0,0,0,0
1,2020,25953,0,0,0,0,0,0,0,0
1,2020,25959,0,0,0,0,0,0,0,0
1,2020,25967,0,1,0,1,0,0,0,0
1,2020,25976,0,0,0,0,0,0,0,0
1,2020,25979,0,0,0,0,0,0,0,0
1,2020,25982,0,0,0,0,0,0,0,0
1,2020,25985,0,0,0,0,0,0,0,0
1,2020,25988,0,0,0,0,0,0,0,0
1,2020,25990,0,0,0,0,0,0,0,0
1,2020,25998,0,0,0,0,0,0,0,0
1,2020,26027,0,0,0,0,0,0,0,0
1,2020,26295,0,0,0,0,0,0,0,0
1,2020,270,0,0,0,0,0,0,0,0
1,2020,2825,0,0,0,0,0,0,0,0
1,2020,290,0,0,0,0,0,0,0,0
1,2020,2945,0,0,0,0,0,0,0,0
1,2021,1107283,0,0,0,0,0,0,0,0
1,2021,1109429,0,0,0,0,0,0,0,0
1,2021,1116379,0,0,0,0,0,0,0,0
1,2021,1122974,0,0,0,0,0,0,0,0
1,2021,1132504,0,0,0,0,0,0,0,0
1,2021,1133439,0,0,0,0,0,0,0,0
1,2021,1133968,0,0,0,0,0,0,0,0
1,2021,1136811,0,0,0,0,0,0,0,0
1,2021,1137070,0,0,0,0,0,0,0,0
1,2021,1139285,0,0,0,0,0,0,0,0
1,2021,1141335,0,0,0,0,0,0,0,0
1,2021,1141391,0,0,0,0,0,0,0,0
1,2021,1141398,0,0,0,0,0,0,0,0
1,2021,1141405,0,0,0,0,0,0,0,0
1,2021,1141411,0,0,0,0,0,0,0,0
1,2021,1141439,0,0,0,0,0,0,0,0
1,2021,1141450,0,0,0,0,0,0,0,0
1,2021,1141464,0,0,0,0,0,0,0,0
1,2021,1141470,0,0,0,0,0,0,0,0
1,2021,1141488,0,0,0,0,0,0,0,0
1,2021,1141516,0,0,0,0,0,0,0,0
1,2021,1141518,0,0,0,0,0,0,0,0
1,2021,1141553,0,0,0,0,0,0,0,0
1,2021,1141555,0,0,0,0,0,0,0,0
1,2021,1143084,0,0,0,0,0,0,0,0
1,2021,1150418,0,0,0,0,0,0,0,0
1,2021,1151208,0,0,0,0,0,0,0,0
1,2021,1152605,0,0,0,0,0,0,0,0
1,2021,1156190,0,0,0,0,0,0,0,0
1,2021,1157130,0,0,0,0,0,0,0,0
1,2021,1160508,0,0,0,0,0,0,0,0
1,2021,1160511,1,1,0,0,1,0,1,0
1,2021,1160512,0,0,0,0,0,0,0,0
1,2021,1160518,0,0,0,0,0,0,0,0
1,2021,1160527,0,0,0,0,0,0,0,0
1,2021,1160528,0,0,0,0,0,0,0,0
1,2021,1160531,0,0,0,0,0,0,0,0
1,2021,1160534,0,0,0,0,0,0,0,0
1,2021,1160535,0,0,0,0,0,0,0,0
1,2021,1160538,0,0,0,0,0,0,0,0
1,2021,1160541,0,0,0,0,0,0,0,0
1,2021,1160545,0,0,0,0,0,0,0,0
1,2021,1160556,0,0,0,0,0,0,0,0
1,2021,1160559,0,0,0,0,0,0,0,0
1,2021,1160569,0,0,0,0,0,0,0,0
1,2021,1160570,0,0,0,0,0,0,0,0
1,2021,1160575,0,0,0,0,0,0,0,0
1,2021,1160587,0,0,0,0,0,0,0,0
1,2021,1160589,0,0,0,0,0,0,0,0
1,2021,1160592,0,0,0,0,0,0,0,0
1,2021,1160601,0,0,0,0,0,0,0,0
1,2021,1160604,0,0,0,0,0,0,0,0
1,2021,1160610,0,0,0,0,0,0,0,0
1,2021,1160632,0,0,0,0,0,0,0,0
1,2021,1160641,0,0,0,0,0,0,0,0
1,2021,1160651,0,0,0,0,0,0,0,0
1,2021,1160653,0,0,0,0,0,0,0,0
1,2021,1160655,0,0,0,0,0,0,0,0
1,2021,1160665,0,0,0,0,0,0,0,0
1,2021,1160673,0,0,0,0,0,0,0,0
1,2021,1171617,0,0,0,0,0,0,0,0
1,2021,1171623,0,0,0,0,0,0,0,0
1,2021,1177282,0,0,0,0,0,0,0,0
1,2021,1178829,0,0,0,0,0,0,0,0
1,2021,1178854,0,0,0,0,0,0,0,0
1,2021,1178857,0,0,0,0,0,0,0,0
1,2021,1178871,0,0,0,0,0,0,0,0
1,2021,1178873,0,0,0,0,0,0,0,0
1,2021,1178884,0,0,0,0,0,0,0,0
1,2021,1178886,0,0,0,0,0,0,0,0
1,2021,1178889,0,0,0,0,0,0,0,0
1,2021,1178896,0,0,0,0,0,0,0,0
1,2021,1178908,0,0,0,0,0,0,0,0
1,2021,1178910,0,0,0,0,0,0,0,0
1,2021,1178912,0,0,0,0,0,0,0,0
1,2021,1178916,0,0,0,0,0,0,0,0
1,2021,1178922,0,0,0,0,0,0,0,0
1,2021,1178927,0,0,0,0,0,0,0,0
1,2021,1178929,0,0,0,0,0,0,0,0
1,2021,1178931,0,0,0,0,0,0,0,0
1,2021,1178933,1,0,0,0,1,0,1,0
1,2021,1178934,0,0,0,0,0,0,0,0
1,2021,1178939,0,0,0,0,0,0,0,0
1,2021,1178945,0,0,0,0,0,0,0,0
1,2021,1178946,0,0,0,0,0,0,0,0
1,2021,1178947,0,0,0,0,0,0,0,0
1,2021,1178948,0,0,0,0,0,0,0,0
1,2021,1178951,0,0,0,0,0,0,0,0
1,2021,1178952,0,0,0,0,0,0,0,0
1,2021,1178953,0,0,0,0,0,0,0,0
1,2021,1178959,0,0,0,0,0,0,0,0
1,2021,1178961,0,0,0,0,0,0,0,0
1,2021,1178962,0,0,0,0,0,0,0,0
1,2021,1178966,0,0,0,0,0,0,0,0
1,2021,1178969,0,0,0,0,0,0,0,0
1,2021,1178975,0,0,0,0,0,0,0,0
1,2021,1178977,0,0,0,0,0,0,0,0
1,2021,1178986,0,0,0,0,0,0,0,0
1,2021,1178987,0,0,0,0,0,0,0,0
1,2021,1178990,0,0,0,0,0,0,0,0
1,2021,1178993,0,0,0,0,0,0,0,0
1,2021,1179587,0,0,0,0,0,0,0,0
1,2021,1193726,0,0,0,0,0,0,0,0
1,2021,1198783,0,0,0,0,0,0,0,0
1,2021,1204352,0,0,0,0,0,0,0,0
1,2021,1204353,0,0,0,0,0,0,0,0
1,2021,1204355,0,0,0,0,0,0,0,0
1,2021,1204358,0,0,0,0,0,0,0,0
1,2021,1204359,0,0,0,0,0,0,0,0
1,2021,1204361,0,0,0,0,0,0,0,0
1,2021,1204365,0,0,0,0,0,0,0,0
1,2021,1204366,0,0,0,0,0,0,0,0
1,2021,1204367,0,0,0,0,0,0,0,0
1,2021,1204369,0,0,0,0,0,0,0,0
1,2021,1204370,0,0,0,0,0,0,0,0
1,2021,1204371,0,0,0,0,0,0,0,0
1,2021,1204372,0,0,0,0,0,0,0,0
1,2021,1204374,0,0,0,0,0,0,0,0
1,2021,1204375,0,0,0,0,0,0,0,0
1,2021,1204376,0,0,0,0,0,0,0,0
1,2021,1204377,0,0,0,0,0,0,0,0
1,2021,1204379,0,0,0,0,0,0,0,0
1,2021,1204381,0,0,0,0,0,0,0,0
1,2021,1204382,0,0,0,0,0,0,0,0
1,2021,1204383,0,0,0,0,0,0,0,0
1,2021,1204387,0,0,0,0,0,0,0,0
1,2021,1204388,0,0,0,0,0,0,0,0
1,2021,1204389,0,0,0,0,0,0,0,0
1,2021,1204391,0,0,0,0,0,0,0,0
1,2021,1204392,0,0,0,0,0,0,0,0
1,2021,1204393,0,0,0,0,0,0,0,0
1,2021,1204394,0,0,0,0,0,0,0,0
1,2021,1204395,0,0,0,0,0,0,0,0
1,2021,1204398,0,0,0,0,0,0,0,0
1,2021,1204399,0,0,0,0,0,0,0,0
1,2021,1204400,0,0,0,0,0,0,0,0
1,2021,1204404,0,0,0,0,0,0,0,0
1,2021,1204406,0,0,0,0,0,0,0,0
1,2021,1204407,0,0,0,0,0,0,0,0
1,2021,1204409,0,0,0,0,0,0,0,0
1,2021,1204410,0,0,0,0,0,0,0,0
1,2021,1204411,0,0,0,0,0,0,0,0
1,2021,1204412,0,0,0,0,0,0,0,0
1,2021,1204414,0,0,0,0,0,0,0,0
1,2021,1204415,0,0,0,0,0,0,0,0
1,2021,1204418,0,0,0,0,0,0,0,0
1,2021,1204419,0,0,0,0,0,0,0,0
1,2021,1204425,0,0,0,0,0,0,0,0
1,2021,1204426,0,0,0,0,0,0,0,0
1,2021,1204428,0,0,0,0,0,0,0,0
1,2021,1204430,0,0,0,0,0,0,0,0
1,2021,1204439,0,0,0,0,0,0,0,0
1,2021,1204440,0,0,0,0,2,0,2,0
1,2021,1204441,0,0,0,0,0,0,0,0
1,2021,1204442,0,0,0,0,0,0,0,0
1,2021,1204444,0,0,0,0,0,0,0,0
1,2021,1204446,0,0,0,0,0,0,0,0
1,2021,1204450,0,0,0,0,0,0,0,0
1,2021,1204451,0,0,0,0,0,0,0,0
1,2021,1204452,0,0,0,0,0,0,0,0
1,2021,1204453,0,0,0,0,0,0,0,0
1,2021,1204454,0,0,0,0,0,0,0,0
1,2021,1204455,0,0,0,0,0,0,0,0
1,2021,1204456,0,0,0,0,0,0,0,0
1,2021,1204458,0,0,0,0,0,0,0,0
1,2021,1204459,0,0,0,0,0,0,0,0
1,2021,1204460,0,0,0,0,0,0,0,0
1,2021,1204461,0,0,0,0,0,0,0,0
1,2021,1204464,0,0,0,0,0,0,0,0
1,2021,1204467,0,0,0,0,0,0,0,0
1,2021,1204468,0,0,0,0,0,0,0,0
1,2021,1204472,0,0,0,0,0,0,0,0
1,2021,1204473,0,0,0,0,0,0,0,0
1,2021,1204479,0,0,0,0,0,0,0,0
1,2021,1204480,0,0,0,0,0,0,0,0
1,2021,1204481,0,0,0,0,0,0,0,0
1,2021,1204482,0,0,0,0,0,0,0,0
1,2021,1204484,0,0,0,0,0,0,0,0
1,2021,1204487,0,0,0,0,0,0,0,0
1,2021,1204488,0,0,0,0,0,0,0,0
1,2021,1204490,0,0,0,0,0,0,0,0
1,2021,1204491,0,0,0,0,0,0,0,0
1,2021,1204492,0,0,0,0,0,0,0,0
1,2021,1204495,0,0,0,0,0,0,0,0
1,2021,1204496,0,0,0,0,0,0,0,0
1,2021,1204500,0,0,0,0,0,0,0,0
1,2021,1204501,0,0,0,0,0,0,0,0
1,2021,1204502,0,0,0,0,0,0,0,0
1,2021,1204503,1,0,0,0,0,0,0,0
1,2021,1204506,0,0,0,0,0,0,0,0
1,2021,1204507,0,0,0,0,0,0,0,0
1,2021,1204508,0,0,0,0,0,0,0,0
1,2021,1204509,0,0,0,0,0,0,0,0
1,2021,1204511,0,0,0,0,0,0,0,0
1,2021,1204512,0,0,0,0,0,0,0,0
1,2021,1204514,0,0,0,0,0,0,0,0
1,2021,1204515,0,0,0,0,0,0,0,0
1,2021,1204516,0,0,0,0,0,0,0,0
1,2021,1204517,0,0,0,0,0,0,0,0
1,2021,1204519,0,0,0,0,0,0,0,0
1,2021,1204520,0,0,0,0,0,0,0,0
1,2021,1204523,0,0,0,0,0,0,0,0
1,2021,1204524,0,0,0,0,0,0,0,0
1,2021,1204526,0,0,0,0,0,0,0,0
1,2021,1204527,0,0,0,0,0,0,0,0
1,2021,1204528,0,0,0,0,0,0,0,0
1,2021,1204529,0,0,0,0,0,0,0,0
1,2021,1204530,0,0,0,0,0,0,0,0
1,2021,1204531,0,0,0,0,0,0,0,0
1,2021,1204532,0,0,0,0,0,0,0,0
1,2021,1204533,0,0,0,0,0,0,0,0
1,2021,1204534,0,0,0,0,0,0,0,0
